Longitud_DD,Latitud_DD,Elevacion_m,Gravedad_Obs_mGal,Gravedad_Normal_mGal,Anomalia_Aire_Libre_mGal,Anomalia_Bouguer_Simple_mGal,Anomalia_Bouguer_Completa_mGal
-15.407777777777778,28.14611111111111,2.4577,979368.53,979181.7976817809,186.7323182191467,186.4643846805467,190.2945598864217
-15.407222222222222,28.14638888888889,2.7306,979368.95,979181.7343065684,187.21569343155716,186.91800888075716,190.8409440818369
-15.406944444444445,28.153888888888886,3.6803,979368.8,979182.0045311571,186.79546884295996,186.39424989755997,189.09872781869538
-15.406944444444445,28.16,4.2861,979369.14,979182.2766550595,186.86334494047333,186.3960828906733,189.20285705611516
-15.407222222222222,28.16,4.87,979369.96,979182.0964160969,187.86358390306123,187.33266624306123,190.0953070997953
-15.407144527777778,28.160139972222222,4.8186,979369.98,979182.122799081,187.857200918952,187.331886784152,190.10730345309688
-15.417222222222222,28.152777777777775,5.5269,979370.4,979181.3510504765,189.04894952347968,188.44641793927968,191.19279317094743
-15.426944444444445,28.1475,2.8084,979373.91,979181.7937485126,192.1162514874013,191.81008533620133,194.09458037188804
-15.440403777777778,28.13263611111111,10.4417,979375.64,979178.3212217926,197.3187782074092,196.1804449568092,198.84351704713245
-15.449888861111111,28.12711063888889,29.7648,979373.37,979171.941721403,201.42827859695535,198.18337963055535,200.7049087531976
-15.46458025,28.126689222222222,13.3668,979380.57,979176.9718007891,203.59819921082817,202.14097740842817,206.3931988205774
-15.476216,28.132900166666666,45.7417,979377.14,979167.4447158021,209.69528419792186,204.70861554732187,209.28769444231693
-15.476111111111111,28.13277777777778,44.1353,979378.92,979167.9313823703,210.9886176297441,206.1770754943441,210.50379596800522
-15.488176222222222,28.136216027777778,44.7909,979378.72,979167.9871928416,210.7328071583761,205.84979282217608,209.95659312248807
-15.502353305555555,28.14180763888889,82.1373,979369.33,979156.8792936426,212.4507063573692,203.4962621859692,208.09935322217234
-15.516203583333333,28.145313583333333,71.3406,979370.75,979160.4752383038,210.2747616962297,202.49735216542967,206.73415004696463
-15.516111111111112,28.14527777777778,39.5019,979376.75,979170.3003260398,206.4496739602182,202.14325582601822,209.5714713747951
-15.5295655,28.151244638888887,30.3478,979378.43,979173.574180996,204.85581900400575,201.54736254360574,205.7221685048635
-15.544008472222222,28.146508166666667,9.0601,979386.85,979179.7894684125,207.06053158745635,206.07281760565635,210.5375496245633
-15.543888888888889,28.14638888888889,9.1055,979386.83,979179.7664952718,207.06350472813938,206.07084132913937,210.5812098881676
-15.559191055555557,28.145302555555556,14.1152,979388.53,979178.1385053287,210.39149467134848,208.85268379774848,213.04823278879437
-15.573619611111111,28.14247686111111,21.4139,979392.74,979175.6733192288,217.0666807711823,214.7321802209823,219.16584338507968
-15.587425444444445,28.139583916666666,89.858,979381.31,979154.3291446166,226.98085538344458,217.18471593944457,225.54028021942338
-15.5875,28.139722222222222,164.6118,979367.72,979131.2657579129,236.45424208708573,218.50859287468575,229.38889665209595
-15.600363444444444,28.14099347222222,164.5668,979367.74,979131.3751197873,236.36488021269906,218.42413681029907,227.58686861233926
-15.610962833333334,28.145190222222222,222.333,979358.12,979113.8605574105,244.25944258947857,220.02114359547858,227.4231803289252
-15.62466125,28.1436785,188.4992,979376.13,979124.1898899645,251.94011003547348,231.39030424987348,236.5967506961503
-15.634064083333334,28.141282277777776,162.0867,979389.66,979132.162313245,257.49768675502855,239.82731889442854,244.25437197643907
-15.647017555555555,28.14499013888889,129.5515,979397.39,979142.4831371697,254.90686283027753,240.78341740327753,244.77054907193659
-15.657600666666667,28.141381944444444,74.6233,979417.47,979159.1666739509,258.3033260491211,250.1680431297211,253.64607093540235
-15.661238944444445,28.134233388888887,97.1678,979419.57,979151.6710443295,267.8989556704182,257.30591645001823,261.96825252103935
-15.661111111111111,28.134166666666665,102.3697,979417.97,979150.0603763085,267.9096236914629,256.7494837368629,260.81071327922774
-15.665922555555555,28.124359805555557,168.4984,979412.37,979128.9126186637,283.4573813362513,265.0880227650513,270.3577153559397
-15.674147333333332,28.114723027777778,179.9021,979416.02,979124.6694084833,291.3505915167043,271.7380243789043,278.16385033468435
-15.685423833333333,28.110281305555556,158.1582,979421.87,979131.047469234,290.82253076601774,273.58044011841776,278.25439454266035
-15.694302972222223,28.10787702777778,112.3769,979430.36,979144.9980124237,285.3619875762379,273.1108826920379,278.9669175265003
-15.700833333333332,28.1,39.9216,979445.97,979166.7718128759,279.1981871241005,274.8460141353005,280.374159611057
-15.700833333333332,28.1,39.7306,979446.03,979166.8307700962,279.1992299038684,274.8678793530684,280.42170586953944
-15.700555555555555,28.10027777777778,39.95,979445.96,979166.783887975,279.17611202492844,274.82084292492846,281.02539517680873
-15.700562861111111,28.09567572222222,76.9866,979438.02,979155.0063870833,283.0136129166931,274.6206877578931,281.28224192639385
-15.70104125,28.092554527777775,133.2423,979425.09,979137.4079562136,287.6820437863935,273.15623472499345,281.79815794945677
-15.703272666666665,28.089491694444444,161.7759,979417.44,979128.3709934405,289.069006559439,271.432521493239,281.31312690235484
-15.705756694444444,28.08346772222222,103.9852,979428.59,979145.7570145302,282.8329854697222,271.4967269361222,280.73859386494706
-15.707069138888889,28.07922347222222,125.5601,979422.58,979138.7792770788,283.80072292115074,270.11241193935075,279.81550466756755
-15.706944444444444,28.079166666666666,127.0363,979422.12,979138.319367164,283.8006328359479,269.9513894825479,279.4996272248558
-15.708058666666666,28.07768888888889,190.8137,979408.72,979118.5230555243,290.1969444756396,269.3948165290396,279.30603660078197
-15.712314194444444,28.072436333333332,187.5511,979404.22,979119.1362041673,285.0837958327029,264.6373500129029,278.97457186284646
-15.718187055555555,28.070098333333334,155.0231,979409.31,979129.0009165461,280.30908345396165,263.4087751381617,278.7633933992293
-15.725695805555556,28.064598055555557,186.6504,979398.44,979118.8265381985,279.613461801433,259.265208494233,277.6391517207679
-15.73130925,28.06051411111111,182.2568,979403.89,979119.8764989737,284.0135010263184,264.1442292039184,276.82686067051867
-15.730233944444445,28.058893972222222,162.6677,979409.42,979125.8013775961,283.6186224039411,265.8849150853411,276.2643341560005
-15.731111111111112,28.051944444444445,68.1035,979428.53,979154.4692387532,274.0607612468302,266.63625388383025,277.56731108095113
-15.731228416666667,28.051910638888888,66.373,979429.06,979155.0008635294,274.05913647066336,266.8232847566634,277.8395374925251
-15.730660527777777,28.04593580555556,84.862,979424.63,979148.8460841374,275.7839158625575,266.5324303465575,278.363253266511
-15.734892916666666,28.041721972222224,169.5759,979406.04,979122.3821938636,283.65780613641255,265.17098067021254,276.7630404996491
-15.737193638888888,28.032932777777777,263.5586,979380.37,979092.715833976,287.65416602394544,258.9215345691454,274.88938563077795
-15.741529527777777,28.038633,345.9826,979365.07,979067.7036658509,297.3663341490319,259.6480030622319,274.44825950345086
-15.74996425,28.036442055555558,453.1142,979337.48,979034.476063317,303.0039366829442,253.6063328273442,269.9588432238888
-15.749722222222221,28.03638888888889,454.3207,979337.11,979034.0997339049,303.0102660950506,253.4811320224506,270.97551233903164
-15.756601444444444,28.035219805555556,528.2823,979318.34,979011.1867578654,307.15324213460553,249.56096235320553,266.5075223868964
