Archivo_Origen,Pagina_PDF,ID_Punto,Latitud,Longitud,Alt_Ortometrica,Alt_Elipsoidal,Precision_m,Gravedad_mGal,Tipo_Gravedad
Lin00914,58,914058,"27° 54' 57,1775''","- 15° 34' 27,8601''",939.1127,984857,0.05,979210.73,Observada
Lin00914,59,914059,"27° 54' 24,7627''","- 15° 34' 11,9811''",920.7055,966423,0.05,979213.97,Observada
Lin00914,60,914060,"27° 54' 05,4432''","- 15° 34' 09,2348''",843.1668,888846,0.05,979229.74,Observada
Lin00914,61,914061,"27° 54' 04,4493''","- 15° 33' 57,6552''",750.7618,796544,DATO NO DETECTADO,979251.00,Observada
Lin00914,62,914062,"27° 53' 36,5730''","- 15° 33' 46,3798''",664.2563,709834,0.05,979268.28,Observada
Lin00914,63,914063,"27° 53' 15,3954''","- 15° 33' 50,3656''",606.2555,651814,0.05,979278.44,Observada
Lin00914,64,914064,27° 53' 15'',- 15° 33' 50'',606.2793,DATO NO DETECTADO,DATO NO DETECTADO,979288.43,Observada
Lin00914,65,914065,"27° 52' 43,6885''","- 15° 33' 57,9765''",536.7392,582164,0.05,979288.99,Observada
Lin00914,66,914066,"27° 52' 10,4463''","- 15° 33' 53,9559''",471.3334,516665,0.05,979298.11,Observada
Lin00914,67,914067,"27° 51' 37,7489''","- 15° 33' 55,7548''",415.1500,460298,0.05,979305.68,Observada
Lin00914,68,914068,"27° 50' 59,6824''","- 15° 33' 54,2236''",340.0422,385081,0.05,979314.72,Observada
Lin00914,69,914069,"27° 50' 26,2616''","- 15° 34' 14,0131''",390.5859,435444,0.05,979299.98,Observada
Lin00914,70,914070,27° 49' 55'',- 15° 34' 23'',410.8959,DATO NO DETECTADO,DATO NO DETECTADO,979291.75,Observada
Lin00914,71,914071,"27° 49' 54,8747''","- 15° 34' 23,2284''",411.0160,455702,0.05,979291.71,Observada
Lin00914,72,914072,"27° 49' 27,1672''","- 15° 34' 34,6093''",411.7811,456328,0.05,979287.25,Observada
Lin00914,73,914073,"27° 49' 10,0825''","- 15° 34' 44,1436''",475.5393,519926,0.05,979273.04,Observada
Lin00914,74,914074,"27° 49' 06,7533''","- 15° 34' 39,6437''",464.4104,508856,0.05,979276.47,Observada
Lin00914,75,914075,"27° 48' 40,0983''","- 15° 34' 58,7507''",401.5127,445717,0.05,979286.78,Observada
Lin00914,76,914076,"27° 48' 04,9838''","- 15° 35' 01,8025''",314.4918,358557,0.05,979302.18,Observada
Lin00914,77,914077,"27° 47' 39,4538''","- 15° 34' 52,8685''",219.7404,263588,0.05,979320.59,Observada
Lin00914,78,914078,"27° 47' 01,4043''","- 15° 34' 56,4110''",149.2467,192905,0.05,979333.26,Observada
Lin00914,79,914079,"27° 46' 21,9503''","- 15° 34' 56,8654''",90.6352,134146,0.05,979340.23,Observada
Lin00914,80,914080,27° 46' 22'',- 15° 34' 57'',87.1942,DATO NO DETECTADO,DATO NO DETECTADO,979341.29,Observada
Lin01911,1,1911001,"28° 09' 06,0801''","- 15° 31' 23,6922''",44.8454,88641,0.05,979375.10,Observada
Lin01912,1,1912001,"28° 01' 10,0149''","- 15° 23' 12,2621''",45.5384,89267,0.05,979350.77,Observada
Lin01913,1,1913001,"28° 06' 37,0703''","- 15° 24' 52,8111''",7.8227,51339,0.05,979370.46,Observada
Lin02911,1,2911001,"28° 00' 41,2842''","- 15° 47' 04,1630''",299.9487,345083,0.05,979360.04,Observada
Lin03911,1,3911001,"27° 55' 31,4969''","- 15° 44' 52,1590''",663.1764,708469,0.05,979271.56,Observada
Lin04911,1,4911001,27° 46' 13'',- 15° 38' 24'',132.8816,DATO NO DETECTADO,DATO NO DETECTADO,979335.04,Observada
Lin04911,2,4911002,27° 46' 01'',- 15° 38' 09'',144.7138,DATO NO DETECTADO,DATO NO DETECTADO,979330.93,Observada
Lin04911,3,4911003,"27° 45' 49,7869''","- 15° 37' 59,7993''",154.1691,197543,0.05,979327.31,Observada
