Linea,ID_Punto,Latitud,Longitud,Alt_Ortometrica,Alt_Elipsoidal,Precision_m,Gravedad_mGal
Tenerife,10936024,28° 28' 28'',- 16° 25' 01'',536.6205,no encontrada,no encontrada,979298.93
Tenerife,10936025,28° 28' 21'',- 16° 25' 21'',508.3733,no encontrada,no encontrada,979302.39
Tenerife,10936026,28° 28' 22'',- 16° 25' 41'',468.0126,no encontrada,no encontrada,979308.01
Tenerife,10936027,"28° 28' 13,2149''","- 16° 25' 59,8601''",466.9643,512190,0.05,979308.22
Tenerife,10936028,28° 28' 13'',- 16° 25' 60'',465.1630,no encontrada,no encontrada,979308.65
Tenerife,10936029,28° 27' 56'',- 16° 26' 13'',433.7189,no encontrada,no encontrada,979314.74
Tenerife,10936030,28° 27' 48'',- 16° 26' 32'',416.8070,no encontrada,no encontrada,979316.55
Tenerife,10936031,28° 27' 41'',- 16° 26' 44'',396.5240,no encontrada,no encontrada,979320.5
Tenerife,10936032,28° 27' 34'',- 16° 26' 57'',376.5065,no encontrada,no encontrada,979323.43
Tenerife,10936033,"28° 27' 34,3700''","- 16° 26' 56,8900''",376.1132,416578,no encontrada,979323.44
Tenerife,10936034,28° 27' 29'',- 16° 27' 05'',359.9371,no encontrada,no encontrada,979325.13
Tenerife,10936035,28° 27' 17'',- 16° 27' 26'',345.1897,no encontrada,no encontrada,979329.28
Tenerife,10936036,28° 27' 05'',- 16° 27' 35'',328.7105,no encontrada,no encontrada,979334.46
Tenerife,10936037,"28° 26' 36,0900''","- 16° 27' 58,4300''",311.7077,357638,no encontrada,979339.36
Tenerife,10936038,28° 26' 20'',- 16° 28' 18'',278.4725,no encontrada,no encontrada,979347.31
Tenerife,10936039,28° 26' 13'',- 16° 28' 33'',266.7258,no encontrada,no encontrada,979349.97
Tenerife,10936040,28° 26' 05'',- 16° 28' 47'',240.3571,no encontrada,no encontrada,979356.42
Tenerife,10936041,28° 25' 56'',- 16° 29' 03'',230.8681,no encontrada,no encontrada,979359.14
Tenerife,10936042,28° 25' 42'',- 16° 29' 18'',247.9252,no encontrada,no encontrada,979356.2
Tenerife,10936043,28° 25' 36'',- 16° 29' 38'',260.0540,no encontrada,no encontrada,979353.67
Tenerife,10936044,"28° 25' 36,1''","- 16° 29' 37,6''",257.8761,305,no encontrada,979354.18
Tenerife,10936045,"28° 26' 50,0009''","- 16° 27' 47,5870''",264.8438,374371,0.05,979351.82
Tenerife,10936046,"28° 25' 12,7966''","- 16° 30' 10,7739''",289.4176,335438,0.05,979347.13
Tenerife,10936047,"28° 24' 59,9700''","- 16° 30' 21,9700''",282.5062,328685,0.05,979349.24
Tenerife,10936048,"28° 24' 41,1196''","- 16° 30' 33,8233''",251.5812,297837,0.05,979357.3
Tenerife,10936049,28° 24' 42'',- 16° 30' 33'',249.4940,no encontrada,no encontrada,979357.79
Tenerife,10936050,28° 24' 41'',- 16° 30' 34'',247.9886,no encontrada,no encontrada,979358.13
Tenerife,10936051,28° 24' 21'',- 16° 30' 42'',233.8727,no encontrada,no encontrada,979363.48
Tenerife,10936052,28° 24' 07'',- 16° 31' 05'',239.2574,no encontrada,no encontrada,979364.44
Tenerife,10936053,28° 23' 55'',- 16° 31' 20'',263.4420,no encontrada,no encontrada,979360.05
Tenerife,10936054,28° 23' 52'',- 16° 31' 45'',246.5330,no encontrada,no encontrada,979363.85
Tenerife,10936055,28° 23' 51'',- 16° 31' 46'',245.1782,no encontrada,no encontrada,979363.96
Tenerife,10936056,28° 23' 50'',- 16° 32' 06'',211.4053,no encontrada,no encontrada,979371.62
Tenerife,10936057,28° 23' 48'',- 16° 32' 19'',188.0897,no encontrada,no encontrada,979376.16
Tenerife,10936058,28° 23' 52'',- 16° 32' 41'',177.7591,no encontrada,no encontrada,979377.06
Tenerife,10936059,28° 23' 47'',- 16° 32' 60'',201.3601,no encontrada,no encontrada,979371.75
Tenerife,10936060,28° 23' 42'',- 16° 33' 05'',203.0975,no encontrada,no encontrada,979371.28
Tenerife,10936061,28° 23' 39'',- 16° 33' 25'',209.3768,no encontrada,no encontrada,979368.82
Tenerife,10936062,28° 23' 36'',- 16° 33' 54'',201.6887,no encontrada,no encontrada,979369.1
Tenerife,10936063,28° 23' 33'',- 16° 34' 11'',196.2960,no encontrada,no encontrada,979369.59
Tenerife,10936064,28° 23' 37'',- 16° 34' 28'',212.7046,no encontrada,no encontrada,979365.7
Tenerife,10937002,"28° 28' 48,9046''","- 16° 19' 08,0335''",547.3120,592142,0.05,979300.1
Tenerife,10937003,"28° 28' 31,1053''","- 16° 19' 25,2307''",587.4816,632376,0.05,979290.94
Tenerife,10937004,"28° 28' 31,9961''","- 16° 20' 02,1728''",651.2269,696177,0.05,979280.48
Tenerife,10937005,"28° 28' 15,4405''","- 16° 20' 33,3942''",701.6343,746587,0.05,979268.36
Tenerife,10937006,"28° 27' 52,9468''","- 16° 21' 02,8085''",729.9433,775010,0.05,979263.34
Tenerife,10937007,"28° 27' 33,7735''","- 16° 21' 34,6719''",827.6861,872969,0.05,979240.52
Tenerife,10937008,"28° 27' 05,2267''","- 16° 22' 01,5194''",900.9147,946382,0.05,979219.64
Tenerife,10937010,"28° 26' 45,6121''","- 16° 22' 00,6483''",936.0057,981024,no encontrada,979209.2
Tenerife,10937011,"28° 26' 23,0730''","- 16° 22' 24,0008''",962.8099,1008187,0.05,979201.88
Tenerife,10937012,"28° 25' 59,1''","- 16° 22' 27,9''",1014.2780,1061,no encontrada,979187.15
Tenerife,10937013,"28° 25' 38,3426''","- 16° 22' 38,3307''",1060.2832,1106120,0.05,979175.33
Tenerife,10937015,"28° 25' 35,4401''","- 16° 23' 09,3244''",1113.5349,1159217,0.05,979167.64
Tenerife,10937016,"28° 25' 51,7''","- 16° 22' 51,6''",1182.8633,1227,no encontrada,979146.67
Tenerife,10937017,"28° 25' 56,0314''","- 16° 23' 24,6958''",1261.0123,1307570,no encontrada,979130.96
Tenerife,10937018,"28° 25' 42,1610''","- 16° 23' 50,6185''",1319.0617,1364762,0.05,979121.17
Tenerife,10937019,28° 25' 10'',- 16° 24' 01'',1370.1671,1419,no encontrada,979105.78
Tenerife,10937021,"28° 24' 50,4''","- 16° 24' 21,4''",1410.1505,no encontrada,no encontrada,979097.57
Tenerife,10937022,"28° 24' 52,2162''","- 16° 25' 00,8928''",1453.9225,1500670,no encontrada,979087.71
Tenerife,10937023,"28° 24' 39,8501''","- 16° 25' 01,2903''",1527.2554,1573064,no encontrada,979071.35
Tenerife,10937024,"28° 24' 28,6483''","- 16° 25' 22,7152''",1607.5797,1652406,no encontrada,979052.86
Tenerife,10937026,"28° 23' 51,7''","- 16° 25' 34,3''",1667.5206,1716,no encontrada,979038.91
Tenerife,10937027,"28° 23' 44,8502''","- 16° 25' 56,1463''",1700.3374,1746575,0.05,979031.26
Tenerife,10937028,"28° 23' 32,3730''","- 16° 26' 19,7295''",1709.5584,1756335,no encontrada,979031.86
Tenerife,20935033,"28° 04' 21,3300''","- 16° 32' 50,7600''",157.3612,202154,0.05,979344
Tenerife,20935034,28° 04' 22'',- 16° 32' 24'',135.8490,no encontrada,no encontrada,979348.82
Tenerife,20935035,28° 04' 24'',- 16° 32' 02'',136.5808,no encontrada,no encontrada,979344.87
Tenerife,20935036,28° 04' 32'',- 16° 31' 45'',136.4744,no encontrada,no encontrada,979345.04
Tenerife,20935037,28° 04' 43'',- 16° 31' 36'',112.1861,no encontrada,no encontrada,979349.95
Tenerife,20935038,"28° 04' 51,1100''","- 16° 31' 28,0100''",101.3778,146133,0.05,979352.47
Tenerife,20935039,28° 05' 04'',- 16° 30' 57'',94.6839,no encontrada,no encontrada,979352.92
Tenerife,20935040,"28° 05' 04,2100''","- 16° 30' 57,9200''",95.1997,139749,no encontrada,979352.71
Tenerife,20935041,28° 05' 14'',- 16° 30' 38'',81.6857,no encontrada,no encontrada,979353.94
Tenerife,20935042,28° 05' 28'',- 16° 30' 29'',80.5336,no encontrada,no encontrada,979356.56
Tenerife,20935043,28° 05' 41'',- 16° 30' 18'',89.8838,no encontrada,no encontrada,979351.43
Tenerife,20935044,"28° 05' 47,3000''","- 16° 30' 04,4400''",89.2937,134029,0.05,979351.74
Tenerife,20935045,28° 06' 11'',- 16° 29' 38'',77.3103,no encontrada,no encontrada,979354.94
Tenerife,20935046,28° 06' 25'',- 16° 29' 28'',73.6312,no encontrada,no encontrada,979356.02
Tenerife,20935047,28° 06' 40'',- 16° 29' 06'',78.0081,no encontrada,no encontrada,979354.11
Tenerife,20935048,28° 06' 51'',- 16° 28' 50'',77.9368,no encontrada,no encontrada,979354.05
Tenerife,20935049,28° 06' 57'',- 16° 28' 38'',77.2661,no encontrada,no encontrada,979354.17
Tenerife,20935050,28° 07' 01'',- 16° 28' 36'',63.1931,no encontrada,no encontrada,979356.04
Tenerife,20935051,28° 07' 13'',- 16° 28' 23'',53.8163,no encontrada,no encontrada,979357.73
Tenerife,20935052,28° 07' 28'',- 16° 28' 09'',74.0839,no encontrada,no encontrada,979352.98
Tenerife,20935053,28° 07' 39'',- 16° 28' 01'',75.0134,no encontrada,no encontrada,979352.79
Tenerife,20935054,28° 07' 51'',- 16° 27' 52'',57.3245,no encontrada,no encontrada,979358.07
Tenerife,20935055,28° 08' 05'',- 16° 27' 42'',72.7993,no encontrada,no encontrada,979354.62
Tenerife,20935056,"28° 08' 18,6000''","- 16° 27' 32,9600''",92.5721,137556,0.05,979350.41
Tenerife,20935057,28° 08' 19'',- 16° 27' 33'',92.0087,no encontrada,no encontrada,979350.7
Tenerife,20935058,"28° 08' 27,3800''","- 16° 27' 26,7400''",84.0746,129089,0.05,979353.16
Tenerife,20935059,28° 08' 46'',- 16° 27' 05'',69.7490,no encontrada,no encontrada,979355.01
Tenerife,20935060,no encontrada,no encontrada,67.3451,no encontrada,no encontrada,979354.72
Tenerife,20935061,"28° 09' 03,8100''","- 16° 26' 43,0600''",64.6636,109678,0.05,979355.05
Tenerife,20935062,28° 09' 04'',- 16° 26' 43'',60.9395,no encontrada,no encontrada,979355.5
Tenerife,20935063,28° 09' 17'',- 16° 26' 33'',46.4533,no encontrada,no encontrada,979359.19
Tenerife,20935064,"28° 09' 30,0700''","- 16° 26' 21,0900''",28.9521,73981,0.05,979363.64
Tenerife,20935065,"28° 09' 49,2700''","- 16° 26' 08,8900''",26.3401,71385,0.05,979364.72
Tenerife,20935066,28° 09' 56'',- 16° 26' 05'',44.5173,no encontrada,no encontrada,979361.27
Tenerife,20935067,28° 10' 03'',- 16° 26' 02'',44.6969,no encontrada,no encontrada,979361.25
Tenerife,20935068,28° 10' 09'',- 16° 26' 00'',45.8193,no encontrada,no encontrada,979361.01
Tenerife,20935069,"28° 10' 15,3500''","- 16° 25' 56,8500''",46.2503,91349,0.05,979361.37
Tenerife,20935070,28° 10' 42'',- 16° 25' 51'',30.4336,no encontrada,no encontrada,979364.77
Tenerife,20935071,28° 10' 53'',- 16° 25' 48'',34.4058,no encontrada,no encontrada,979363.7
Tenerife,20935072,28° 11' 07'',- 16° 25' 45'',34.8465,no encontrada,no encontrada,979363.56
Tenerife,20935073,28° 11' 22'',- 16° 25' 41'',21.7060,no encontrada,no encontrada,979367.69
Tenerife,20935074,28° 11' 34'',- 16° 25' 38'',32.4540,no encontrada,no encontrada,979365.32
Tenerife,20935075,28° 11' 49'',- 16° 25' 35'',54.6375,no encontrada,no encontrada,979360.78
Tenerife,20935076,28° 12' 03'',- 16° 25' 35'',54.6229,no encontrada,no encontrada,979360.74
Tenerife,20935077,28° 12' 18'',- 16° 25' 34'',57.2499,no encontrada,no encontrada,979360.28
Tenerife,20935078,"28° 12' 39,1300''","- 16° 25' 28,1200''",61.6884,107276,0.05,979360.21
Tenerife,20935079,28° 12' 54'',- 16° 25' 17'',69.9766,no encontrada,no encontrada,979359.53
Tenerife,20935080,"28° 13' 09,4000''","- 16° 25' 04,8400''",50.7218,96250,0.05,979374.53
Tenerife,20935081,28° 13' 19'',- 16° 24' 56'',41.3071,no encontrada,no encontrada,979364.92
Tenerife,20935082,28° 13' 26'',- 16° 24' 51'',42.6954,no encontrada,no encontrada,979364.92
Tenerife,20935083,28° 13' 32'',- 16° 24' 46'',42.4586,no encontrada,no encontrada,979364.9
Tenerife,20935084,"28° 13' 41,7600''","- 16° 24' 38,4700''",41.1425,86634,0.05,979365.69
Tenerife,20935085,28° 13' 58'',- 16° 24' 30'',28.4492,no encontrada,no encontrada,979371
Tenerife,20935086,"28° 14' 16,7100''","- 16° 24' 22,5100''",27.3056,72830,0.05,979371.93
Tenerife,20935088,"28° 14' 52,1200''","- 16° 24' 04,5800''",24.7794,70343,0.05,979374.39
Tenerife,20935089,28° 14' 52'',- 16° 24' 05'',23.8350,no encontrada,no encontrada,979374.53
Tenerife,20935090,28° 14' 59'',- 16° 23' 59'',32.8184,no encontrada,no encontrada,979372.85
Tenerife,20935091,28° 15' 32'',- 16° 23' 42'',36.6722,no encontrada,no encontrada,979377.92
Tenerife,20935092,28° 15' 40'',- 16° 23' 33'',36.7727,no encontrada,no encontrada,979377.19
Tenerife,20935093,28° 15' 51'',- 16° 23' 22'',36.3312,no encontrada,no encontrada,979378.27
Tenerife,20935094,28° 16' 07'',- 16° 23' 15'',24.5167,no encontrada,no encontrada,979382.37
Tenerife,20935095,28° 16' 21'',- 16° 23' 11'',33.0349,no encontrada,no encontrada,979382.14
Tenerife,20935096,28° 16' 52'',- 16° 23' 05'',28.8146,no encontrada,no encontrada,979383.68
Tenerife,20935097,28° 16' 58'',- 16° 23' 05'',29.4347,no encontrada,no encontrada,979383.52
Tenerife,20935098,"28° 16' 57,8900''","- 16° 23' 05,4500''",22.2500,67810,0.05,979385.46
Tenerife,20935099,28° 17' 19'',- 16° 23' 03'',28.5475,no encontrada,no encontrada,979387.65
Tenerife,20935100,28° 17' 36'',- 16° 22' 59'',45.2129,no encontrada,no encontrada,979385.58
Tenerife,20935101,"28° 17' 58,7500''","- 16° 22' 57,9600''",62.1022,107841,0.05,979383.34
Tenerife,20936066,28° 23' 31'',- 16° 34' 48'',202.7886,no encontrada,no encontrada,979367.07
Tenerife,20936067,"28° 23' 38,2837''","- 16° 35' 09,0440''",177.9285,224377,0.05,979370.46
Tenerife,20936068,28° 23' 31'',- 16° 35' 24'',153.4642,no encontrada,no encontrada,979375.05
Tenerife,20936069,28° 23' 34'',- 16° 35' 30'',147.6776,no encontrada,no encontrada,979376.23
Tenerife,20936070,28° 23' 43'',- 16° 35' 41'',126.3895,no encontrada,no encontrada,979379.1
Tenerife,20936071,28° 23' 43'',- 16° 35' 40'',125.1882,no encontrada,no encontrada,979379.52
Tenerife,20936072,"28° 23' 41,7700''","- 16° 35' 42,6500''",123.3061,171509,no encontrada,979379.68
Tenerife,20936073,28° 23' 39'',- 16° 35' 48'',94.5333,no encontrada,no encontrada,979383.67
Tenerife,20936074,"28° 23' 30,7902''","- 16° 36' 20,0601''",86.2812,132716,0.05,979381.15
Tenerife,20936075,"28° 23' 33,2800''","- 16° 36' 40,1400''",89.1291,135387,0.05,979379.88
Tenerife,20936076,28° 23' 35'',- 16° 36' 59'',91.3484,no encontrada,no encontrada,979378.48
Tenerife,20936077,28° 23' 35'',- 16° 37' 00'',91.5427,no encontrada,no encontrada,979378.25
Tenerife,20936078,28° 23' 32'',- 16° 37' 22'',106.5871,no encontrada,no encontrada,979376.9
Tenerife,20936079,"28° 23' 33,0602''","- 16° 37' 40,4074''",111.0830,157434,0.05,979375.96
Tenerife,20936080,"28° 23' 38,7500''","- 16° 38' 00,9100''",78.8826,125128,0.05,979382.75
Tenerife,20936081,"28° 23' 35,3500''","- 16° 38' 22,9100''",69.0994,113891,no encontrada,979385.12
Tenerife,20936082,28° 23' 35'',- 16° 38' 23'',68.4495,no encontrada,no encontrada,979385.56
Tenerife,20936083,28° 23' 37'',- 16° 38' 44'',66.9423,no encontrada,no encontrada,979386.67
Tenerife,20936084,28° 23' 38'',- 16° 38' 30'',76.1530,no encontrada,no encontrada,979385.8
Tenerife,20936085,"28° 23' 40,3000''","- 16° 39' 15,4100''",66.5136,112571,0.05,979388.24
Tenerife,20936086,"28° 23' 37,1''","- 16° 39' 34,7''",112.6902,no encontrada,no encontrada,979379.48
Tenerife,20936087,28° 23' 28'',- 16° 39' 38'',117.6900,no encontrada,no encontrada,979378.25
Tenerife,20936088,28° 23' 24'',- 16° 39' 49'',118.1145,no encontrada,no encontrada,979378.16
Tenerife,20936089,28° 23' 19'',- 16° 40' 02'',150.2055,no encontrada,no encontrada,979372.14
Tenerife,20936090,28° 23' 18'',- 16° 40' 16'',167.8834,no encontrada,no encontrada,979369.26
Tenerife,20936091,28° 23' 20'',- 16° 40' 30'',191.8795,no encontrada,no encontrada,979364.24
Tenerife,20936092,28° 23' 08'',- 16° 40' 37'',203.8926,no encontrada,no encontrada,979362.81
Tenerife,20936093,"28° 23' 02,0200''","- 16° 40' 38,2700''",204.6539,250517,no encontrada,979362.7
Tenerife,20936094,28° 22' 50'',- 16° 40' 49'',216.5714,no encontrada,no encontrada,979360.45
Tenerife,20936095,"28° 22' 50,3368''","- 16° 41' 07,3474''",221.0314,267372,0.05,979360.03
Tenerife,20937030,"28° 22' 08,4381''","- 16° 27' 47,8516''",1738.1015,1955473,0.05,979030.04
Tenerife,20937031,"28° 22' 25,7722''","- 16° 27' 33,3272''",1838.1999,1884231,no encontrada,979008.06
Tenerife,20937033,"28° 22' 09,3''","- 16° 27' 46,7''",1908.8394,no encontrada,no encontrada,978991.46
Tenerife,20937034,"28° 21' 43,1852''","- 16° 27' 59,9971''",1960.8216,2007558,0.05,978978.36
Tenerife,20937035,"28° 21' 19,2707''","- 16° 28' 07,0900''",2001.8104,2048637,0.05,978968.13
Tenerife,20937036,"28° 21' 05,8823''","- 16° 28' 35,1298''",1962.4030,2011645,no encontrada,978982.02
Tenerife,20937037,"28° 20' 37,8592''","- 16° 28' 56,7183''",1995.7594,2042818,0.05,978978.55
Tenerife,20937039,"28° 20' 14,8729''","- 16° 29' 12,3600''",2059.4669,2106618,0.05,978964.69
Tenerife,20937040,"28° 20' 05,1646''","- 16° 29' 21,6562''",2141.6602,2188819,0.05,978942.19
Tenerife,20937041,"28° 19' 44,9041''","- 16° 29' 26,9055''",2201.0168,2248235,0.05,978929.78
Tenerife,20937042,"28° 19' 22,3736''","- 16° 29' 28,3688''",2227.8271,2274862,0.05,978923.09
Tenerife,20937043,"28° 18' 58,2127''","- 16° 29' 46,1259''",2190.4280,2237821,0.05,978940.42
Tenerife,20937044,"28° 18' 43,0089''","- 16° 30' 07,6742''",2239.1301,2286391,0.05,978928.67
Tenerife,20937045,"28° 18' 15,2856''","- 16° 30' 36,9101''",2294.6887,2342203,0.05,978917.96
Tenerife,20937047,"28° 18' 09,8790''","- 16° 31' 13,0202''",2298.6104,2346010,0.05,978915.97
Tenerife,20937048,"28° 18' 13,1026''","- 16° 31' 49,1366''",2238.6139,2286078,0.05,978934.01
Tenerife,20937049,"28° 18' 30,1266''","- 16° 32' 20,9124''",2202.8543,2250436,0.05,978942.72
Tenerife,20937050,"28° 18' 22,2759''","- 16° 32' 43,8273''",2154.2087,2201838,0.05,978957.11
Tenerife,20937051,"28° 18' 22,0817''","- 16° 33' 14,0566''",2107.4635,2155357,0.05,978969.46
Tenerife,30935103,28° 18' 17'',- 16° 22' 59'',78.7004,no encontrada,no encontrada,979380.4
Tenerife,30935104,"28° 18' 34,5028''","- 16° 22' 58,5216''",108.9920,154701,0.05,979376.3
Tenerife,30935105,"28° 18' 56,8100''","- 16° 22' 50,9000''",108.5037,154141,0.05,979376.27
Tenerife,30935106,28° 18' 57'',- 16° 22' 50'',108.5030,no encontrada,no encontrada,979376.36
Tenerife,30935107,28° 19' 16'',- 16° 22' 43'',90.1895,no encontrada,no encontrada,979380.8
Tenerife,30935108,28° 19' 33'',- 16° 22' 36'',77.6229,no encontrada,no encontrada,979384.17
Tenerife,30935109,28° 19' 52'',- 16° 22' 29'',58.1280,104,no encontrada,979388.59
Tenerife,30935110,28° 19' 52'',- 16° 22' 29'',58.1161,no encontrada,no encontrada,979388.73
Tenerife,30935111,28° 19' 53'',- 16° 22' 29'',58.1908,no encontrada,no encontrada,979388.66
Tenerife,30935151,28° 26' 40'',- 16° 16' 38'',111.7091,no encontrada,no encontrada,979364.81
Tenerife,30935152,28° 20' 19'',- 16° 22' 26'',60.6337,no encontrada,no encontrada,979387.97
Tenerife,30935155,"28° 21' 23,0356''","- 16° 22' 22,0495''",41.8074,87410,0.05,979389.23
Tenerife,30935157,"28° 22' 15,1334''","- 16° 22' 02,3122''",52.6397,98107,0.05,979385.28
Tenerife,30935159,"28° 23' 00,8''","- 16° 21' 42,2''",47.4686,93,no encontrada,979385.38
Tenerife,30935161,28° 23' 04'',- 16° 21' 17'',69.9563,no encontrada,no encontrada,979377.35
Tenerife,30935164,"28° 24' 15,1076''","- 16° 20' 08,0303''",110.1709,155218,0.05,979368.04
Tenerife,30935166,28° 24' 17'',- 16° 19' 44'',146.8395,no encontrada,no encontrada,979357.81
Tenerife,30935167,"28° 24' 30,0607''","- 16° 19' 06,0499''",178.8491,223639,0.05,979348.71
Tenerife,30935170,28° 25' 30'',- 16° 18' 13'',175.8554,no encontrada,no encontrada,979351.19
Tenerife,30935172,"28° 25' 52,7883''","- 16° 17' 44,3631''",155.8057,200332,0.05,979355.57
Tenerife,30935174,28° 26' 14'',- 16° 16' 51'',84.5148,no encontrada,no encontrada,979366.45
Tenerife,30936002,"28° 22' 41,1391''","- 16° 42' 52,2294''",224.0965,225945,0.05,979359.92
Tenerife,30936003,"28° 22' 31,1390''","- 16° 42' 22,2128''",236.1486,282116,0.05,979357.19
Tenerife,30936004,"28° 22' 16,3172''","- 16° 42' 40,2115''",238.6628,282891,0.05,979357.61
Tenerife,30936008,"28° 21' 56,1416''","- 16° 43' 23,1215''",240.3248,286948,0.05,979357.85
Tenerife,30936009,"28° 21' 57,4672''","- 16° 43' 33,7979''",280.8691,330282,0.05,979349.3
Tenerife,30936010,"28° 22' 04,6''","- 16° 43' 44,5''",317.3897,no encontrada,no encontrada,979339.68
Tenerife,30936103,"28° 22' 02,3500''","- 16° 43' 17,7200''",232.6313,279058,0.05,979360.12
Tenerife,30936104,28° 22' 02'',- 16° 43' 17'',232.3486,no encontrada,no encontrada,979360.2
Tenerife,30936105,28° 22' 01'',- 16° 43' 18'',232.7473,no encontrada,no encontrada,979360.27
Tenerife,30937054,"28° 17' 58,8284''","- 16° 33' 55,2574''",2100.5646,2148528,0.05,978976.11
Tenerife,30937055,"28° 17' 27,9183''","- 16° 33' 53,2913''",2136.7444,2184743,0.05,978971.55
Tenerife,30937056,"28° 17' 27,9''","- 16° 33' 53,3''",2151.1013,2186,no encontrada,978968.55
Tenerife,30937057,"28° 16' 45,5''","- 16° 34' 37,9''",2197.3895,2248,no encontrada,978955.96
Tenerife,30937058,"28° 16' 23,4413''","- 16° 34' 46,3832''",2239.3929,2287326,0.05,978944.62
Tenerife,30937060,"28° 16' 03,2195''","- 16° 35' 10,9986''",2287.0807,2335042,0.05,978934.3
Tenerife,30937061,"28° 15' 37,1892''","- 16° 35' 37,4966''",2305.6059,2353866,0.05,978928.35
Tenerife,30937062,"28° 15' 34,1295''","- 16° 36' 12,4733''",2349.2160,2397481,0.05,978915.57
Tenerife,30937063,"28° 15' 27,7''","- 16° 36' 39,0''",2357.9127,2404,no encontrada,978911.36
Tenerife,30937064,"28° 15' 18,1460''","- 16° 37' 17,1806''",2309.8090,2358396,no encontrada,978921.43
Tenerife,30937066,"28° 14' 43,4702''","- 16° 37' 45,8906''",2239.9398,2288224,0.05,978942.2
Tenerife,30937067,"28° 14' 12,0606''","- 16° 37' 47,4918''",2186.4568,2231605,0.05,978960.65
Tenerife,30937068,"28° 13' 25,6522''","- 16° 37' 41,1088''",2146.2283,2194420,0.05,978972.6
Tenerife,30937070,"28° 13' 24,2524''","- 16° 37' 43,4068''",2141.0992,2189338,0.05,978974.03
Tenerife,30937071,"28° 13' 14,4913''","- 16° 37' 40,9238''",2121.0743,2169277,0.05,978979.04
Tenerife,30937072,"28° 13' 03,3246''","- 16° 37' 35,4628''",2104.9941,2153135,no encontrada,978981.37
Tenerife,30937073,"28° 12' 39,8''","- 16° 38' 06,9''",2021.4351,2069,no encontrada,979001.56
Tenerife,30937074,"28° 12' 38,2762''","- 16° 38' 59,3858''",2011.3362,2059960,0.05,979005.65
Tenerife,30937075,"28° 12' 49,9634''","- 16° 39' 49,8629''",2024.1166,2072248,0.05,979004.47
Tenerife,40936112,"28° 22' 01,4500''","- 16° 44' 25,1800''",402.8399,446496,no encontrada,979321.19
Tenerife,40936113,28° 21' 59'',- 16° 44' 29'',438.5764,no encontrada,no encontrada,979312.64
Tenerife,40936114,28° 21' 59'',- 16° 44' 44'',438.4494,no encontrada,no encontrada,979312.63
Tenerife,40936115,28° 21' 54'',- 16° 44' 47'',437.1770,no encontrada,no encontrada,979313.09
Tenerife,40936116,"28° 21' 52,1657''","- 16° 44' 55,6679''",468.1751,514557,0.05,979307.64
Tenerife,40936117,28° 21' 50'',- 16° 44' 58'',482.8249,no encontrada,no encontrada,979306.77
Tenerife,40936118,28° 21' 48'',- 16° 45' 06'',498.9920,no encontrada,no encontrada,979303.22
Tenerife,40936119,28° 21' 48'',- 16° 45' 13'',528.7357,no encontrada,no encontrada,979296.92
Tenerife,40936120,28° 21' 48'',- 16° 45' 31'',529.6106,no encontrada,no encontrada,979297.39
Tenerife,40936121,28° 21' 44'',- 16° 45' 42'',557.9160,no encontrada,no encontrada,979293.47
Tenerife,40936122,28° 21' 38'',- 16° 46' 01'',582.4004,no encontrada,no encontrada,979290.59
Tenerife,40936123,28° 21' 28'',- 16° 46' 27'',604.4327,no encontrada,no encontrada,979287.73
Tenerife,40936124,28° 21' 22'',- 16° 46' 45'',618.7283,no encontrada,no encontrada,979285.55
Tenerife,40936125,28° 21' 20'',- 16° 46' 60'',619.8572,no encontrada,no encontrada,979285.23
Tenerife,40936126,"28° 21' 20,0900''","- 16° 47' 00,9000''",620.5147,666800,0.05,979285.04
Tenerife,40936127,"28° 21' 11,0400''","- 16° 46' 56,2600''",658.1828,704510,0.05,979277.55
Tenerife,40936128,28° 21' 07'',- 16° 46' 52'',687.5309,no encontrada,no encontrada,979271.45
Tenerife,40936129,28° 21' 04'',- 16° 47' 03'',722.5880,no encontrada,no encontrada,979264.59
Tenerife,40936130,28° 20' 54'',- 16° 47' 27'',752.2784,no encontrada,no encontrada,979259.19
Tenerife,40936131,28° 20' 46'',- 16° 47' 15'',753.5421,no encontrada,no encontrada,979258.67
Tenerife,40936132,28° 20' 36'',- 16° 47' 34'',789.6542,no encontrada,no encontrada,979251.3
Tenerife,40936133,28° 20' 35'',- 16° 47' 15'',817.8563,no encontrada,no encontrada,979246.73
Tenerife,40936134,"28° 20' 34,1''","- 16° 47' 17,7''",849.8714,895,no encontrada,979239.07
Tenerife,40936135,"28° 21' 11,2''","- 16° 46' 56,3''",876.7750,no encontrada,no encontrada,979234.69
Tenerife,40936136,28° 20' 15'',- 16° 47' 35'',889.4067,no encontrada,no encontrada,979233.45
Tenerife,40936137,"28° 20' 15,3''","- 16° 47' 35,2''",891.7219,no encontrada,no encontrada,979233.11
Tenerife,40936138,28° 20' 15'',- 16° 47' 35'',893.2334,no encontrada,no encontrada,979232.99
Tenerife,40936139,28° 20' 05'',- 16° 47' 52'',920.7821,no encontrada,no encontrada,979229.2
Tenerife,40936140,28° 20' 04'',- 16° 47' 58'',962.6004,no encontrada,no encontrada,979222.28
Tenerife,40936141,28° 19' 43'',- 16° 48' 010'',995.2801,1045,no encontrada,979215.63
Tenerife,40936142,"28° 19' 32,4600''","- 16° 48' 24,9400''",1011.8350,1058485,0.05,979214.05
