id,AB,Longitud,Latitud
994,150.000000,-25830,37837
995,150.000000,-25833,37836
996,150.000000,-25836,37835
997,150.000000,-25840,37833
998,150.000000,-25843,37832
999,150.000000,-25846,37831
1000,150.000000,-25849,37830
1001,150.000000,-25851,37829
1002,150.000000,-25854,37829
1003,150.000000,-25857,37828
1004,155.000000,-25687,37867
1005,155.000000,-25689,37866
1006,155.000000,-25691,37864
1007,155.000000,-25693,37862
1008,155.000000,-25697,37861
1009,155.000000,-25700,37861
1010,155.000000,-25703,37861
1011,155.000000,-25706,37861
1012,155.000000,-25708,37859
1013,155.000000,-25711,37857
1014,155.000000,-25712,37855
1015,155.000000,-25715,37851
1016,155.000000,-25717,37849
1017,155.000000,-25718,37845
1018,155.000000,-25720,37842
1019,155.000000,-25721,37839
1020,155.000000,-25723,37836
1021,155.000000,-25724,37833
1022,155.000000,-25725,37829
1023,155.000000,-25725,37826
1024,155.000000,-25725,37822
1025,155.000000,-25725,37819
1026,155.000000,-25724,37816
1027,155.000000,-25724,37812
1028,155.000000,-25725,37809
1029,155.000000,-25726,37806
1030,155.000000,-25729,37804
1031,155.000000,-25732,37803
1032,155.000000,-25736,37803
1033,155.000000,-25740,37804
1034,155.000000,-25744,37806
1035,155.000000,-25747,37808
1036,155.000000,-25750,37811
1037,155.000000,-25754,37813
1038,155.000000,-25757,37815
1039,155.000000,-25761,37816
1040,155.000000,-25764,37817
1041,155.000000,-25767,37818
1042,155.000000,-25770,37820
1043,155.000000,-25774,37821
1044,155.000000,-25777,37823
1045,155.000000,-25781,37823
1046,155.000000,-25785,37823
1047,155.000000,-25790,37823
1048,155.000000,-25793,37821
1049,155.000000,-25796,37821
1050,155.000000,-25799,37822
1051,155.000000,-25802,37823
1052,155.000000,-25805,37823
1053,155.000000,-25809,37825
1054,155.000000,-25812,37826
1055,155.000000,-25816,37825
1056,155.000000,-25819,37825
1057,155.000000,-25822,37824
1058,155.000000,-25825,37822
1059,155.000000,-25828,37820
1060,155.000000,-25830,37818
1061,155.000000,-25832,37816
1062,155.000000,-25834,37814
1063,155.000000,-25642,37712
1064,155.000000,-25643,37715
1065,155.000000,-25642,37719
1066,155.000000,-25642,37723
1067,155.000000,-25642,37727
1068,155.000000,-25642,37730
1069,155.000000,-25642,37733
1070,155.000000,-25643,37736
1071,155.000000,-25644,37739
1072,155.000000,-25643,37743
1073,155.000000,-25640,37745
1074,155.000000,-25637,37746
1075,155.000000,-25635,37749
1076,155.000000,-25632,37751
1077,155.000000,-25629,37752
1078,155.000000,-25625,37751
1079,155.000000,-25623,37748
1080,155.000000,-25622,37744
1081,155.000000,-25622,37741
1082,155.000000,-25622,37738
1083,155.000000,-25622,37735
1084,155.000000,-25621,37731
1085,155.000000,-25619,37728
1086,155.000000,-25619,37724
1087,155.000000,-25617,37721
1088,155.000000,-25616,37717
1089,155.000000,-25615,37714
1090,155.000000,-25601,37713
1091,155.000000,-25601,37718
1092,155.000000,-25601,37721
1093,155.000000,-25601,37725
1094,155.000000,-25602,37729
1095,155.000000,-25601,37733
1096,155.000000,-25599,37736
1097,155.000000,-25598,37740
1098,155.000000,-25599,37743
1099,155.000000,-25600,37746
1100,155.000000,-25601,37749
1011,155.000000,-25601,37752
1102,155.000000,-25603,37754
1103,155.000000,-25604,37756
1104,155.000000,-25602,37759
1105,155.000000,-25599,37758
1106,155.000000,-25596,37761
1107,155.000000,-25594,37763
1108,155.000000,-25590,37765
1109,155.000000,-25588,37767
1110,155.000000,-25585,37769
1111,155.000000,-25580,37767
1112,155.000000,-25576,37767
1113,155.000000,-25572,37768
1114,155.000000,-25568,37767
1115,155.000000,-25564,37767
1116,155.000000,-25560,37767
1117,155.000000,-25556,37767
1118,155.000000,-25552,37767
1119,155.000000,-25548,37767
1120,155.000000,-25543,37769
1121,155.000000,-25539,37770
1122,155.000000,-25536,37771
1123,155.000000,-25532,37772
1124,155.000000,-25529,37774
1125,155.000000,-25525,37776
1126,155.000000,-25520,37776
1127,155.000000,-25516,37776
1128,155.000000,-25512,37776
1129,155.000000,-25508,37774
1130,155.000000,-25505,37773
1131,155.000000,-25501,37772
1132,155.000000,-25497,37771
1133,155.000000,-25493,37770
1134,155.000000,-25489,37769
1135,155.000000,-25485,37769
1136,155.000000,-25481,37770
1137,155.000000,-25476,37771
1138,155.000000,-25472,37773
1139,155.000000,-25468,37774
1140,155.000000,-25463,37774
1141,155.000000,-25459,37775
1142,155.000000,-25457,37779
1143,155.000000,-25457,37783
1144,155.000000,-25454,37785
1145,155.000000,-25450,37783
1146,155.000000,-25446,37781
1147,155.000000,-25442,37780
1148,155.000000,-25438,37778
1149,155.000000,-25435,37776
1150,155.000000,-25431,37772
1151,155.000000,-25430,37768
1152,155.000000,-25431,37764
1153,155.000000,-25433,37761
1154,155.000000,-25435,37758
1155,155.000000,-25436,37755
1156,155.000000,-25434,37753
1157,155.000000,-25432,37750
1158,155.000000,-25432,37746
1159,155.000000,-25431,37743
1160,155.000000,-25432,37739
1161,155.000000,-25435,37736
1162,155.000000,-25437,37733
1163,155.000000,-25437,37729
1164,155.000000,-25434,37726
1165,155.000000,-25430,37726
1166,155.000000,-25426,37725
1167,155.000000,-25423,37722
1168,155.000000,-25420,37720
1169,155.000000,-25417,37718
1170,155.000000,-25415,37714
1171,155.000000,-25414,37710
1172,155.000000,-25411,37707
1173,155.000000,-25407,37706
1174,155.000000,-25405,37707
1175,155.000000,-25403,37710
1176,155.000000,-25402,37714
1177,155.000000,-25399,37717
1178,155.000000,-25396,37716
1179,155.000000,-25391,37716
1180,155.000000,-25389,37719
1181,155.000000,-25386,37720
1182,155.000000,-25381,37719
1183,155.000000,-25379,37716
1184,155.000000,-25377,37712
1185,155.000000,-25376,37708
1186,155.000000,-25375,37704
1187,155.000000,-25375,37700
1188,155.000000,-25374,37697
1189,155.000000,-25374,37693
1190,155.000000,-25374,37690
1191,150.000000,-25579,37710
1192,150.000000,-25577,37713
1193,150.000000,-25575,37715
1194,150.000000,-25573,37718
1195,150.000000,-25571,37727
1196,150.000000,-25571,37723
1197,150.000000,-25570,37731
1198,150.000000,-25568,37734
1199,150.000000,-25566,37738
1200,150.000000,-25564,37741
1201,150.000000,-25561,37744
1202,150.000000,-25557,37747
1203,150.000000,-25552,37749
1204,150.000000,-25547,37752
1205,150.000000,-25544,37754
1206,150.000000,-25539,37755
1207,150.000000,-25535,37757
1208,150.000000,-25531,37760
1209,150.000000,-25526,37762
1210,150.000000,-25522,37765
1211,150.000000,-25518,37767
1212,150.000000,-25514,37769
1213,150.000000,-25507,37768
1214,150.000000,-25503,37766
1215,150.000000,-25501,37763
1216,150.000000,-25498,37765
1217,150.000000,-25494,37766
1218,150.000000,-25489,37764
1219,150.000000,-25483,37764
1220,150.000000,-25479,37765
1221,150.000000,-25474,37767
1222,150.000000,-25469,37765
1223,150.000000,-25465,37766
1224,150.000000,-25462,37768
1225,150.000000,-25458,37769
1226,150.000000,-25454,37771
1227,150.000000,-25450,37772
1228,150.000000,-25447,37775
1229,150.000000,-25444,37777
1230,150.000000,-25440,37775
1231,150.000000,-25439,37772
1232,150.000000,-25440,37768
1233,150.000000,-25440,37764
1234,150.000000,-25440,37760
1235,150.000000,-25440,37756
1236,150.000000,-25440,37752
1237,150.000000,-25439,37747
1238,150.000000,-25445,37746
1239,150.000000,-25449,37746
1240,150.000000,-25455,37746
1241,150.000000,-25459,37745
1242,150.000000,-25464,37746
1243,150.000000,-25469,37746
1244,150.000000,-25473,37744
1245,150.000000,-25476,37741
1246,150.000000,-25479,37739
1247,150.000000,-25481,37736
1278,150.000000,-25480,37732
1249,150.000000,-25477,37729
1250,150.000000,-25474,37727
1251,150.000000,-25470,37725
1252,150.000000,-25466,37727
1253,150.000000,-25462,37728
1254,150.000000,-25458,37725
1255,150.000000,-25454,37722
1256,150.000000,-25451,37719
1257,150.000000,-25450,37714
1258,150.000000,-25448,37711
1259,150.000000,-25448,37707
1260,150.000000,-25447,37703
1261,150.000000,-25446,37699
1262,150.000000,-25447,37695
1263,150.000000,-25449,37691
1264,145.000000,-25554,37709
1265,145.000000,-25555,37713
1266,145.000000,-25557,37716
1267,145.000000,-25557,37718
1268,145.000000,-25558,37722
1269,145.000000,-25558,37725
1270,145.000000,-25556,37728
1271,145.000000,-25554,37732
1272,145.000000,-25552,37736
1273,145.000000,-25550,37739
1274,145.000000,-25546,37739
1275,145.000000,-25543,37740
1276,145.000000,-25540,37743
1277,145.000000,-25537,37744
1278,145.000000,-25532,37746
1279,145.000000,-25533,37750
1280,145.000000,-25530,37750
1281,145.000000,-25528,37753
1282,145.000000,-25524,37753
1283,145.000000,-25521,37750
1284,145.000000,-25519,37746
1285,145.000000,-25515,37746
1286,145.000000,-25510,37746
1287,145.000000,-25507,37743
1288,145.000000,-25506,37740
1289,145.000000,-25506,37737
1290,145.000000,-25505,37733
1291,145.000000,-25508,37731
1292,145.000000,-25512,37732
1293,145.000000,-25517,37733
1294,145.000000,-25520,37732
1295,145.000000,-25525,37731
1296,145.000000,-25528,37729
1297,145.000000,-25531,37727
1298,145.000000,-25535,37725
1299,145.000000,-25537,37723
1300,145.000000,-25538,37720
1301,145.000000,-25540,37716
1032,145.000000,-25539,37711
1303,145.000000,-25538,37707
1304,145.000000,-25538,37704
1305,145.000000,-25537,37700
1306,145.000000,-25536,37696
1307,175.000000,-25816,37795
1308,175.000000,-25814,37797
1309,175.000000,-25811,37798
1310,175.000000,-25809,37800
1311,175.000000,-25808,37803
1312,175.000000,-25808,37806
1313,175.000000,-25804,37807
1314,175.000000,-25801,37807
1315,175.000000,-25798,37808
1316,175.000000,-25794,37808
1317,175.000000,-25790,37807
1318,175.000000,-25786,37806
1319,175.000000,-25783,37803
1320,175.000000,-25780,37799
1321,175.000000,-25780,37795
1322,175.000000,-25782,37791
1323,175.000000,-25784,37788
1324,175.000000,-25787,37785
1325,175.000000,-25789,37783
1326,175.000000,-25791,37779
1327,175.000000,-25715,37778
1328,175.000000,-25716,37780
1329,175.000000,-25715,37783
1330,175.000000,-25713,37785
1331,175.000000,-25709,37785
1332,175.000000,-25705,37784
1333,175.000000,-25703,37780
1334,175.000000,-25706,37777
1335,175.000000,-25710,37776
1336,175.000000,-25713,37776
1337,165.000000,-25575,37793
1338,165.000000,-25574,37796
1339,165.000000,-25571,37798
1340,165.000000,-25570,37801
1341,165.000000,-25569,37805
1342,165.000000,-25566,37808
1343,165.000000,-25565,37811
1344,165.000000,-25563,37813
1345,165.000000,-25561,37811
1346,165.000000,-25560,37808
1347,165.000000,-25573,37791
1348,165.000000,-25568,37791
1349,165.000000,-25564,37793
1350,165.000000,-25560,37795
1351,165.000000,-25556,37797
1352,165.000000,-25558,37800
1353,165.000000,-25559,37805
1354,165.000000,-25560,37840
1355,165.000000,-25562,37837
1356,165.000000,-25563,37834
1357,165.000000,-25561,37831
1358,165.000000,-25560,37828
1359,165.000000,-25559,37825
1360,165.000000,-25558,37821
1361,165.000000,-25557,37817
1362,165.000000,-25553,37815
1363,165.000000,-25552,37809
1364,165.000000,-25548,37810
1365,165.000000,-25545,37812
1366,165.000000,-25549,37816
1367,165.000000,-25551,37820
1368,165.000000,-25551,37823
1369,165.000000,-25550,37827
1370,165.000000,-25551,37833
1371,165.000000,-25552,37836
1372,165.000000,-25553,37840
