Lon_DD,Lat_DD,H_estimada_m,Bouguer_Simple,Bouguer_Completa
-25.176,37.795,682.5399999999992,200.0,219.94543807252722
-25.175,37.795,682.3,200.0,218.45168765210457
-25.174,37.796,673.7080000000137,200.0,217.35346942871791
-25.174,37.797,665.3560000000275,200.0,217.2392345038667
-25.174,37.798,656.0659999999527,200.0,218.14134084729784
-25.175,37.799,620.4500000000095,200.0,218.05945941474823
-25.176,37.799,604.4420000000607,200.0,219.61986275644014
-25.177,37.798,615.8179999999622,200.0,218.07088982322182
-25.178,37.798,612.7067999999282,200.0,218.14355833022768
-25.178,37.796,658.7660000000349,200.0,217.72359230559925
-25.177,37.795,682.7799999999993,200.0,220.53599274177702
-25.177,37.795,682.7799999999993,200.0,220.53599274177702
-25.204,37.78,629.6240000000026,200.0,216.4499653472178
-25.203,37.78,641.7680000000181,200.0,215.47119125398228
-25.201,37.781,654.8123999999777,200.0,216.75113559383962
-25.2,37.782,653.8799999999392,200.0,217.61966307225717
-25.198,37.782,630.9743999999524,200.0,215.74935416334176
-25.196,37.783,613.2520000000006,200.0,215.22350554928067
-25.195,37.785,638.4999999998686,200.0,216.24219766088197
-25.194,37.786,644.9347999999752,200.0,216.9188677699981
-25.193,37.787,645.7591999999794,200.0,216.55134594950778
-25.191,37.788,649.3495999999461,200.0,215.07681260512612
-25.191,37.789,660.8888000000175,200.0,215.5245951564184
-25.191,37.79,657.4080000000198,200.0,215.49825167177647
-25.192,37.791,633.8304000000858,200.0,217.55874584643766
-25.193,37.793,593.1168000000619,200.0,215.3350458342169
-25.193,37.794,576.8124000000151,200.0,216.52344971400456
-25.194,37.796,583.8599999999694,200.0,213.39770622774913
-25.194,37.797,582.4199999999782,200.0,213.47424320724258
-25.194,37.798,580.539199999962,200.0,213.66087101273502
-25.195,37.799,583.2079999999925,200.0,213.87525165272086
-25.196,37.8,587.7200000000196,200.0,215.87276210116931
-25.197,37.802,590.1103999999857,200.0,216.18307619358853
-25.198,37.802,601.7956000000032,200.0,215.06125120022352
-25.2,37.802,614.6499999999935,200.0,215.88105510020503
-25.202,37.802,627.5044000000065,200.0,215.8149605647791
-25.203,37.801,646.6743999999702,200.0,216.06117568993665
-25.205,37.8,687.0999999999533,200.0,218.17641277775792
-25.206,37.799,707.9511999999763,200.0,217.94257743296484
-25.208,37.799,750.1299999999526,200.0,217.88289418390445
-25.209,37.798,768.3699999999899,200.0,219.54350313181175
-25.211,37.797,797.3960000000825,200.0,218.1616199749373
-25.212,37.795,800.9000000000161,200.0,221.18452895777932
-25.212,37.793,797.3767999999393,200.0,222.28337029473954
-25.212,37.791,745.9015999999135,200.0,222.94620124007184
-25.212,37.789,693.9168000000479,200.0,217.50676051376286
-25.212,37.788,667.3055999998976,200.0,219.18010853859798
-25.212,37.786,614.0831999999751,200.0,216.7153572135522
-25.211,37.785,611.3379999999104,200.0,215.66864965525068
-25.21,37.784,609.0919999999219,200.0,215.55494544591096
-25.208,37.783,622.7432000000358,200.0,219.41290460959596
-25.207,37.782,616.5511999999,200.0,217.74303975119284
-25.205,37.781,626.4560000000214,200.0,217.4877893500231
-25.152,37.87,-415.4529999999544,195.0,136.25440252608027
-25.154,37.87,-405.2799999999572,195.0,138.13893788275143
-25.155,37.871,-420.2800000000315,195.0,135.54597793728516
-25.157,37.872,-420.9459999999739,195.0,135.29450981237812
-25.158,37.872,-404.5539999999537,195.0,137.21540709096453
-25.159,37.872,-388.16199999999174,195.0,139.55400277384547
-25.16,37.87,-336.24999999995674,195.0,149.34610443458206
-25.16,37.869,-318.49000000001246,195.0,151.18033607753435
-25.16,37.867,-282.73899999994416,195.0,159.01105682178084
-25.16,37.865,-246.95499999999524,195.0,163.81796589140842
-25.16,37.864,-226.73199999989293,195.0,167.2702359544792
-25.16,37.862,-182.95600000003068,195.0,176.5924630699356
-25.16,37.86,-139.15499999999733,195.0,181.79908960808575
-25.16,37.858,-95.25899999990435,195.0,191.89209820293925
-25.159,37.856,-53.21999999997299,195.0,197.11428765701106
-25.158,37.855,-30.779999999847643,195.0,201.45669182976854
-25.157,37.854,-16.979999999955318,195.0,205.24035549942508
-25.155,37.853,-12.087000000021417,195.0,205.76655263384345
-25.154,37.851,25.42660000002966,195.0,205.5381364801836
-25.153,37.849,62.87380000011135,195.0,207.46212490366767
-25.152,37.847,85.2142000000175,195.0,204.9973323105043
-25.154,37.847,98.01880000000713,195.0,206.18633431110254
