id,AB (mGal),Longitud,Latitud
851,132.000000,-28.221,38.476
852,132.000000,-28.223,38.474
853,132.000000,-28.226,38.473
854,132.000000,-28.229,38.471
855,132.000000,-28.232,38.470
856,132.000000,-28.234,38.469
857,132.000000,-28.237,38.467
858,132.000000,-28.238,38.465
859,132.000000,-28.237,38.461
860,132.000000,-28.241,38.450
861,132.000000,-28.239,38.452
862,132.000000,-28.238,38.456
863,132.000000,-28.237,38.458
864,132.000000,-28.293,38.413
865,132.000000,-28.292,38.416
866,132.000000,-28.291,38.420
867,132.000000,-28.288,38.423
868,132.000000,-28.287,38.426
869,132.000000,-28.283,38.429
870,132.000000,-28.279,38.431
871,132.000000,-28.276,38.434
872,132.000000,-28.272,38.436
873,132.000000,-28.268,38.438
874,132.000000,-28.265,38.441
875,132.000000,-28.259,38.442
876,132.000000,-28.253,38.444
877,132.000000,-28.248,38.446
878,132.000000,-28.243,38.448
879,132.000000,-28.352,38.446
880,132.000000,-28.350,38.449
881,132.000000,-28.347,38.452
882,132.000000,-28.349,38.454
883,132.000000,-28.355,38.447
884,132.000000,-28.357,38.447
885,132.000000,-28.360,38.448
886,132.000000,-28.361,38.451
887,132.000000,-28.358,38.452
888,132.000000,-28.353,38.454
889,132.000000,-28.306,38.466
890,132.000000,-28.302,38.465
891,132.000000,-28.306,38.469
892,132.000000,-28.303,38.470
893,132.000000,-28.300,38.471
894,132.000000,-28.296,38.469
895,132.000000,-28.293,38.467
896,132.000000,-28.299,38.465
897,132.000000,-28.296,38.464
898,132.000000,-28.293,38.465
899,142.000000,-28.222,38.388
900,142.000000,-28.223,38.391
901,142.000000,-28.224,38.394
902,142.000000,-28.225,38.397
903,142.000000,-28.226,38.400
904,142.000000,-28.227,38.403
905,142.000000,-28.226,38.408
906,142.000000,-28.227,38.413
907,142.000000,-28.226,38.417
908,142.000000,-28.225,38.421
909,142.000000,-28.223,38.424
910,142.000000,-28.221,38.427
911,142.000000,-28.217,38.430
912,142.000000,-28.214,38.432
913,142.000000,-28.210,38.434
914,142.000000,-28.205,38.436
915,142.000000,-28.200,38.437
916,142.000000,-28.194,38.436
917,142.000000,-28.190,38.434
918,142.000000,-28.187,38.432
919,142.000000,-28.183,38.429
920,142.000000,-28.178,38.428
921,142.000000,-28.173,38.426
922,142.000000,-28.169,38.424
923,142.000000,-28.165,38.422
924,142.000000,-28.160,38.419
925,142.000000,-28.155,38.417
926,142.000000,-28.151,38.415
927,142.000000,-28.149,38.412
928,142.000000,-28.148,38.409
929,141.000000,-28.229,38.386
930,141.000000,-28.230,38.390
931,141.000000,-28.230,38.394
932,141.000000,-28.231,38.398
933,141.000000,-28.232,38.401
934,141.000000,-28.232,38.405
935,141.000000,-28.233,38.409
936,141.000000,-28.233,38.414
937,141.000000,-28.233,38.418
938,141.000000,-28.232,38.422
939,141.000000,-28.231,38.426
940,141.000000,-28.231,38.429
941,141.000000,-28.230,38.433
942,141.000000,-28.227,38.435
943,141.000000,-28.221,38.436
944,141.000000,-28.215,38.438
945,141.000000,-28.212,38.440
946,141.000000,-28.208,38.441
947,141.000000,-28.204,38.443
948,141.000000,-28.199,38.443
949,141.000000,-28.195,38.444
950,141.000000,-28.196,38.448
951,141.000000,-28.196,38.452
952,141.000000,-28.196,38.456
953,141.000000,-28.194,38.460
954,141.000000,-28.191,38.460
955,141.000000,-28.186,38.460
956,141.000000,-28.182,38.459
957,141.000000,-28.178,38.456
958,141.000000,-28.140,38.406
959,141.000000,-28.141,38.409
960,141.000000,-28.142,38.413
961,141.000000,-28.144,38.415
962,141.000000,-28.148,38.419
963,141.000000,-28.151,38.420
964,141.000000,-28.155,38.422
965,141.000000,-28.159,38.424
966,141.000000,-28.175,38.454
967,141.000000,-28.173,38.450
968,141.000000,-28.173,38.447
969,141.000000,-28.175,38.444
970,141.000000,-28.178,38.443
971,141.000000,-28.181,38.442
972,141.000000,-28.184,38.442
973,141.000000,-28.186,38.442
974,141.000000,-28.187,38.439
975,141.000000,-28.183,38.437
976,141.000000,-28.180,38.433
977,141.000000,-28.176,38.433
978,141.000000,-28.173,38.432
979,141.000000,-28.168,38.429
980,141.000000,-28.165,38.427
981,141.000000,-28.162,38.425
982,140.000000,-28.195,38.463
983,140.000000,-28.198,38.460
984,140.000000,-28.199,38.455
985,140.000000,-28.200,38.451
986,140.000000,-28.199,38.447
987,140.000000,-28.203,38.446
988,140.000000,-28.208,38.445
989,140.000000,-28.212,38.444
990,140.000000,-28.217,38.443
991,140.000000,-28.220,38.441
992,140.000000,-28.225,38.439
993,140.000000,-28.229,38.438
994,140.000000,-28.233,38.437
995,140.000000,-28.234,38.432
996,140.000000,-28.234,38.426
997,140.000000,-28.235,38.421
998,140.000000,-28.236,38.417
999,140.000000,-28.236,38.410
1000,140.000000,-28.236,38.403
1001,140.000000,-28.235,38.399
1002,140.000000,-28.235,38.394
1003,140.000000,-28.234,38.391
1004,140.000000,-28.233,38.386
1005,140.000000,-28.169,38.453
1006,140.000000,-28.169,38.451
1007,140.000000,-28.169,38.446
1008,140.000000,-28.171,38.443
1009,140.000000,-28.173,38.441
1010,140.000000,-28.176,38.440
1011,140.000000,-28.180,38.439
1012,140.000000,-28.178,38.437
1013,140.000000,-28.175,38.437
1014,140.000000,-28.172,38.436
1015,140.000000,-28.169,38.435
1016,140.000000,-28.167,38.433
1017,140.000000,-28.164,38.431
1018,140.000000,-28.161,38.429
1019,140.000000,-28.158,38.427
1020,140.000000,-28.155,38.426
1021,140.000000,-28.152,38.424
1022,140.000000,-28.149,38.422
1023,140.000000,-28.147,38.420
1024,140.000000,-28.143,38.418
1025,140.000000,-28.140,38.415
1026,140.000000,-28.139,38.413
1027,140.000000,-28.137,38.410
1028,140.000000,-28.136,38.406
1029,139.000000,-28.202,38.470
1030,139.000000,-28.206,38.469
1031,139.000000,-28.209,38.469
1032,139.000000,-28.211,38.467
1033,139.000000,-28.213,38.465
1034,139.000000,-28.214,38.461
1035,139.000000,-28.213,38.459
1036,139.000000,-28.212,38.455
1037,139.000000,-28.212,38.450
1038,139.000000,-28.216,38.448
1039,139.000000,-28.219,38.446
1040,139.000000,-28.222,38.444
1041,139.000000,-28.225,38.444
1042,139.000000,-28.230,38.445
1043,139.000000,-28.234,38.445
1044,139.000000,-28.237,38.443
1045,139.000000,-28.240,38.441
1046,139.000000,-28.244,38.438
1047,139.000000,-28.245,38.435
1048,139.000000,-28.246,38.431
1049,139.000000,-28.268,38.413
1050,139.000000,-28.265,38.416
1051,139.000000,-28.263,38.417
1052,139.000000,-28.260,38.419
1053,139.000000,-28.257,38.420
1054,139.000000,-28.253,38.420
1055,139.000000,-28.250,38.420
1056,139.000000,-28.247,38.419
1057,139.000000,-28.243,38.418
1058,139.000000,-28.243,38.421
1059,139.000000,-28.245,38.424
1060,139.000000,-28.246,38.427
1061,139.000000,-28.162,38.454
1062,139.000000,-28.160,38.450
1063,139.000000,-28.159,38.445
1064,139.000000,-28.159,38.441
1065,139.000000,-28.158,38.439
1066,139.000000,-28.157,38.436
1067,139.000000,-28.156,38.433
1068,139.000000,-28.154,38.431
1069,139.000000,-28.151,38.429
1070,139.000000,-28.147,38.427
1071,139.000000,-28.143,38.424
1072,139.000000,-28.139,38.420
1073,139.000000,-28.137,38.417
1074,139.000000,-28.134,38.414
1075,139.000000,-28.131,38.411
1076,139.000000,-28.129,38.409
1077,139.000000,-28.126,38.406
1078,145.000000,-28.216,38.391
1079,145.000000,-28.217,38.393
1080,145.000000,-28.218,38.395
1081,145.000000,-28.219,38.398
1082,145.000000,-28.220,38.401
1083,145.000000,-28.221,38.404
1084,145.000000,-28.221,38.407
1085,145.000000,-28.220,38.410
1086,145.000000,-28.220,38.413
1087,145.000000,-28.218,38.416
1088,145.000000,-28.216,38.420
1089,145.000000,-28.214,38.422
1090,145.000000,-28.211,38.425
1091,145.000000,-28.208,38.427
1092,145.000000,-28.205,38.428
1093,145.000000,-28.202,38.428
1094,145.000000,-28.198,38.427
1095,145.000000,-28.195,38.427
1096,145.000000,-28.192,38.426
1097,145.000000,-28.188,38.424
1098,145.000000,-28.185,38.424
1099,145.000000,-28.181,38.422
1100,145.000000,-28.178,38.420
1101,145.000000,-28.174,38.418
1102,145.000000,-28.170,38.418
1103,145.000000,-28.166,38.416
1104,145.000000,-28.161,38.415
1105,145.000000,-28.159,38.412
1106,145.000000,-28.158,38.409
1107,149.000000,-28.210,38.394
1108,149.000000,-28.211,38.397
1109,149.000000,-28.212,38.400
1110,149.000000,-28.212,38.404
1111,149.000000,-28.212,38.408
1112,149.000000,-28.211,38.412
1113,149.000000,-28.210,38.416
1114,149.000000,-28.208,38.419
1115,149.000000,-28.204,38.421
1116,149.000000,-28.199,38.420
1117,149.000000,-28.195,38.420
1118,149.000000,-28.190,38.418
1119,149.000000,-28.186,38.417
1120,149.000000,-28.181,38.416
1121,149.000000,-28.177,38.415
1122,149.000000,-28.173,38.414
1123,149.000000,-28.170,38.411
1124,149.000000,-28.169,38.409
1125,151.000000,-28.203,38.396
1126,151.000000,-28.205,38.399
1127,151.000000,-28.205,38.401
1128,151.000000,-28.205,38.404
1129,151.000000,-28.205,38.407
1130,151.000000,-28.205,38.411
1131,151.000000,-28.204,38.414
1132,151.000000,-28.201,38.415
1133,151.000000,-28.196,38.415
1134,151.000000,-28.191,38.413
1135,151.000000,-28.187,38.413
1136,151.000000,-28.183,38.412
1137,151.000000,-28.180,38.410
1138,152.000000,-28.197,38.398
1139,152.000000,-28.197,38.401
1140,152.000000,-28.198,38.405
1141,152.000000,-28.196,38.409
1142,152.000000,-28.192,38.410
1143,152.000000,-28.187,38.410
1144,152.000000,-28.183,38.408
1145,153.000000,-28.193,38.402
1146,153.000000,-28.193,38.405
1147,153.000000,-28.191,38.407
1148,153.000000,-28.188,38.408
1149,153.000000,-28.185,38.407
1150,117.000000,-28.041,38.428
1151,117.000000,-28.042,38.426
1152,117.000000,-28.041,38.423
1153,117.000000,-28.039,38.421
1154,117.000000,-28.037,38.419
1155,117.000000,-28.034,38.417
1156,117.000000,-28.032,38.415
1157,117.000000,-28.029,38.412
1158,118.000000,-28.045,38.431
1159,118.000000,-28.046,38.429
1160,118.000000,-28.045,38.426
1161,118.000000,-28.045,38.423
1162,118.000000,-28.043,38.421
1163,118.000000,-28.041,38.419
1164,118.000000,-28.038,38.417
1165,118.000000,-28.036,38.415
1166,118.000000,-28.034,38.412
1167,118.000000,-28.031,38.410
1168,119.000000,-28.048,38.432
1169,119.000000,-28.049,38.429
1170,119.000000,-28.049,38.426
1171,119.000000,-28.049,38.423
1172,119.000000,-28.046,38.420
1173,119.000000,-28.044,38.418
1174,119.000000,-28.041,38.415
1175,119.000000,-28.039,38.413
1176,119.000000,-28.037,38.412
1177,119.000000,-28.034,38.409
1178,122.000000,-28.084,38.443
1179,122.000000,-28.084,38.441
1180,122.000000,-28.083,38.438
1181,122.000000,-28.083,38.435
1182,122.000000,-28.081,38.433
1183,122.000000,-28.079,38.431
1184,122.000000,-28.075,38.428
1185,122.000000,-28.072,38.426
1186,122.000000,-28.069,38.424
1187,122.000000,-28.067,38.422
1188,122.000000,-28.064,38.420
1189,122.000000,-28.062,38.417
1190,122.000000,-28.059,38.414
1191,122.000000,-28.056,38.412
1192,122.000000,-28.054,38.409
1193,122.000000,-28.052,38.406
1194,120.000000,-28.063,38.441
1195,120.000000,-28.063,38.438
1196,120.000000,-28.063,38.435
1197,120.000000,-28.061,38.432
1198,120.000000,-28.059,38.429
1199,120.000000,-28.056,38.426
1200,120.000000,-28.054,38.424
1201,120.000000,-28.052,38.421
1202,120.000000,-28.049,38.418
1203,120.000000,-28.048,38.415
1204,120.000000,-28.045,38.412
1205,120.000000,-28.043,38.409
1206,120.000000,-28.041,38.407
1207,121.000000,-28.078,38.443
1208,121.000000,-28.078,38.440
1209,121.000000,-28.077,38.437
1210,121.000000,-28.075,38.434
1211,121.000000,-28.074,38.431
1212,121.000000,-28.071,38.429
1213,121.000000,-28.068,38.427
1214,121.000000,-28.066,38.425
1215,121.000000,-28.064,38.423
1216,121.000000,-28.061,38.421
1217,121.000000,-28.058,38.419
1218,121.000000,-28.055,38.417
1219,121.000000,-28.053,38.415
1220,121.000000,-28.050,38.413
1221,121.000000,-28.049,38.409
,121.000000,-28.046,
