Lon,Lat,H_estimada,Bouguer_Simple,Bouguer_Completa
55.45363884192935,-21.08214068930388,1149.0640842535963,320.0,338.15313374699736
55.45921062323567,-21.07640002269846,1162.5564357094433,320.0,336.39115882479217
55.46478240454199,-21.07065935609305,1174.9203302976894,320.0,336.98982085290794
55.46966781311253,-21.0643972197605,1182.7034764649707,320.0,337.5485616779927
55.47393308681451,-21.05767301196412,1186.3433336086046,320.0,337.83465594651534
55.48030412089791,-21.052954806388897,1200.1241139219023,320.0,339.3495859567116
55.48750440456572,-21.049471828837923,1218.2087242603093,320.0,341.403780624419
55.49531210297861,-21.04822516340574,1242.3481951112963,320.0,344.1671237798423
55.50326335196705,-21.04735190197311,1242.7046458308987,320.0,344.2713690783278
55.510837549668246,-21.049780488531063,1216.782603657934,320.0,341.37911651029094
55.51794580808775,-21.053279354483404,1195.942777882128,320.0,339.0885669082128
55.52244596095905,-21.059893240076107,1194.3476211901475,320.0,338.95645860141104
55.52706200543538,-21.066426989727677,1192.8609855109908,320.0,338.9255048769595
55.52547496060605,-21.07400072448644,1218.8156100306912,320.0,341.96342130569343
55.52108296397047,-21.080686780884765,1252.7153465742742,320.0,346.08378022360597
55.517099613173805,-21.08762456990078,1284.975634270318,320.0,352.59281668644775
55.511297237002864,-21.0930847581827,1319.4583857880366,320.0,350.6334758672606
55.5055831303059,-21.098681005764693,1353.1224642882864,320.0,347.6620974284002
55.499939646490425,-21.10435113242797,1385.40228457132,320.0,344.72422506313865
55.494360710125335,-21.11008339270096,1373.2366645130019,320.0,345.74716592317174
55.48901206544711,-21.116032510291504,1361.4544648321655,320.0,346.83517592021934
55.48264871555427,-21.120770617444705,1341.3845949814543,320.0,348.7487641176833
55.47557669554074,-21.124486766015018,1314.9846682425882,320.0,351.29338805283794
55.46835825253879,-21.127935545600277,1286.4932514086024,320.0,354.07607397315763
55.46050206577834,-21.129404325386428,1250.8966845887796,320.0,357.5229397644131
55.45279015411111,-21.127294696676813,1210.4607962783743,320.0,361.34907953062543
55.44637700391373,-21.12284553981266,1173.7090486591937,320.0,364.7387498966659
55.44339543261344,-21.115504066792777,1150.2713560414768,320.0,366.6986517447839
55.44237853432733,-21.10758384111115,1135.6754227560532,320.0,367.6961341476245
55.44320057473509,-21.099656691248285,1129.310240913354,320.0,367.6815676530639
55.44654071819179,-21.092495731020183,1134.2713978845986,320.0,365.90700832173786
55.46608444506845,-21.059743340521333,1161.6600796647494,317.5,332.6580528760203
55.471058850991895,-21.05351667007762,1168.7335066791538,317.5,333.3633489836555
55.47730179048211,-21.048524097968524,1181.334777239511,317.5,334.76343284161294
55.48447016858495,-21.04519262496702,1199.235917291303,317.5,336.8041970859664
55.49222220079679,-21.04338064870818,1221.4620815180597,317.5,339.36147523751
55.50021591009191,-21.04319515098764,1246.0491830155574,317.5,342.20167755699697
55.50810017204462,-21.04446059462688,1215.551925219835,317.5,338.7866399572478
55.51551153482157,-21.04734645369261,1191.311162877425,317.5,336.0915840117416
55.52123254895926,-21.052652243222628,1180.8132734760825,317.5,334.9427759563522
55.52566620838984,-21.05930601057552,1179.8370318875975,317.5,334.8927808871838
55.52947273149872,-21.066317670508905,1183.0575564099122,317.5,335.39011583834565
55.52876933934749,-21.074268055882136,1206.8466201039923,317.5,338.26066349926623
55.52577922774476,-21.08163965688601,1237.536340345807,317.5,342.486499821249
55.52137796042079,-21.088313539718005,1271.0283010002347,317.5,351.1475029558873
55.516288383507614,-21.094371764254017,1304.687774471066,317.5,349.33837937093864
55.509896825242805,-21.099150968657653,1339.0389123240493,317.5,346.3635162352019
55.50455748837087,-21.10510688982013,1371.6944253858146,317.5,343.4024023439571
