X,Y,fid,Bouguer_mG
-17.7741891956523,28.7461627783741,678,263
-17.7748858276946,28.7502902552503,679,263
-17.775882966665,28.7546704088498,680,263
-17.7768802045123,28.7590505468651,681,263
-17.7790762613187,28.766163509316,682,263
-17.7818265397805,28.770897359415,683,263
-17.7832653620715,28.7756581861484,684,263
-17.7848653974827,28.779424529504,685,263
-17.7870541195003,28.7841698228259,686,263
-17.7877305800846,28.7884507522145,687,263
-17.7889517761044,28.7920596623291,688,263
-17.7916284299717,28.7939865696926,689,263
-17.7941265703357,28.7962474912196,690,263
-17.79643298138,28.7983471471336,691,263
-17.7987262425809,28.7999514691704,692,263
-17.801354670232,28.8000621044496,693,263
-17.8051209455038,28.8006445950264,694,263
-17.808324963062,28.8012386836114,695,263
-17.8113637522136,28.802662069436,696,263
-17.8143981801037,28.8039202872463,697,263
-17.8168792561508,28.8055203609632,698,263
-17.8191907584089,28.8077846719603,699,263
-17.8216719969371,28.8093846451868,700,263
-17.8235954293546,28.8111614325497,701,263
-17.8264427884063,28.8124232745372,702,263
-17.8302274574377,28.8136653864761,703,263
-17.8336462510142,28.8152454441694,704,263
-17.8359538486595,28.8173443343266,705,263
-17.8386006109546,28.8181145689117,706,263
-17.8416223210489,28.8188768490107,707,263
-17.8442422180287,28.8186564332412,708,263
-17.8472190329896,28.8177676982551,709,263
-17.8502227833359,28.8178694292485,710,263
-17.8528291139289,28.8171535861959,711,263
-17.8554218850226,28.8159424331632,712,263
-17.8584075294649,28.8153836367528,713,263
-17.8608262834484,28.8146716197804,714,263
-17.8640038163962,28.8142738137725,715,263
-17.8670029239782,28.814210090761,716,263
-17.8699929636036,28.8138161306856,717,263
-17.8737463454516,28.8139013860748,718,263
-17.873985713531,28.8254155734112,719,258
-17.8789374297285,28.8249124066075,720,258
-17.8811657971697,28.8238709908029,721,258
-17.8840817800578,28.8232123605514,722,258
-17.8869922366853,28.8223550242402,723,258
-17.8903427883659,28.8210906691593,724,258
-17.8930385530531,28.8206353336192,725,258
-17.8961744078671,28.819772969481,726,258
-17.8997503033565,28.8185035492571,727,258
-17.9033591890913,28.8184258964953,728,258
-17.9067314653435,28.8179557253099,729,258
-17.9094159978324,28.8171027890932,730,258
-17.9123204999094,28.8160462904474,731,258
-17.9154670930051,28.8155807794362,732,258
-17.9176782288184,28.813942877304,733,258
-17.9205936374349,28.8132834919999,734,258
-17.923492350607,28.812028128206,735,258
-17.9261821234813,28.8113735169293,736,258
-17.9297461780397,28.8097060689236,737,258
-17.9321546472859,28.8070698639082,738,258
-17.9349973210581,28.8038278978199,739,258
-17.937202314789,28.8019910754163,740,258
-17.9386916668206,28.7987785025899,741,258
-17.94063751112,28.7957547260114,742,258
-17.9421266830934,28.7925421266965,743,258
-17.9446636220087,28.7900298875815,744,258
-17.9469551291644,28.7877834968559,745,258
