Longitud_DD,Latitud_DD,Elevacion_m,Gravedad_Obs_mGal,Gravedad_Normal_mGal,Anomalia_Aire_Libre_mGal,Anomalia_Bouguer_Simple_mGal,Anomalia_Bouguer_Completa_mGal
-13.858611111111111,28.498611111111114,6.0693,979367.89,979207.2677903951,160.62220960494597,159.98599523244596,171.11262810256918
-13.859166666666667,28.496666666666666,2.327,979368.99,979208.2757215374,160.71427846257575,160.47035068757575,171.19843184918702
-13.860555555555555,28.49888888888889,23.4279,979362.53,979201.9306143807,160.59938561927993,158.14355600177993,171.10259964478658
-13.866937333333334,28.494224694444444,18.2738,979365.42,979203.1683874518,162.2516125482507,160.3360614632507,172.72964494228597
-13.86948288888889,28.48575577777778,24.9445,979363.94,979200.468119172,163.471880827914,160.85707361541398,173.95840824003534
-13.868041277777778,28.473373416666664,17.1441,979364.32,979201.9386800639,162.38131993601564,160.58418965351564,172.8812908473564
-13.868055555555555,28.46361111111111,26.9368,979361.9,979198.1771632009,163.7228367991047,160.8991867391047,174.25778285516486
-13.86806863888889,28.463771416666667,26.7849,979361.95,979198.2361804971,163.71381950285286,160.90609236035286,174.24802728819878
-13.872761027777779,28.454303749999998,42.257,979358.71,979192.7440423155,165.9659576844424,161.5363676594424,176.54580716580864
-13.870181027777779,28.44336075,22.1022,979359.75,979198.1376197193,161.6123802807415,159.2955171657415,172.26825262233027
-13.869180722222223,28.432950083333335,12.0357,979358.51,979200.457668579,158.05233142105862,156.79068916855863,168.90690758240308
-13.865517777777777,28.419005666666667,22.3661,979352.25,979196.2147220094,156.0352779906243,153.6907515581243,169.94414913267067
-13.865277777777777,28.41888888888889,22.547,979352.19,979196.1500554968,156.0399445031071,153.6764552281071,170.07790121950248
-13.864510638888888,28.40572761111111,33.1719,979348.66,979191.8757343147,156.78426568536088,153.30702126786088,178.98235446422302
-13.863567083333333,28.392357666666665,10.5301,979351.0,979197.8546127195,153.14538728049956,152.04156954799956,175.82146742072058
-13.866706277777778,28.383331194444445,6.6646,979352.69,979198.3660184663,154.32398153364193,153.62536483864193,177.08288743430728
