Longitude,Latitude,Elevation_m,ObsGravity_mGal,NormalGravity_mGal,FreeAir_mGal,Bouguer_Simple_2.6_mGal,Bouguer_Completa_2.6_mGal
-155.929778,19.543091,437.0,978768.03,978475.6694103207,292.3605896793306,244.71972367933057,266.57784501846294
-155.948942,19.606588,354.2,978783.02,978504.8437374659,278.1762625341071,239.56208693410707,260.98478681546413
-155.951612,19.61292,342.7,978784.9,978508.7547054605,276.145294539514,238.784825939514,261.92649900018176
-155.958448,19.622588,258.2,978800.49,978535.3903351998,265.0996648002183,236.9512172002183,259.82282293391205
-155.965284,19.627753,178.0,978815.71,978560.4427404203,255.26725957961753,235.86205557961753,255.23700155619937
-155.994275,19.64242,24.4,978836.06,978608.6988739964,227.3611260036705,224.7010868036705,243.49469027594435
-155.974774,19.682584,361.2,978775.93,978507.0239648292,268.9060351708904,229.52873357089038,249.08609488417613
-155.979611,19.670418,260.0,978796.29,978537.5669921219,258.7230078781722,230.3783278781722,250.30086215810667
-155.967786,19.674417,453.2,978762.48,978478.1590628684,284.32093713153154,234.91397953153154,256.10711884908335
-155.948454,19.633253,461.8,978765.42,978473.1522726485,292.2677273515146,241.9232149515146,262.583916451254
-155.88495,19.465762,410.6,978778.81,978479.4276629485,299.38233705156017,254.61954625156017,283.97923001096416
-155.879945,19.449928,349.3,978790.36,978497.4522763847,292.90772361529525,254.82773621529526,281.1586145903068
-155.880114,19.396266,282.5,978793.22,978515.0363555822,278.18364441778976,247.38605941778977,274.94995658739884
-155.974773,19.696917,438.3,978760.58,978484.0456651532,276.53433484677225,228.75174544677225,249.15963294710562
-155.880953,19.409765,273.7,978796.83,978518.5159160055,278.31408399448264,248.47585739448266,272.77833176106276
-155.881289,19.403598,275.3,978795.1,978517.6733419789,277.4266580210533,247.4140026210533,271.90592507550906
-155.880953,19.400765,273.0,978795.63,978518.2231925017,277.4068074983079,247.6448934983079,272.71852623503275
-155.878618,19.393931,290.2,978790.88,978512.5274954959,278.35250450414605,246.71548090414606,273.99043190332577
-155.886783,19.371434,135.6,978813.72,978558.981994905,254.73800509492867,239.95516429492866,268.5652310887636
-155.877628,19.359767,264.3,978783.58,978518.5935502689,264.9864497310482,236.1729923310482,266.96908171074773
-155.873447,19.342268,324.9,978767.02,978498.9000543517,268.11994564835913,232.69999744835914,265.0826892101941
-155.872623,19.328769,320.4,978765.44,978499.5282950858,265.9117049141787,230.9823377141787,263.610280315519
-155.875126,19.308438,344.7,978753.28,978490.882224121,262.39777587901335,224.81927127901335,260.16105553377133
-155.873951,19.298105,372.6,978746.28,978481.6884842488,264.5915157512063,223.9714089512063,258.46252072533014
-155.87595,19.272772,382.5,978743.97,978477.2078655823,266.7621344176587,225.06274941765867,257.18668258587917
-155.87479,19.278605,378.5,978745.71,978478.7704771223,266.9395228776848,225.67620987768478,257.27514760628355
-155.914781,19.43443,42.7,978840.28,978591.222938336,249.05706166406162,244.40199306406163,268.8807087388893
-155.915788,19.44193,25.3,978846.09,978597.0193784432,249.07062155671883,246.31246615671884,269.4994245996104
-155.917787,19.454929,21.0,978850.94,978599.0831585849,251.85684141505044,249.56746341505044,271.8851569772114
-155.919282,19.465429,11.6,978853.44,978602.5802205227,250.85977947723586,249.59517067723587,271.74856270821687
-155.880617,19.416597,292.2,978794.11,978513.1915230219,280.9184769780841,249.06341737808407,274.6347310245228
-155.884615,19.421265,268.6,978802.74,978520.7406771487,281.9993228513049,252.7170880513049,279.8872784243956
-155.888781,19.431264,207.3,978813.29,978540.229579772,273.06042022805195,250.46098882805194,274.75864122520835
-155.914445,19.430597,37.8,978840.94,978592.5187444435,248.42125555640087,244.30037515640086,269.11366282413263
-155.911454,19.425932,24.0,978844.8,978596.5151824515,248.28481754858512,245.66838554858512,269.278301379812
-155.904955,19.424765,48.3,978844.11,978588.9471105149,255.16288948513102,249.897320085131,274.3208185844144
-155.900118,19.422764,87.7,978836.84,978576.6702766786,260.16972332133446,250.60884472133446,273.6623051032709
-155.898455,19.420931,99.9,978833.59,978572.8002219204,260.78977807960473,249.89887987960472,274.4946404775505
-155.894457,19.429431,144.3,978825.76,978559.5742950598,266.1857049402315,250.4544075402315,273.36583900272785
-156.017284,19.674418,17.1,978831.15,978612.7813711346,218.36862886545714,216.50442106545714,236.09012389124433
-156.020946,19.683085,16.5,978828.24,978613.462384875,214.7776151249418,212.9788181249418,232.97442934654538
-156.025783,19.694417,28.6,978827.89,978610.3752921644,217.514707835624,214.396793035624,233.76632514621613
-156.028118,19.698417,34.2,978828.82,978608.8754145548,219.94458544510417,216.21616984510416,236.21878938849267
-156.03294,19.706584,29.0,978825.31,978610.9484353837,214.36156461632345,211.20004261632346,230.6187929440286
-156.030452,19.732749,50.0,978828.75,978605.9645573976,222.78544260235503,217.33454260235504,234.48847676705927
-156.028941,19.741582,47.8,978833.79,978607.1502793229,226.63972067716531,221.4286602771653,238.384249451336
-156.02711,19.752581,40.8,978838.51,978609.9423496692,228.56765033083502,224.119715930835,239.2835236233799
-156.024943,19.762412,53.9,978836.76,978606.4623320069,230.2976679931162,224.4215977931162,239.05580261464593
-156.016444,19.778246,71.2,978831.55,978602.0307559638,229.519244036288,221.757162436288,235.3445948952037
-155.948622,19.598422,322.8,978789.83,978514.0707157741,275.7592842258746,240.56827382587457,261.8522997203712
-155.913452,19.509759,529.2,978752.03,978445.3165640716,306.7134359284537,249.0211103284537,271.0399357701567
-155.905458,19.486093,469.7,978761.5,978462.3383840382,299.16161596181337,247.95586136181336,274.0631094443705
-155.876958,19.253774,410.3,978736.64,978467.559316308,269.0806836920092,224.35059829200918,257.1374621551725
-155.877126,19.243107,437.6,978731.16,978458.5336773786,272.62632262147963,224.92004582147962,256.2584997803401
-155.876958,19.236275,440.6,978729.55,978457.2242135102,272.3257864898769,224.29245568987693,254.82133138957954
-155.867285,19.196944,521.3,978721.58,978430.1098716863,291.47012831363827,234.63904491363826,261.5075347815631
-155.863623,19.168778,501.8,978723.28,978434.5517811101,288.72821888991166,234.02298648991166,258.2585674674031
-155.853462,19.148113,516.0,978721.95,978429.0131125558,292.9368874441134,236.68359944411338,259.9979373026922
-155.947782,19.612754,430.7,978769.71,978481.5819138273,288.12808617262635,241.17403357262634,265.2548236829872
-155.947111,19.605255,382.1,978778.13,978496.1556369234,281.974363076617,240.318585276617,263.13222516561774
-155.934112,19.556424,434.7,978767.68,978477.1378534752,290.5421465248801,243.15202192488007,265.11788050826624
-155.925612,19.541924,472.7,978760.18,978464.5837159602,295.59628403990064,244.06347543990063,265.0292569207358
-155.916123,19.517926,532.5,978748.9,978444.7619089711,304.1380910289008,246.0860060289008,269.416208987302
-155.902619,19.48776,527.3,978750.54,978444.6542335079,305.8857664921088,248.40057509210882,273.94381719910376
-155.89145,19.476594,480.4,978763.14,978458.4968988998,304.6431011002278,252.2708539002278,277.0741586777217
-155.880448,19.461928,410.5,978778.84,978479.2412236863,299.5987763137091,254.8468873137091,283.843615794275
-155.884446,19.45743,317.6,978796.56,978507.662529522,288.89747047808487,254.27335367808487,280.8741314027243
-155.88495,19.443596,269.4,978803.9,978521.7576788191,282.1423211809015,252.7728719809015,276.40072598811884
-155.887623,19.313936,10.1,978821.52,978594.48479002,227.0352099799784,225.9341281799784,259.35549874020086
-155.881459,19.314938,132.3,978798.41,978556.815459873,241.59454012708738,227.17145872708738,263.08074211055356
-155.955275,19.580423,176.0,978813.56,978558.3613338298,255.19866617023945,236.01149817023946,259.0182802750181
-155.954618,19.58159,177.1,978812.86,978558.088236491,254.771763509023,235.464675709023,258.47341879920236
-155.936111,19.57509,447.5,978766.83,978474.2495550576,292.5804449423449,243.79488994234492,266.6787270135666
-155.927276,19.577256,604.9,978741.5,978425.7907731511,315.70922684890684,249.76423864890683,271.3881442253869
-155.853118,19.600754,1335.4,978586.7,978201.7052356815,384.9947643184569,239.41212711845685,257.7744021566388
-155.891784,19.589088,1036.7,978657.54,978293.2065505177,364.3334494823357,251.3144888823357,270.57894018459126
-155.90512,19.580922,890.5,978686.78,978337.8571947637,348.92280523630325,251.84227623630323,271.71683020836196
-155.939787,19.607088,510.3,978756.17,978456.6892501985,299.48074980149977,243.84886440149978,265.04258145868187
-155.94412,19.606254,435.2,978769.14,978479.8221780818,289.31782191817183,241.87318831817183,262.1439406918197
-155.933943,19.607921,595.5,978741.56,978430.4397765675,311.1202234325465,246.20000443254648,269.14064636174254
-155.882948,19.623418,1246.6,978615.65,978230.3967348706,385.2532651294023,249.35142632940227,270.4202821782166
-155.873289,19.628419,1344.2,978593.08,978200.5684802122,392.5115197877167,245.96952418771667,265.99325306209107
-155.897947,19.61492,1058.3,978657.95,978288.0142111368,369.9357888631057,254.5620394631057,274.1975883478187
-155.901122,19.609921,1015.6,978666.68,978300.9053928386,365.7746071614092,255.0559263614092,276.7383315447308
-155.910444,19.605255,896.2,978690.46,978337.4850991097,352.97490089025814,255.27296929025812,276.74585247953314
-155.919783,19.604921,759.9,978715.06,978379.5296049322,335.530395067879,252.687616867879,273.83243731645894
-155.89029,19.495094,738.6,978709.88,978379.8550102086,330.0249897914473,249.5042949914473,273.72566124699466
-155.880784,19.50076,871.4,978684.37,978339.1927060059,345.17729399411473,250.17900879411474,273.28374791615505
-155.807786,19.51009,1462.4,978549.62,978157.3627374754,392.2572625245666,232.8293393245666,252.92129572803
-155.799958,19.50709,1521.8,978537.13,978138.8666155635,398.26338443649,232.35979203649,253.43824129344205
-155.814454,19.51709,1427.8,978560.16,978168.4352028745,391.7247971255565,236.0688967255565,255.53094242722864
-155.821778,19.514924,1380.8,978568.49,978182.8129114243,385.6770885756705,235.1450341756705,255.73683158250523
-155.829789,19.512092,1342.3,978579.46,978194.5305624623,384.9294375376776,238.5945761376776,259.76680734063973
-155.836946,19.509758,1250.2,978600.86,978222.8147647885,378.0452352114953,241.7509316114953,261.87374815101623
-155.843446,19.505926,1189.6,978616.06,978241.295494938,374.76450506201945,245.07669226201946,266.4915754626473
-155.851945,19.509426,1110.6,978632.93,978265.8707991139,367.0592008861713,245.98381008617133,265.81231815830034
-155.859956,19.504925,1071.9,978642.04,978277.5569440861,364.4830559139373,247.62666171393727,269.50840952274007
-155.87462,19.502259,945.8,978672.96,978316.3180530034,356.6419469965622,253.53272259656217,275.81293402918857
-155.866944,19.50376,1010.0,978653.77,978296.5918745212,357.17812547879294,247.06994547879293,268.36824524448235
-155.885957,19.495427,827.7,978692.64,978352.3761249633,340.2638750367332,250.0296764367332,276.8386617417109
-155.895616,19.491094,638.2,978729.47,978410.614543893,318.8554561069468,249.28016850694678,273.8542314090042
-156.018108,19.692584,60.3,978823.91,978600.483840329,223.42615967104211,216.85237427104212,235.74235141363852
-156.015453,19.69225,91.6,978820.38,978590.8018228969,229.57817710307427,219.59212830307428,240.1274564740167
-156.012783,19.690917,97.0,978819.62,978589.058461742,230.56153825798538,219.98679225798537,239.11913333632273
-156.010784,19.689416,106.7,978819.34,978585.9780212453,233.36197875463404,221.72975815463403,241.13616187684798
-156.006954,19.688916,134.0,978817.26,978577.5215574956,239.73844250442926,225.13003050442927,246.15139052308007
-156.00378,19.690084,151.0,978815.84,978572.3403451992,243.49965480074752,227.03793680074753,247.9333764682095
-156.002117,19.691751,164.4,978813.84,978568.2990792743,245.54092072567437,227.61836152567437,246.6991221415915
-156.006954,19.688916,120.7,978818.31,978581.627419337,236.68258066300768,223.52410806300767,243.372554838833
-156.000454,19.693418,173.6,978809.29,978565.5544047317,243.73559526831377,224.81007046831377,244.49639019721957
-155.998943,19.695417,182.7,978808.11,978562.8596247205,245.25037527945824,225.33278667945825,244.48281885242886
-155.996441,19.697583,195.0,978806.85,978559.1865816622,247.66341833781917,226.40490833781917,244.6131502857074
-155.993618,19.698582,222.8,978804.77,978550.6619285407,254.10807145934086,229.81886105934086,247.82518900604276
-155.976116,19.690751,389.7,978766.6,978498.6940638699,267.9059361300897,225.42162153008968,246.2918098961793
-155.978954,19.690917,348.0,978775.15,978511.5753677491,263.5746322509367,225.6363682509367,245.31010827174222
-155.981441,19.692584,310.8,978781.39,978523.1537528222,258.23624717781786,224.35345277781786,246.3403160913122
-155.985607,19.696249,286.7,978786.17,978530.802890917,255.36710908298846,224.11164848298847,245.60640934703176
-155.905458,19.486093,469.7,978761.72,978462.3383840382,299.3816159617854,248.17586136178542,274.2831094443426
-155.942611,19.571256,349.1,978782.75,978504.4046077828,278.34539221716113,240.28720841716114,263.04587786365494
-155.947111,19.605255,382.1,978778.24,978496.1556369234,282.08436307660304,240.42858527660303,263.24222516560377
-156.021618,19.692416,37.4,978826.99,978607.5439766512,219.4460233488353,215.3687501488353,234.5016964384746
-155.994779,19.639754,0.8,978841.32,978615.8326045467,225.4873954532668,225.4001810532668,244.4403319174225
-155.989774,19.633587,2.9,978841.96,978614.8321357949,227.12786420504563,226.81171200504562,245.89535716620665
-155.978621,19.608589,1.4,978844.56,978613.8687956125,230.69120438757818,230.5385791875782,249.94813029377298
-155.97328,19.596423,1.8,978843.78,978613.0516403813,230.72835961868986,230.53212721868985,249.78231939380896
-155.966444,19.580423,1.8,978844.78,978612.1399268928,232.64007310720626,232.44384070720625,254.39739736427327
-155.924785,19.751745,969.1,978637.29,978323.3687586824,313.92124131764285,208.27189751764286,230.0180934375167
-155.924953,19.751745,967.4,978637.7,978323.893359968,313.80664003198035,208.34262683198034,230.2450769325335
-155.925106,19.751579,966.4,978637.9,978324.1924232402,313.70757675985806,208.35258155985804,230.37191561075497
-155.925274,19.751579,964.3,978638.41,978324.840461015,313.5695389850298,208.44348158502982,230.65570851986024
-155.925609,19.751579,963.2,978638.59,978325.1799096597,313.4100903403014,208.4039527403014,230.71895970321947
-155.925609,19.751411,964.3,978638.32,978324.8308203648,313.4891796351876,208.36312223518763,230.61350348403568
-155.925777,19.751411,962.4,978638.82,978325.4171408443,313.40285915567074,208.48393595567074,230.90730995195167
-155.925945,19.751411,963.0,978638.73,978325.2319869617,313.49801303830463,208.51367903830464,230.88181194190793
-155.926281,19.751245,966.0,978637.95,978324.2966924665,313.6533075334737,208.34191953347369,230.4728359501589
-155.926449,19.751245,964.1,978638.36,978324.8830124876,313.47698751243297,208.37273371243296,230.6684820213574
-155.926617,19.75108,964.2,978638.46,978324.8426851438,313.6173148561502,208.50215925615018,230.82263706231322
-155.926617,19.750912,967.8,978637.64,978323.7221231195,313.91787688049953,208.41025648049953,230.45853238667974
-155.926784,19.750746,969.5,978637.35,978323.1879962892,314.16200371074956,208.46905271074957,230.4094242186614
-155.926952,19.750413,971.7,978636.94,978322.4899928193,314.4500071806833,208.5172165806833,230.40322876275565
-155.926952,19.750247,972.4,978636.79,978322.2644554726,314.52554452745244,208.51644132745244,230.45911194516893
-155.924618,19.751745,969.0,978637.3,978323.3996175557,313.9003824443789,208.26194044437892,230.0136730502287
-155.924282,19.751745,967.9,978637.5,978323.739065417,313.76093458302785,208.24241238302784,230.09153176147566
-155.924114,19.751745,967.8,978637.44,978323.769924336,313.6700756639475,208.1624552639475,230.02357558446846
-155.923946,19.751911,968.8,978637.08,978323.4708613416,313.60913865838666,207.99250025838666,229.75155655675832
-155.923778,19.751911,969.3,978636.87,978323.3165669164,313.5534330835799,207.88228568357988,229.61133986069694
-155.923611,19.752079,968.6,978636.91,978323.5422200055,313.36777999449987,207.77294519449987,229.59042120994394
-155.923443,19.752079,967.1,978637.22,978324.0051036099,313.21489639009815,207.78358859009813,229.81284237992492
-155.923275,19.752079,967.2,978637.05,978323.9742446776,313.07575532246847,207.63354572246845,229.769225384491
-155.923107,19.752079,966.6,978637.13,978324.1593982212,312.9706017788267,207.59380297882666,229.8604551472668
-155.922939,19.752245,965.9,978637.24,978324.3849368569,312.85506314306986,207.55457694306986,229.90454858911534
-155.922787,19.752245,963.0,978637.85,978325.2798465629,312.5701534370892,207.58581943708919,230.18794236103702
-155.922619,19.752245,961.7,978638.09,978325.6810133752,312.40898662479594,207.56637602479594,230.28491131423175
-155.922115,19.752413,960.3,978638.44,978326.1226804293,312.3173195706913,207.6273341706913,230.4391785650031
-155.921947,19.752413,959.3,978638.7,978326.4312706726,312.26872932736296,207.68776192736297,230.5776553719748
-155.92178,19.752413,957.8,978639.05,978326.8941562907,312.15584370936267,207.73840330936267,230.74615026565925
-155.921612,19.752413,958.9,978638.68,978326.5547067985,312.1252932015341,207.58793300153408,230.50381849411667
-155.92445,19.749913,991.4,978633.09,978316.3821364478,316.7078635521466,208.6274183521466,229.1698073649543
-155.924785,19.749913,991.7,978633.03,978316.2895607454,316.74043925467413,208.62728865467412,229.19523219853596
-155.924953,19.749745,992.2,978632.93,978316.1256279821,316.8043720179703,208.6367124179703,229.55874683048467
-155.925106,19.749745,989.5,978633.55,978316.958809455,316.5911905450048,208.7178795450048,229.57886561011617
-155.925274,19.749745,989.3,978633.64,978317.0205266721,316.6194733278826,208.76796592788259,229.649041389383
-155.925442,19.749745,990.5,978633.24,978316.6502236151,316.58977638487704,208.60744738487705,229.3622371386952
-155.925609,19.749745,989.9,978633.37,978316.8353751061,316.53462489391677,208.61770669391677,229.41464377705302
-155.925945,19.749579,990.5,978633.24,978316.6406984215,316.599301578477,208.61697257847703,229.8539688809121
-155.926113,19.749579,989.3,978633.47,978317.011001481,316.45899851899594,208.60749111899594,229.96100970829033
-155.926281,19.749414,988.8,978633.61,978317.1558267713,316.45417322870344,208.65717482870343,231.01411511671114
-155.926449,19.749414,988.4,978633.77,978317.2792612122,316.49073878780473,208.73734758780472,231.11429762046956
-155.926281,19.749414,988.4,978633.8,978317.2792612122,316.52073878783267,208.76734758783266,231.17673729197566
-155.924282,19.749912,991.1,978633.11,978316.4746547629,316.6353452370968,208.58760543709678,229.10570924811304
-155.924114,19.749912,990.4,978633.26,978316.6906647758,316.5693352242233,208.59790802422333,229.05337838544477
-155.923946,19.750078,989.5,978633.51,978316.9779173636,316.532082636375,208.65877163637498,229.00030922139058
-155.923778,19.750078,989.5,978633.52,978316.9779173636,316.5420826363843,208.6687716363843,229.01630816567382
-155.923611,19.750078,989.9,978633.45,978316.8544829957,316.595517004258,208.678598804258,228.98839156751126
-155.923443,19.750078,990.4,978633.39,978316.7001900829,316.68980991712306,208.71838271712306,228.99841131896238
-155.923275,19.750246,989.7,978633.55,978316.9258402811,316.6241597189801,208.72904511898008,229.36376145070074
-155.923107,19.750246,989.6,978633.42,978316.9566988944,316.4633011056576,208.5790883056576,229.30767633337268
-155.922787,19.750246,990.1,978633.32,978316.8024059307,316.5175940692425,208.57887226924248,229.2725526514896
-155.922619,19.750246,990.9,978633.06,978316.5555373083,316.50446269172244,208.47852649172245,229.08785944215708
-155.922451,19.750412,989.1,978633.32,978317.1205172678,316.1994827321032,208.3697789321032,229.04953796989506
-155.922283,19.750412,989.0,978633.3,978317.1513758939,316.1486241061939,208.3298221061939,229.0206415599339
-155.922115,19.750412,989.1,978633.25,978317.1205172678,316.12948273215443,208.29977893215442,228.9798320789751
-155.921947,19.750412,987.5,978633.66,978317.6142550722,316.04574492783286,208.39046992783284,229.24255868221928
-155.92178,19.750412,986.0,978633.88,978318.0771345316,315.80286546843126,208.31111746843126,229.32489130757935
-155.921612,19.750412,986.6,978633.69,978317.8919826833,315.7980173166143,208.24085851661425,229.18999590323511
-155.921276,19.750412,986.9,978633.6,978317.7994068083,315.8005931916414,208.21072899164136,229.1271302141461
-155.921108,19.750412,987.5,978633.41,978317.6142550722,315.79574492783286,208.14046992783284,228.99150820393098
-155.92094,19.750578,988.1,978633.27,978317.4386288138,315.8313711861847,208.11068538618468,228.78755839519437
-155.920772,19.750578,986.4,978633.6,978317.9632254606,315.63677453936543,208.10141933936544,228.9571849780536
-155.92062,19.750578,986.9,978633.51,978317.8089322917,315.70106770831626,208.11120350831624,228.91290792287276
-155.924282,19.753578,935.8,978643.71,978333.7500402327,309.9599597672932,207.9409153672932,229.96317219546614
-155.924114,19.753578,936.1,978643.47,978333.6574621231,309.8125378768891,207.7607880768891,229.80601487475838
-155.923946,19.753578,934.6,978643.79,978334.1203527957,309.66964720434044,207.78142440434044,229.78322790253668
-155.923778,19.753578,935.2,978643.33,978333.9351965076,309.39480349235237,207.44116989235238,229.4793617420927
-155.923611,19.753746,934.6,978643.42,978334.1299943249,309.2900056751678,207.40178287516778,228.7389336046731
-155.923443,19.753746,933.7,978643.62,978334.4077288425,309.2122711575357,207.42216455753572,228.61661828973862
-155.923275,19.753912,932.8,978643.91,978334.6949903124,309.2150096875848,207.52301928758482,227.95828191703822
-155.923107,19.753912,932.3,978643.98,978334.8492874082,309.13071259181015,207.49323119181014,227.83250505504986
-155.922939,19.753912,931.2,978644.12,978335.18874114,308.9312588600442,207.41369726004416,227.64645362682973
-155.922787,19.754078,928.4,978644.76,978336.0623327985,308.6976672015153,207.4853560015153,227.15248294205094
-155.922619,19.754078,929.6,978644.4,978335.6920191984,308.7079808015842,207.3648480015842,227.1488837337174
-155.922451,19.754078,930.4,978644.13,978335.445143507,308.684856493026,207.25450929302602,227.115412997398
-155.922283,19.754246,930.2,978644.32,978335.5165041448,308.80349585518707,207.39495225518706,227.0308356842654
-155.921947,19.754412,929.9,978644.15,978335.6186094763,308.5313905237708,207.15555232377082,226.61298263442967
-155.92178,19.754412,929.2,978644.29,978335.8346257383,308.4553742617136,207.15584866171358,226.5354837699365
-155.92178,19.75458,929.3,978644.27,978335.813408114,308.45659188600257,207.1461644860026,226.4315329058653
-155.924618,19.753412,924.1,978646.42,978337.351069907,309.0689300930826,208.32539629308258,231.40473643283173
-155.924618,19.753412,925.6,978646.5,978336.8881769668,309.6118230331922,208.70476223319218,231.73451033451022
-155.924953,19.753412,937.7,978643.29,978333.1541857999,310.13581420015544,207.9096356001554,230.71338343063036
-155.925274,19.753246,936.7,978643.76,978333.453252694,310.30674730602186,208.18958670602186,231.58254375806501
-155.925442,19.753246,935.4,978644.14,978333.8544244794,310.28557552059647,208.31013832059648,231.7464989412834
-155.925609,19.753246,936.7,978643.88,978333.453252694,310.4267473060172,208.3095867060172,231.693038668174
-155.925777,19.753246,938.0,978643.61,978333.052081176,310.55791882402264,208.2990348240226,231.63251025199384
-155.925945,19.753078,938.1,978643.47,978333.0115805388,310.4584194611525,208.1886336611525,231.84870791926159
-155.926113,19.753078,940.0,978643.04,978332.42525337,310.6147466300754,208.13782663007538,231.70006674243558
-155.926449,19.753078,939.2,978643.39,978332.6721278938,310.71787210623734,208.32816650623732,231.9151055631769
-155.926617,19.753078,938.9,978643.44,978332.7647058746,310.6752941253362,208.3182939253362,231.90604238516477
-155.926784,19.752913,937.4,978643.86,978333.2181268705,310.6418731295271,208.44839992952708,232.27857979708668
-155.926952,19.752913,937.4,978643.86,978333.2181268705,310.6418731295271,208.44839992952708,232.23490879648773
-155.92712,19.752913,936.9,978644.2,978333.3724236194,310.8275763805723,208.68861218057228,232.4300424052579
-155.927273,19.752913,935.4,978644.61,978333.8353140934,310.77468590659555,208.79924870659556,232.51248489815777
-155.927441,19.752745,933.9,978644.91,978334.2885637229,310.6214362771716,208.8095260771716,232.5272923398449
-155.927776,19.752745,932.0,978645.33,978334.8748925719,310.4551074280171,208.85033142801706,232.183621049629
-155.927944,19.752579,932.1,978645.23,978334.8345068496,310.39549315033946,208.77981535033945,231.9772414387345
-155.928112,19.752413,931.5,978645.3,978335.0101371603,310.2898628397379,208.7395958397379,231.90758931101044
-156.021618,19.692416,37.4,978827.6,978607.5439766512,220.05602334882133,215.97875014882132,235.11169643846063
-156.02978,19.725415,49.6,978827.99,978605.6676193606,222.32238063937984,216.91508783937985,234.4361117074304
-156.020442,19.775247,42.4,978840.22,978610.7496593734,229.4703406265471,224.84797742654712,239.93814776364232
-156.006449,19.792077,83.2,978825.68,978599.1208999956,226.55910000449512,217.48880240449512,229.9926869556899
-155.990946,19.806578,63.8,978826.17,978605.9438047286,220.22619527147617,213.27084687147618,224.79576442866863
-155.975275,19.813244,79.1,978821.29,978601.6038504373,219.68614956270903,211.06282576270902,223.12187448769058
-155.951608,19.824242,90.5,978817.56,978598.7173473187,218.84265268140007,208.97652368140007,219.6503780785621
-155.935449,19.833908,84.8,978819.62,978601.033495638,218.58650436194148,209.3417779619415,219.34714810354387
-155.923273,19.841073,85.8,978819.33,978601.1374088839,218.19259111606516,208.83884671606515,219.03523304508127
-155.913782,19.851241,36.6,978831.72,978616.9122300838,214.80776991613675,210.81771111613673,220.48047253088407
-156.021618,19.692416,37.4,978827.58,978607.5439766512,220.0360233488027,215.9587501488027,235.091696438442
-155.908106,19.862405,23.3,978836.3,978621.6617214143,214.63827858574223,212.09815918574222,221.14501700171695
-155.901438,19.878405,27.2,978837.77,978621.3804012814,216.38959871861152,213.42430911861152,222.8480431065799
-155.889612,19.89907,33.7,978840.74,978620.566347706,220.17365229397546,216.49974569397546,225.09197002152237
-155.873606,19.912902,22.3,978848.25,978624.8846859683,223.3653140317183,220.9342126317183,229.06638763136613
-156.041452,19.780414,3.5,978846.25,978623.0559212356,223.19407876441255,222.81251576441255,237.30864279737733
-155.887113,19.693582,2077.1,978412.8,977978.2074623349,434.5925376651576,208.15124986515758,248.46342780847436
-155.881787,19.690248,2189.2,978388.08,977943.4426960729,444.6373039270984,205.9750983270984,247.38686211139992
-155.875607,19.688415,2282.1,978366.17,977914.6869145548,451.4830854452448,202.6931076452448,248.9664176841559
-155.873609,19.693248,2340.3,978351.03,977897.0150163479,454.0149836521596,198.88015825215953,243.39751044534052
-155.868955,19.694915,2377.0,978340.28,977885.7926322864,454.4873677135911,195.3515817135911,239.54456720541242
-155.864622,19.688748,2521.0,978302.15,977841.033672809,461.11632719100453,186.28194919100451,247.81688670617615
-155.863782,19.694249,2356.7,978348.36,977892.0147446337,456.3452553662937,199.42253476629372,243.0671043468738
-155.852278,19.693248,2312.4,978356.81,977905.6191594094,451.1908405906288,199.09761739062878,237.27718730949658
-155.835783,19.680749,2130.2,978401.92,977961.0956404193,440.824359580758,208.59421598075804,238.31575931777587
-155.834455,19.686248,2157.5,978393.74,977952.9904877851,440.7495122149121,205.5431772149121,236.18086497133862
-155.823942,19.680581,2094.6,978403.92,977972.0658980168,431.85410198324826,203.50499918324826,231.8571085812182
-156.021618,19.692416,37.4,978826.92,978607.5439766512,219.37602334888652,215.2987501488865,234.43169643852582
-155.873609,19.693248,2340.3,978351.0,977897.0150163479,453.98498365213163,198.8501582521316,243.36751044531258
-155.852278,19.693248,2312.4,978356.87,977905.6191594094,451.25084059056826,199.15761739056825,237.33718730943605
-155.856276,19.692582,2333.4,978353.0,977899.1047845599,453.89521544007584,199.51261424007583,238.51137736763127
-155.856123,19.685414,2271.7,978371.83,977917.7225100923,454.1074899076484,206.4512993076484,245.15628159027563
-155.846449,19.697414,2165.7,978387.36,977951.1006754522,436.2593245478347,200.1590419478347,236.54398477392576
-155.841948,19.705414,1914.0,978442.5,978029.1915924962,413.3084075037623,204.64795550376226,237.45244017569135
-155.875287,19.695249,2339.5,978349.38,977897.3762897238,452.0037102762144,196.9560992762144,242.4270129124867
-155.877774,19.694581,2330.3,978350.39,977900.175241329,450.21475867100526,196.17011327100522,243.7458459259272
-155.873944,19.686416,2309.7,978360.23,977906.0607535862,454.169246413745,202.370371813745,246.94715243709157
-155.868116,19.685582,2381.5,978342.9,977883.8706584715,459.0293415285414,199.4029745285414,245.40164249164437
-155.875287,19.695249,2339.5,978349.39,977897.3762897238,452.0137102762237,196.9660992762237,242.43701291249602
-155.88078,19.699582,2240.9,978370.66,977928.032383216,442.6276167840697,198.32918058406966,242.8669974662247
-155.883283,19.704247,2188.6,978380.22,977944.429305765,435.79069423500914,197.19389943500914,239.24068747362915
-155.881452,19.706247,2131.5,978392.06,977962.1544316335,429.90556836652104,197.53370136652103,238.37523578331567
-155.886777,19.702249,2112.8,978402.45,977967.6929324459,434.75706755404826,204.42383715404824,245.27570256938915
