Site,LatitudeOH,LongitudeOH,LatitudeWGS84,LongitudeWGS84,elevation,ObsGravity
HUA040,19.715666,-155.910172,19.71258,-155.907453,1834.1,978458.72
HUA041,19.720167,-155.909668,19.717081,-155.906949,1835.6,978454.32
HUA042,19.721333,-155.908173,19.718247,-155.905454,1816.8,978458.93
HUA043,19.721666,-155.918671,19.71858,-155.915952,1682.8,978488.45
MLT004,19.695499,-156.024338,19.692416,-156.021618,37.4,978826.95
HUA044,19.7055,-155.909332,19.702415,-155.906613,1749.1,978485.06
HUA045,19.725,-155.921341,19.721914,-155.918621,1630.5,978499.14
HUA046,19.731833,-155.925339,19.728747,-155.922619,1448.3,978541.52
HUA047,19.721333,-155.903168,19.718247,-155.900449,1859.5,978449.63
HUA048,19.721167,-155.896835,19.718081,-155.894116,1872.1,978447.8
HUA049,19.715,-155.895996,19.711914,-155.893277,1989.2,978422.39
HUA018,19.698,-155.871674,19.694915,-155.868955,2377,978340.39
HUA050,19.704834,-155.869339,19.701748,-155.86662,2243.1,978370.08
HUA051,19.710167,-155.869659,19.707081,-155.86694,2167.8,978385.06
HUA052,19.694166,-155.848663,19.691081,-155.845945,2274.6,978363.74
HUA053,19.696501,-155.841339,19.693415,-155.838621,2154.8,978390.4
HUA021,19.683834,-155.838501,19.680749,-155.835783,2130.2,978401.93
HUA054,19.676834,-155.833664,19.673749,-155.830946,2064.2,978418.13
HUA055,19.665501,-155.830673,19.662417,-155.827955,1975.5,978438.35
HUA056,19.655001,-155.827332,19.651918,-155.824615,1830,978472.23
HUA057,19.646334,-155.828339,19.643251,-155.825622,1778.7,978483.47
HUA058,19.633667,-155.828674,19.630585,-155.825957,1624.1,978518.4
BM5473,19.634333,-155.816833,19.631251,-155.814116,1668.1,978506.63
HUA059,19.676167,-155.821838,19.673082,-155.81912,2002.5,978428.09
HUA060,19.671667,-155.811829,19.668582,-155.809111,1874.3,978454.66
HUA061,19.662333,-155.806168,19.659249,-155.803451,1785.5,978474.59
HUA062,19.653833,-155.814331,19.650749,-155.811614,1790.5,978477.51
HUA026,19.691,-155.85434,19.687915,-155.851622,2289.4,978366.08
HUA021,19.683834,-155.838501,19.680749,-155.835783,2130.2,978401.96
HUA063,19.682833,-155.849838,19.679748,-155.84712,2130.2,978405.7
HUA064,19.676332,-155.858002,19.673248,-155.855284,2076.9,978420.45
HUA065,19.6465,-155.841339,19.643417,-155.838622,1745.9,978493.45
MLT004,19.695499,-156.024338,19.692416,-156.021618,37.4,978827.06
HUA066,19.776333,-155.852829,19.773243,-155.850109,853.5,978656.65
HUA067,19.765667,-155.849167,19.762578,-155.846447,1010.1,978625.64
HUA068,19.767834,-155.838333,19.764744,-155.835614,1073.1,978606.7
HUA069,19.755833,-155.842163,19.752744,-155.839444,1131.3,978604.83
HUA072,19.738501,-155.864502,19.735413,-155.861783,1297.4,978574.47
HUA071,19.743,-155.863495,19.739912,-155.860776,1229.8,978587.56
HUA073,19.747168,-155.869507,19.74408,-155.866788,1143.2,978606.22
HUA070,19.765333,-155.867661,19.762244,-155.864941,927.4,978646.85
HUA074,19.492666,-155.786499,19.489591,-155.783785,1666.2,978506.67
HUA075,19.501333,-155.779831,19.498258,-155.777117,1750.7,978489.12
HUA076,19.503334,-155.762329,19.500258,-155.759615,1843.2,978469.57
HUA077,19.500668,-155.749664,19.497592,-155.74695,1950,978447.78
HUA078,19.503334,-155.735001,19.500258,-155.732287,2164.6,978405.16
HUA080,19.506666,-155.70816,19.503589,-155.705446,2516.4,978336.89
HUA081,19.500334,-155.694,19.497257,-155.691287,2656.6,978311.32
HUA079,19.504168,-155.721664,19.501092,-155.71895,2305.3,978377.73
HUA045,19.725,-155.921341,19.721914,-155.918621,1630.5,978499.84
HUA082,19.728333,-155.922333,19.725247,-155.919613,1550.9,978517.96
HUA083,19.731001,-155.914001,19.727915,-155.911281,1520,978526.09
HUA084,19.740667,-155.927002,19.73758,-155.924282,1243.4,978586.83
HUA085,19.742666,-155.914337,19.739579,-155.911617,1260.6,978583.95
HUA086,19.741667,-155.920837,19.73858,-155.918117,1264.4,978582.06
HUA087,19.832001,-155.985168,19.82891,-155.982446,9.6,978838.21
HUA088,19.8055,-156.01683,19.802411,-156.014108,37.5,978835.34
HUA089,19.811333,-156.01033,19.808243,-156.007608,15.8,978839.35
JEP239,19.592167,-155.894501,19.589088,-155.891784,1036.7,978657.5
JPK100,19.609333,-155.834503,19.606252,-155.831786,1448.2,978558.39
JPK101,19.633667,-155.828674,19.630585,-155.825957,1625.7,978519.29
JPK102,19.624166,-155.824493,19.621084,-155.821776,1542.8,978537.28
JPK103,19.599333,-155.873993,19.596253,-155.871276,1229.3,978611.99
JEP238,19.603834,-155.855835,19.600754,-155.853118,1335.4,978586.67
KTD012,19.649666,-155.956665,19.646585,-155.953946,445.3,978766.99
KTD013,19.650667,-155.956665,19.647586,-155.953946,450.2,978766.11
KTD014,19.650667,-155.957001,19.647586,-155.954282,463.7,978763.62
KTD015,19.650167,-155.955673,19.647086,-155.952954,484.1,978759.2
KTD016,19.650499,-155.954163,19.647418,-155.951444,506.1,978755.44
KTD017,19.650667,-155.952499,19.647586,-155.94978,520.5,978753.81
KTD018,19.651167,-155.950836,19.648086,-155.948117,542.5,978750.26
KTD019,19.651501,-155.949173,19.64842,-155.946454,567.5,978746.24
KTD020,19.652,-155.947327,19.648919,-155.944608,589.8,978742.58
KTD021,19.6525,-155.945663,19.649419,-155.942944,616.7,978737.75
KTD022,19.652834,-155.944,19.649752,-155.941281,645.7,978732.69
KTD023,19.653334,-155.942337,19.650252,-155.939618,673,978727.97
KTD024,19.653833,-155.940826,19.650751,-155.938107,695.6,978724.23
KTD001,19.6455,-155.970337,19.642419,-155.967618,223.9,978807.22
KTD002,19.645666,-155.969833,19.642585,-155.967114,233.1,978805.56
KTD003,19.646166,-155.968338,19.643085,-155.965619,244.6,978803.46
KTD004,19.6465,-155.966827,19.643419,-155.964108,262.7,978800.12
KTD005,19.646833,-155.965668,19.643752,-155.962949,285.4,978795.76
KTD006,19.647333,-155.964172,19.644252,-155.961453,314.3,978790.46
KTD007,19.647667,-155.962662,19.644586,-155.959943,341.7,978785.49
KTD008,19.648333,-155.961166,19.645252,-155.958447,371.8,978779.96
KTD009,19.648834,-155.959671,19.645753,-155.956952,396.3,978775.84
KTD010,19.649166,-155.958664,19.646085,-155.955945,413.5,978772.96
KTD011,19.649666,-155.957169,19.646585,-155.95445,437.7,978768.42
KTD025,19.6635,-155.946167,19.660418,-155.943448,663.6,978725.4
KTD026,19.662666,-155.947662,19.659584,-155.944943,650,978727.1
KTD027,19.661333,-155.949005,19.658251,-155.946286,618.1,978733.34
KTD028,19.660833,-155.949493,19.657751,-155.946774,603.7,978736.06
KTD029,19.660667,-155.951172,19.657585,-155.948453,572.8,978741.75
KTD030,19.660334,-155.952835,19.657252,-155.950116,555.1,978744.66
KTD031,19.659834,-155.954666,19.656752,-155.951947,530.2,978748.69
KTD032,19.6595,-155.955505,19.656418,-155.952786,518,978750.7
KTD033,19.659666,-155.957169,19.656584,-155.95445,491.1,978755.48
KTD034,19.659,-155.959167,19.655918,-155.956448,454.5,978762.17
KTD035,19.658333,-155.959,19.655251,-155.956281,454.2,978762.06
KTD036,19.657667,-155.960327,19.654585,-155.957608,424.2,978767.77
KTD037,19.656834,-155.96167,19.653752,-155.958951,401.1,978772.04
KTD038,19.6565,-155.96283,19.653419,-155.960111,390,978773.99
KTD039,19.656,-155.964172,19.652919,-155.961453,354.4,978780.2
KTD040,19.655333,-155.965668,19.652252,-155.962949,325.5,978785.56
KTD041,19.654667,-155.967331,19.651586,-155.964612,296.8,978790.7
KTD042,19.653833,-155.968994,19.650752,-155.966275,274.6,978794.92
KTD043,19.653166,-155.970337,19.650085,-155.967618,253.8,978798.91
KTD044,19.6525,-155.971832,19.649419,-155.969113,231.9,978802.69
KTD045,19.693666,-155.979004,19.690583,-155.976284,404,978766.63
KTD046,19.693666,-155.980835,19.690583,-155.978115,376,978771.89
KTD047,19.6945,-155.98233,19.691417,-155.97961,354.7,978776.15
KTD048,19.695499,-155.983673,19.692416,-155.980953,330.4,978780.72
KTD049,19.696501,-155.985001,19.693418,-155.982281,323.7,978781.49
KTD050,19.6975,-155.986328,19.694417,-155.983608,312.9,978783.35
KTD064,19.695667,-155.973495,19.692583,-155.970775,493.8,978749.97
KTD065,19.695333,-155.975006,19.69225,-155.972286,470,978754.46
KTD066,19.695168,-155.976501,19.692085,-155.973781,439.7,978760.4
KTD067,19.6945,-155.978333,19.691417,-155.975613,410.3,978765.66
KTD068,19.698668,-155.987839,19.695585,-155.985119,298.8,978786.05
KTD069,19.699667,-155.988998,19.696583,-155.986278,286.8,978788.63
KTD070,19.700333,-155.990005,19.697249,-155.987285,275.9,978790.94
KTD071,19.701,-155.991669,19.697916,-155.988949,259.1,978794.26
KTD072,19.7015,-155.993164,19.698416,-155.990444,245.9,978796.66
KTD073,19.701666,-155.994507,19.698582,-155.991787,230.2,978799.74
KTD074,19.7015,-155.99617,19.698416,-155.99345,213.9,978802.58
KTD075,19.701166,-155.997665,19.698083,-155.994945,198.2,978805.3
KTD076,19.700333,-155.999329,19.69725,-155.996609,186.3,978807.16
KTD077,19.699499,-156.000504,19.696416,-155.997784,178,978808.33
KTD078,19.6985,-156.001663,19.695417,-155.998943,171.7,978809.16
KTD079,19.697166,-156.002838,19.694083,-156.000118,163.2,978810.16
KTD080,19.695999,-156.00383,19.692916,-156.00111,154.7,978811.38
KTD081,19.694666,-156.005005,19.691583,-156.002285,142.6,978813.36
KTD082,19.693501,-156.005997,19.690418,-156.003277,132.9,978815.19
KTD083,19.692667,-156.007339,19.689584,-156.004619,124.4,978816.17
KTD084,19.692167,-156.009003,19.689084,-156.006283,114.9,978817.15
KTD085,19.692167,-156.010498,19.689084,-156.007778,106.7,978818.31
KTD086,19.693001,-156.012497,19.689918,-156.009777,97,978819.25
KTD087,19.693834,-156.014008,19.690751,-156.011288,94.4,978819.29
KTD088,19.695,-156.016006,19.691917,-156.013286,90.2,978819.56
KTD089,19.695667,-156.01767,19.692584,-156.01495,83,978820.13
KTD090,19.695833,-156.019333,19.69275,-156.016613,71.4,978821.68
KTD091,19.695667,-156.021164,19.692584,-156.018444,56.7,978824.06
KTD092,19.694834,-156.022995,19.691751,-156.020275,45.4,978825.27
KTD093,19.693834,-156.025497,19.690751,-156.022777,26.3,978827.98
KTD094,19.879999,-155.724503,19.876901,-155.721783,774.2,978707.81
KTD095,19.879999,-155.726501,19.876901,-155.723781,757.9,978710.51
KTD096,19.879999,-155.727493,19.876901,-155.724773,748.6,978712.23
KTD097,19.881001,-155.729172,19.877903,-155.726452,736.4,978714.43
KTD098,19.882833,-155.730331,19.879735,-155.727611,725.1,978717.07
KTD099,19.884501,-155.730499,19.881403,-155.727779,716.2,978719.59
KTD100,19.886499,-155.731674,19.883401,-155.728954,697.1,978724
KTD101,19.887167,-155.733505,19.884069,-155.730785,681.1,978726.96
KTD102,19.887667,-155.735504,19.884569,-155.732784,667.1,978729.61
KTD103,19.888334,-155.736664,19.885236,-155.733944,655.9,978731.88
KTD104,19.889,-155.737335,19.885902,-155.734615,648.2,978733.37
KTD105,19.890667,-155.738831,19.887569,-155.73611,631.2,978736.97
KTD106,19.892334,-155.739502,19.889236,-155.736781,613.5,978741.06
KTD107,19.893999,-155.740005,19.890901,-155.737284,601.9,978744.07
KTD108,19.895666,-155.740494,19.892568,-155.737773,591.3,978746.86
KTD109,19.897167,-155.740997,19.894068,-155.738276,585.3,978748.52
KTD110,19.898834,-155.741669,19.895735,-155.738948,582.3,978749.53
KTD111,19.900667,-155.742172,19.897568,-155.739451,577.8,978750.88
KTD112,19.902334,-155.742828,19.899235,-155.740107,568.7,978752.83
KTD113,19.903833,-155.743332,19.900734,-155.740611,564.3,978754.2
KTD114,19.9055,-155.743835,19.902401,-155.741114,559.3,978756
KTD115,19.906834,-155.744659,19.903735,-155.741938,546.4,978758.78
KTD116,19.908001,-155.746002,19.904902,-155.743281,533.3,978761.74
KTD117,19.908333,-155.747498,19.905234,-155.744777,522.6,978763.33
KTD118,19.908501,-155.749161,19.905402,-155.74644,510.9,978765.67
KTD119,19.908667,-155.750839,19.905568,-155.748118,498.7,978767.91
KTD120,19.908833,-155.75267,19.905734,-155.749949,488.8,978769.34
KTD121,19.909,-155.754501,19.905901,-155.75178,482.3,978770.27
KTD122,19.909166,-155.756332,19.906067,-155.753611,475.6,978771.22
KTD123,19.9095,-155.757996,19.906401,-155.755275,465.7,978772.94
KTD124,19.909,-155.759674,19.905901,-155.756953,459.3,978774.1
KTD125,19.908333,-155.762329,19.905234,-155.759608,450.3,978775.5
KTD126,19.908501,-155.764008,19.905402,-155.761287,440.4,978776.9
KTD127,19.908833,-155.765839,19.905734,-155.763118,435.8,978777.82
KTD128,19.909166,-155.767502,19.906067,-155.764781,432.6,978778.36
KTD129,19.9095,-155.769165,19.906401,-155.766444,425.2,978779.49
KTD130,19.909834,-155.770996,19.906735,-155.768275,413.2,978781.5
KTD131,19.910334,-155.772659,19.907235,-155.769938,408,978782.3
KTD132,19.910667,-155.773499,19.907568,-155.770778,405.5,978783.17
KTD133,19.912167,-155.775162,19.909068,-155.772441,397.7,978784.76
KTD134,19.913334,-155.776337,19.910235,-155.773616,391.2,978786.18
KTD135,19.914833,-155.777496,19.911734,-155.774775,383.8,978787.83
KTD136,19.916,-155.778,19.912901,-155.775279,380.2,978789.08
KTD137,19.917334,-155.778839,19.914235,-155.776118,369.4,978791.42
KTD138,19.918167,-155.780334,19.915068,-155.777613,360.8,978793.29
KTD152,19.681334,-155.988007,19.678252,-155.985288,247.3,978796.79
KTD153,19.681667,-155.987,19.678584,-155.984281,256,978795.58
KTD154,19.681833,-155.985672,19.67875,-155.982953,273.7,978792.38
KTD155,19.681999,-155.984329,19.678916,-155.98161,285.5,978790.14
KTD156,19.682333,-155.982666,19.67925,-155.979947,294.7,978788.82
KTD157,19.683167,-155.981674,19.680084,-155.978955,307,978786.61
KTD158,19.683167,-155.979996,19.680084,-155.977277,331.3,978782.06
KTD001,19.6455,-155.970337,19.642419,-155.967618,223.9,978807.27
KTD159,19.643167,-155.969666,19.640086,-155.966947,218.9,978808.27
KTD160,19.6425,-155.971497,19.639419,-155.968778,197.7,978811.92
KTD161,19.642,-155.973007,19.63892,-155.970288,180.2,978815.15
KTD162,19.6415,-155.974503,19.63842,-155.971784,158.5,978819.35
KTD163,19.641001,-155.97583,19.637921,-155.973111,147.6,978821.09
KTD164,19.640833,-155.977005,19.637753,-155.974286,138.2,978822.6
KTD165,19.640667,-155.978668,19.637587,-155.975949,122.3,978825.03
KTD166,19.640499,-155.979996,19.637419,-155.977277,110.7,978826.83
KTD167,19.639999,-155.981339,19.636919,-155.97862,96.3,978829.22
KTD168,19.639166,-155.983002,19.636086,-155.980283,89.7,978829.45
KTD169,19.638834,-155.984665,19.635754,-155.981946,74.8,978831.63
KTD170,19.638,-155.985504,19.63492,-155.982785,63.5,978833.2
KTD171,19.759501,-155.968994,19.756414,-155.966273,602.4,978718.11
KTD172,19.7605,-155.969833,19.757413,-155.967112,582.8,978722.06
KTD173,19.761168,-155.970337,19.758081,-155.967616,571.1,978724.29
KTD174,19.761833,-155.970993,19.758746,-155.968272,553.9,978727.82
KTD175,19.762667,-155.971832,19.75958,-155.969111,532.7,978732.02
KTD176,19.763166,-155.972839,19.760079,-155.970118,522.7,978734.06
KTD177,19.763834,-155.973999,19.760747,-155.971278,503.9,978737.91
KTD178,19.764166,-155.975494,19.761079,-155.972773,479.6,978742.82
KTD179,19.764833,-155.975998,19.761746,-155.973277,471,978744.56
KTD180,19.766167,-155.976837,19.76308,-155.974116,456.4,978747.15
KTD181,19.7675,-155.977341,19.764412,-155.97462,437.7,978750.94
KTD182,19.768833,-155.977829,19.765745,-155.975108,418.5,978754.67
KTD183,19.769833,-155.979004,19.766745,-155.976283,406.4,978757
KTD184,19.770666,-155.979996,19.767578,-155.977275,388.5,978760.93
KTD185,19.771334,-155.980835,19.768246,-155.978114,377.2,978763.41
KTD186,19.772167,-155.981995,19.769079,-155.979274,367.1,978765.67
KTD187,19.773167,-155.98317,19.770079,-155.980449,351,978769.01
KTD188,19.7735,-155.983673,19.770412,-155.980952,349.9,978769.12
KTD189,19.7745,-155.985001,19.771412,-155.98228,337.1,978771.59
KTD237,19.465666,-155.926666,19.462595,-155.923951,3.5,978851.04
KTD238,19.618999,-155.946335,19.615919,-155.943617,486,978759.86
KTD239,19.630333,-155.951004,19.627253,-155.948286,454.9,978766.63
KTD240,19.629168,-155.934174,19.626088,-155.931456,700.7,978723.65
KTD241,19.6315,-155.918839,19.628419,-155.916121,896.5,978689.34
KTD242,19.641333,-155.906006,19.638252,-155.903288,1086.8,978652.25
KTD243,19.645334,-155.888,19.642252,-155.885282,1323.3,978602.3
KTD244,19.654167,-155.874496,19.651084,-155.871778,1544.7,978550.74
KTD245,19.661833,-155.866837,19.65875,-155.864119,1690.5,978517.07
KTD246,19.674334,-155.879669,19.67125,-155.876951,1911.1,978464.78
KTD247,19.681999,-155.888504,19.678915,-155.885786,1940.7,978453.72
KTD248,19.693501,-155.884338,19.690416,-155.881619,2189.2,978389.67
KTD249,19.643333,-155.89534,19.640251,-155.892622,1229.4,978622.02
KTD250,19.636,-155.910828,19.632919,-155.90811,1008.2,978667.81
KTD251,19.630501,-155.927338,19.62742,-155.92462,797.3,978706.41
MLT028,19.574333,-155.945328,19.571256,-155.942611,349.1,978782.72
JPK128,19.717167,-155.133835,19.71407,-155.131124,248.1,978804.05
JPK318,19.477333,-155.606003,19.474256,-155.603291,3986.9,978077.96
JPK319,19.475834,-155.602493,19.472757,-155.599781,3988.7,978081.36
JPK320,19.474501,-155.598999,19.471424,-155.596287,3990,978083.96
JPK321,19.473667,-155.595169,19.47059,-155.592457,3987.8,978085.7
JPK322,19.472166,-155.591827,19.46909,-155.589115,3982.8,978087.61
JPK323,19.470833,-155.588165,19.467757,-155.585453,3983.3,978085.58
JPK324,19.470333,-155.585831,19.467257,-155.583119,3984.2,978083.26
KAMAOA,19.081833,-155.761673,19.078782,-155.758966,611.1,978720.13
KAHAHA,19.130333,-155.841003,19.12728,-155.838294,531.6,978720.07
MANUKA,19.098,-155.812668,19.094949,-155.80996,559.3,978715.54
KAHUKU,19.087334,-155.777832,19.084283,-155.775124,604.1,978716.7
POHAKU,19.169666,-155.773666,19.16661,-155.770957,1489,978542.74
76-41,19.157667,-155.747833,19.154611,-155.745125,1488.9,978548.28
76-19,19.1555,-155.742996,19.152444,-155.740288,1463.1,978555.08
76-101,19.153334,-155.738159,19.150278,-155.735451,1439.1,978561.43
76-20,19.150999,-155.733337,19.147943,-155.730629,1422.6,978565.31
KAMAOA,19.081833,-155.761673,19.078782,-155.758966,611.1,978719.85
KAHAHA,19.130333,-155.841003,19.12728,-155.838294,531.6,978719.67
MANUKA,19.098,-155.812668,19.094949,-155.80996,559.3,978715.07
KAHUKU,19.087334,-155.777832,19.084283,-155.775124,604.1,978716.18
POHAKU,19.169666,-155.773666,19.16661,-155.770957,1489,978542.25
76-41,19.157667,-155.747833,19.154611,-155.745125,1488.9,978547.85
76-19,19.1555,-155.742996,19.152444,-155.740288,1463.1,978554.66
76-101,19.153334,-155.738159,19.150278,-155.735451,1439.1,978561.01
76-20,19.150999,-155.733337,19.147943,-155.730629,1422.6,978564.95
77-79,19.123667,-155.770996,19.120613,-155.768288,991,978642.03
77-80,19.121334,-155.778336,19.118281,-155.775628,917.7,978654.45
77-81,19.119167,-155.785339,19.116114,-155.782631,862.8,978663
77-82,19.116667,-155.792328,19.113614,-155.78962,795.7,978674.56
77-83,19.125834,-155.787674,19.122781,-155.784966,939.2,978645.99
77-84,19.128,-155.78067,19.124946,-155.777962,985.3,978639.45
77-85,19.114666,-155.775833,19.111613,-155.773125,864,978665.42
77-86,19.117001,-155.768494,19.113948,-155.765786,923.9,978655.33
77-87,19.119333,-155.761337,19.11628,-155.758629,986.8,978645.2
77-88,19.1215,-155.753998,19.118446,-155.75129,1050.9,978634.14
77-89,19.114834,-155.751831,19.111781,-155.749123,985.4,978648.4
77-90,19.117167,-155.744659,19.114113,-155.741951,1049.2,978636.65
77-91,19.119333,-155.737839,19.116279,-155.735131,1093.8,978629.54
77-92,19.110167,-155.742172,19.107114,-155.739464,975.3,978652.89
77-93,19.107834,-155.749496,19.104781,-155.746788,925.6,978661.03
77-94,19.105333,-155.756668,19.10228,-155.75396,871.4,978669.37
77-95,19.112167,-155.759003,19.109114,-155.756295,913.9,978660.43
77-96,19.110167,-155.766327,19.107114,-155.763619,862.4,978668.25
77-ZZ,19.118999,-155.773331,19.115946,-155.770623,931,978653.66
77-Z,19.116833,-155.780334,19.11378,-155.777626,860.6,978666.12
77-A,19.112333,-155.782837,19.10928,-155.780129,804.2,978675.72
77-J,19.110001,-155.789993,19.106948,-155.787285,729.2,978688.81
77-L,19.107666,-155.796997,19.104614,-155.794289,698.7,978692.34
77-V,19.105333,-155.804001,19.102281,-155.801293,630.1,978705.9
77-W,19.098499,-155.801666,19.095447,-155.798958,598.2,978711.65
77-U,19.101,-155.794495,19.097948,-155.791787,634.9,978706.28
77-K,19.113333,-155.799164,19.11028,-155.796456,733.6,978685.4
77-M,19.103167,-155.787338,19.100115,-155.78463,691.6,978696.87
77-I,19.105499,-155.780334,19.102447,-155.777626,751.3,978686.71
77-B,19.107666,-155.773163,19.104613,-155.770455,803.1,978678.39
77-C,19.103333,-155.763672,19.10028,-155.760964,802.5,978681.61
77-H,19.101,-155.770828,19.097948,-155.76812,742.4,978691.71
77-N,19.098667,-155.777832,19.095615,-155.775124,701.9,978697.24
77-T,19.096333,-155.784836,19.093281,-155.782128,654.1,978704.37
77-X,19.094,-155.792007,19.090948,-155.789299,594,978714.99
77-Y,19.09,-155.782669,19.086949,-155.779961,603.3,978715.84
77-S,19.091833,-155.77533,19.088781,-155.772622,645.2,978709.8
77-O,19.094166,-155.768326,19.091114,-155.765618,686.4,978703.21
77-G,19.0965,-155.761337,19.093448,-155.758629,746.7,978693.25
77-D,19.098833,-155.754166,19.095781,-155.751459,824.5,978678.79
77-E,19.101166,-155.746994,19.098113,-155.744287,852.4,978676.75
77-F,19.091833,-155.751831,19.088781,-155.749124,725.6,978700.81
77-P,19.0895,-155.758835,19.086448,-155.756128,686.4,978706.35
77-R,19.087334,-155.765839,19.084282,-155.763132,636.4,978714
77-Q,19.084,-155.752838,19.080948,-155.750131,636.3,978718.08
76-36,19.165333,-155.735672,19.162276,-155.732964,1616.4,978521.4
77-507,19.296667,-155.66684,19.293602,-155.66413,2470.4,978367.77
POHINA,19.251499,-155.641006,19.248436,-155.638297,2042.2,978461.25
77-98,19.174166,-155.720337,19.171109,-155.717629,1676.7,978516.42
KEOKEO,19.216667,-155.744659,19.213608,-155.74195,2095.5,978424.89
75-59,19.339333,-155.669495,19.336265,-155.666784,2845.3,978290.82
75-60,19.365,-155.686661,19.361931,-155.68395,2904.7,978270.38
75-58,19.334667,-155.687668,19.3316,-155.684957,2804.2,978296.18
76-34,19.140833,-155.701508,19.137777,-155.6988,1304.8,978593.55
76-37,19.142666,-155.71666,19.13961,-155.713952,1338.9,978584.82
77-1,19.140167,-155.709671,19.137112,-155.706963,1306.6,978592.27
77-2,19.140833,-155.684998,19.137777,-155.682291,1271.8,978602.68
77-3,19.140833,-155.691833,19.137777,-155.689125,1300.3,978595.28
5109,19.184834,-155.77533,19.181777,-155.772621,1554.5,978531.46
5216,19.195667,-155.77684,19.192609,-155.774131,1589.8,978525.43
77-34,19.205614,-155.779528,19.202556,-155.776819,1615.3,978521.37
77-35,19.177477,-155.765601,19.17442,-155.762892,1589.8,978525.15
77-36,19.179263,-155.75506,19.176206,-155.752351,1687.4,978504.25
77-37,19.17,-155.755493,19.166943,-155.752784,1570.6,978531.22
77-38,19.167514,-155.752364,19.164458,-155.749655,1569.4,978532.57
77-39,19.148834,-155.728836,19.145778,-155.726128,1394.8,978571.5
77-40,19.1465,-155.723999,19.143444,-155.721291,1378.8,978576.05
SCENIC,19.075666,-155.744003,19.072615,-155.741296,597,978729.64
75-90,19.136168,-155.744003,19.133113,-155.741295,1261.3,978595.32
75-92,19.132999,-155.742661,19.129944,-155.739953,1233.5,978601.47
75-93,19.133833,-155.739334,19.130778,-155.736626,1244.1,978599.63
75-94,19.137501,-155.740326,19.134446,-155.737618,1287.5,978590.81
75-95,19.132833,-155.731003,19.129778,-155.728295,1216.9,978608.12
75-96,19.129667,-155.729828,19.126612,-155.72712,1187.4,978612.49
75-97,19.1285,-155.733337,19.125446,-155.730629,1162,978617.62
75-98,19.131666,-155.734497,19.128611,-155.731789,1208.9,978607.53
75-99,19.130501,-155.738007,19.127447,-155.735299,1199.9,978608.24
75-100,19.127001,-155.736832,19.123947,-155.734124,1158.9,978616.59
75-101,19.125,-155.731827,19.121946,-155.729119,1137.7,978622.57
75-102,19.125999,-155.740173,19.122945,-155.737465,1158.6,978615.81
75-103,19.129499,-155.741501,19.126445,-155.738793,1189,978610.3
75-104,19.128334,-155.744995,19.12528,-155.742287,1169.1,978614.13
75-105,19.124834,-155.743668,19.12178,-155.74096,1137.8,978619.48
75-106,19.124001,-155.747162,19.120947,-155.744454,1107.8,978625.04
75-107,19.127167,-155.748672,19.124113,-155.745964,1143.4,978618.34
75-108,19.130333,-155.749832,19.127279,-155.747124,1180.8,978610.13
75-109,19.131834,-155.74617,19.12878,-155.743462,1215,978604.13
75-110,19.135166,-155.747665,19.132111,-155.744957,1250.1,978596.38
75-111,19.1385,-155.748672,19.135445,-155.745964,1274.9,978590.8
75-112,19.141834,-155.75,19.138779,-155.747292,1306.9,978585.17
75-113,19.143999,-155.754501,19.140944,-155.751793,1303.3,978585.5
75-114,19.150833,-155.757004,19.147778,-155.754296,1370.8,978569.46
75-115,19.157667,-155.759338,19.154611,-155.75663,1438.2,978555.39
75-116,19.16,-155.752502,19.156944,-155.749794,1496.6,978544.92
75-118,19.1625,-155.757339,19.159444,-155.75463,1516.1,978540.54
75-119,19.1555,-155.76683,19.152444,-155.764121,1375.1,978565.88
75-120,19.153334,-155.773834,19.150279,-155.771125,1305,978577.75
75-121,19.16,-155.776505,19.156944,-155.773796,1355.8,978567.51
75-122,19.162333,-155.768997,19.159277,-155.766288,1422.4,978556.44
75-123,19.148333,-155.76416,19.145278,-155.761452,1310.7,978580.18
HAAO,19.071501,-155.621338,19.068448,-155.618632,375.2,978776.94
77-41,19.062666,-155.665497,19.059614,-155.662791,592.4,978733.86
77-42,19.065666,-155.642502,19.062614,-155.639796,545.7,978739.45
77-43,19.064393,-155.631178,19.061341,-155.628472,456.3,978755.56
77-44,19.064093,-155.652125,19.061041,-155.649419,570.5,978736.58
77-45,19.061167,-155.677826,19.058116,-155.67512,618.9,978729.83
77-46,19.061906,-155.691352,19.058855,-155.688646,634.2,978728.03
77-47,19.062599,-155.694444,19.059548,-155.691738,625,978731.13
77-48,19.06606,-155.700115,19.063009,-155.697409,624.6,978731.94
77-49,19.069006,-155.705331,19.065955,-155.702625,638.7,978728.79
77-50,19.066946,-155.716042,19.063895,-155.713335,605.6,978734
ROCKCR,19.071333,-155.731003,19.068282,-155.728296,606.3,978732.28
75-124,19.143833,-155.778503,19.140778,-155.775795,1181.7,978601.63
75-125,19.149166,-155.780502,19.146111,-155.777793,1213.6,978594.06
75-126,19.146166,-155.771164,19.143111,-155.768456,1251.2,978590.73
75-127,19.1395,-155.768829,19.136445,-155.766121,1184.1,978605.13
75-128,19.141666,-155.761505,19.138611,-155.758797,1237.2,978597.33
75-129,19.134834,-155.759003,19.13178,-155.756295,1177.4,978608.18
75-130,19.137167,-155.752167,19.134112,-155.749459,1247.2,978595.33
