Site,LatitudeOH,LongitudeOH,LatitudeWGS84,LongitudeWGS84,elevation,ObsGravity
GSP078,19.578333,-155.190674,19.575244,-155.187965,830.3,978706.39
GSP079,19.5765,-155.197998,19.573412,-155.195288,881.5,978696.03
GSP080,19.574499,-155.206161,19.571411,-155.203451,920.5,978688.51
GSP081,19.573,-155.214996,19.569912,-155.212286,975.1,978678.22
GSP082,19.571501,-155.223495,19.568413,-155.220785,1018.9,978669.23
GSP083,19.568001,-155.233841,19.564914,-155.231131,1098.5,978653.41
GSP084,19.567333,-155.245163,19.564246,-155.242453,1151.5,978643.47
GSP085,19.566166,-155.255005,19.563079,-155.252295,1224.1,978627.9
GSP086,19.564833,-155.263,19.561746,-155.26029,1275.9,978616.99
GSP087,19.563168,-155.272339,19.560081,-155.269629,1348.7,978602.35
GSP088,19.557501,-155.289169,19.554415,-155.286459,1475.7,978571.45
GSP089,19.5455,-155.301834,19.542415,-155.299124,1566.1,978557.34
GSP090,19.533667,-155.299835,19.530583,-155.297125,1547.5,978563.43
GSP091,19.5235,-155.301666,19.520416,-155.298956,1672.2,978526.55
GSP092,19.582666,-155.072495,19.579575,-155.069787,271.3,978813.76
GSP093,19.5895,-155.078339,19.586409,-155.075631,278.9,978811.21
GSP094,19.598833,-155.081329,19.595742,-155.07862,279.2,978809.19
GSP095,19.597,-155.09166,19.593909,-155.088951,324.6,978799.95
GSP096,19.591833,-155.094833,19.588742,-155.092124,348.1,978796.5
GSP097,19.582666,-155.08934,19.579576,-155.086632,340.8,978799.79
GSP098,19.594166,-155.080505,19.591075,-155.077796,287.7,978808.59
GSP099,19.6,-155.073669,19.596908,-155.07096,241.1,978817.17
GSP100,19.596333,-155.065994,19.593241,-155.063286,229.2,978820.32
GSP101,19.607666,-155.060669,19.604574,-155.05796,192.3,978825.76
GSP102,19.610332,-155.066666,19.60724,-155.063957,201.8,978822.97
GSP103,19.613501,-155.074005,19.610409,-155.071296,222.2,978817.76
GSP104,19.606667,-155.074341,19.603575,-155.071632,235,978816.98
GSP105,19.605499,-155.061829,19.602407,-155.05912,196,978825.62
GSP106,19.597166,-155.045837,19.594074,-155.043129,159.1,978834.73
GSP107,19.594833,-155.050171,19.591741,-155.047463,169.2,978833.02
GSP108,19.592333,-155.042328,19.589241,-155.03962,157.3,978835.46
GSP109,19.5875,-155.039169,19.584409,-155.036461,165.5,978834.4
GSP110,19.582333,-155.035828,19.579242,-155.03312,153.3,978837.88
GSP111,19.571667,-155.036163,19.568576,-155.033455,186.2,978833.36
GSP112,19.574667,-155.030838,19.571576,-155.02813,153.6,978839.69
GSP113,19.578833,-155.022827,19.575742,-155.020119,129.5,978843.78
GSP114,19.582834,-155.015503,19.579742,-155.012795,116.1,978846.1
GSP115,19.570333,-155.011505,19.567242,-155.008798,132.6,978844.96
GSP116,19.566166,-155.018661,19.563076,-155.015954,154.8,978840.38
GSP117,19.560499,-155.029495,19.557409,-155.026788,193.9,978833.51
GSP118,19.547667,-155.021835,19.544578,-155.019128,217.9,978829.58
GSP119,19.542667,-155.031174,19.539578,-155.028467,249.9,978823.74
GSP120,19.537666,-155.022827,19.534577,-155.02012,249.9,978824.26
GSP121,19.532499,-155.019669,19.52941,-155.016962,254.5,978823.57
GSP122,19.535334,-155.014328,19.532245,-155.011621,233.8,978827.83
GSP123,19.5385,-155.008835,19.535411,-155.006128,201.5,978834.5
GSP124,19.542166,-155.004166,19.539077,-155.001459,181.7,978838.29
GSP125,19.550667,-155.016495,19.547577,-155.013788,190.2,978835.06
GSP126,19.553667,-155.011002,19.550577,-155.008295,163.4,978840.55
GSP127,19.556334,-155.006332,19.553244,-155.003625,151.5,978842.99
GSP128,19.550667,-155.000839,19.547577,-154.998132,152.7,978843.65
GSP129,19.5585,-155.002838,19.55541,-155.000131,137.5,978845.97
KR9,19.186167,-155.682327,19.183108,-155.679619,1647.1,978530.51
KR10,19.189333,-155.674164,19.186274,-155.671456,1646.2,978530.94
KR11,19.198668,-155.6595,19.195608,-155.656792,1681.9,978524.46
KR12,19.2055,-155.650162,19.20244,-155.647454,1718.2,978518.7
KR13,19.222166,-155.639328,19.219105,-155.63662,1819.4,978503.79
KR14,19.243334,-155.625336,19.240271,-155.622627,1911.7,978489.52
KR15,19.2505,-155.609329,19.247437,-155.606621,1894.9,978493.15
KR16,19.269501,-155.608841,19.266437,-155.606132,2049.2,978463.58
KR17,19.277834,-155.59967,19.274769,-155.596961,2060.8,978463.42
KR18,19.298334,-155.580505,19.295267,-155.577796,2144.6,978448.18
GSP130,19.562,-154.997162,19.558909,-154.994455,128.6,978847.95
GSP131,19.556499,-154.988495,19.553409,-154.985788,132.6,978847.26
GSP132,19.552834,-154.99234,19.549744,-154.989633,141.1,978845.79
GSP133,19.547832,-154.997833,19.544742,-154.995126,158.2,978842.53
GSP134,19.539833,-154.989334,19.536744,-154.986627,164.6,978841.67
GSP135,19.544834,-154.983994,19.541744,-154.981287,153,978843.74
GSP136,19.542667,-154.981827,19.539577,-154.97912,157.3,978842.84
GSP137,19.535999,-154.981674,19.53291,-154.978967,167.9,978841.11
GSP138,19.5285,-154.986496,19.525411,-154.98379,199,978835.14
GSP139,19.523333,-154.98967,19.520245,-154.986964,213,978832.95
GSP140,19.519667,-154.994339,19.516579,-154.991633,223.1,978831.38
GSP141,19.514999,-155.002838,19.511911,-155.000132,259.4,978824.38
GSP142,19.510834,-155.010498,19.507747,-155.007792,274.9,978821.73
GSP143,19.518833,-155.016495,19.515745,-155.013788,279.8,978819.49
GSP144,19.521999,-155.010498,19.518911,-155.007791,248.7,978825.89
GSP145,19.525167,-155.004501,19.522079,-155.001794,228.9,978829.49
GSP146,19.528166,-154.999329,19.525077,-154.996622,216.7,978831.79
GSP147,19.5355,-155.003326,19.532411,-155.000619,193.2,978836.62
GSP148,19.533833,-154.998169,19.530744,-154.995462,203.3,978833.95
GSP149,19.532499,-154.9935,19.52941,-154.990793,203.9,978833.98
GSP150,19.536167,-154.988831,19.533078,-154.986124,177.4,978839.4
GSP151,19.494167,-154.962006,19.49108,-154.9593,223.9,978833.9
GSP152,19.485332,-154.966003,19.482245,-154.963297,251.8,978828.76
GSP153,19.476999,-154.968506,19.473913,-154.965801,285.1,978823.23
GSP154,19.472166,-154.964172,19.46908,-154.961467,298.4,978820.94
GSP155,19.460667,-154.979507,19.457582,-154.976802,377.6,978807.61
GSP156,19.475666,-154.95784,19.47258,-154.955135,279.4,978824.43
GSP157,19.482,-154.954666,19.478913,-154.951961,247.5,978829.55
GSP158,19.490168,-154.957169,19.487081,-154.954463,229.2,978832.54
GSP159,19.488001,-154.948837,19.484914,-154.946132,225.2,978833.67
GSP160,19.496166,-154.918839,19.493078,-154.916134,176.2,978841.97
GSP161,19.493668,-154.91066,19.49058,-154.907955,173.5,978842.66
GSP162,19.493668,-154.905167,19.49058,-154.902462,175.3,978842.8
GSP163,19.504667,-154.908829,19.501578,-154.906124,148.7,978846.12
GSP164,19.507999,-154.90567,19.50491,-154.902965,133,978848.84
GSP165,19.518167,-154.901993,19.515078,-154.899288,109.5,978852.84
GSP166,19.5175,-154.911835,19.514411,-154.90913,117.5,978851.68
GSP167,19.525,-154.904327,19.52191,-154.901621,104.1,978852.62
GSP168,19.529167,-154.897171,19.526077,-154.894465,86.7,978855.1
GSP169,19.535166,-154.891006,19.532075,-154.8883,69.1,978856.87
GSP170,19.535667,-154.898834,19.532576,-154.896128,83.2,978854.39
GSP171,19.51,-154.918167,19.506911,-154.915462,127.4,978850.62
GSP172,19.513,-154.924667,19.509911,-154.921961,125.9,978851.94
GSP176,19.505667,-154.919662,19.502579,-154.916957,142.3,978847.66
GSP173,19.547333,-154.92366,19.544242,-154.920954,76.4,978856.51
GSP174,19.553499,-154.932327,19.550408,-154.929621,78.8,978857.15
GSP175,19.563667,-154.938171,19.560575,-154.935464,87.7,978854.26
GSP177,19.57,-154.952835,19.566908,-154.950128,75,978857.64
GSP178,19.504499,-154.947495,19.501411,-154.944789,178,978841.7
GSP179,19.505333,-154.940994,19.502245,-154.938288,168,978843.38
GSP180,19.512501,-154.93367,19.509412,-154.930964,148.7,978846.22
GSP181,19.517834,-154.927338,19.514745,-154.924632,128,978849.97
GSP182,19.539833,-154.904663,19.536742,-154.901957,82.3,978855.45
GSP183,19.525167,-154.889008,19.522077,-154.886303,79.3,978858.68
GSP184,19.526501,-154.881165,19.523411,-154.87846,72.3,978860.36
GSP185,19.526833,-154.873505,19.523743,-154.8708,71.3,978860.54
GSP186,19.520834,-154.866501,19.517744,-154.863796,71.4,978862.14
GSP187,19.518667,-154.855164,19.515577,-154.852459,58.6,978861.99
GSP188,19.511333,-154.85466,19.508243,-154.851955,47.8,978864.67
GSP189,19.512333,-154.82933,19.509243,-154.826626,30,978866.14
GSP190,19.515833,-154.820831,19.512742,-154.818127,21.5,978865.48
GSP191,19.518999,-154.81366,19.515908,-154.810956,13.9,978865.29
GSP192,19.523333,-154.853668,19.520243,-154.850963,51.2,978863.86
GSP193,19.523834,-154.862,19.520744,-154.859295,59.6,978863.02
GSP194,19.52,-154.848999,19.51691,-154.846294,35.6,978867.39
GSP195,19.507,-154.856339,19.503911,-154.853634,51.3,978864.77
GSP196,19.503166,-154.859665,19.500077,-154.85696,75,978859.33
GSP197,19.509333,-154.863998,19.506243,-154.861293,88.1,978857.09
GSP198,19.512167,-154.859161,19.509077,-154.856456,89.2,978856.12
GSP199,19.507833,-154.869507,19.504744,-154.866802,96.7,978855.99
GSP200,19.497999,-154.873672,19.49491,-154.870967,127.3,978849.9
GSP201,19.4995,-154.869339,19.496411,-154.866634,107.9,978853.59
GSP202,19.535999,-154.856827,19.532908,-154.854122,35.7,978864.73
GSP203,19.532333,-154.864334,19.529242,-154.861629,54,978862.22
GSP204,19.5305,-154.873993,19.527409,-154.871288,70.3,978860.98
GSP205,19.542667,-154.867996,19.539576,-154.865291,36.1,978862.52
GSP206,19.509167,-154.826996,19.506077,-154.824292,21.5,978866.82
GSP207,19.503834,-154.829498,19.500744,-154.826794,11.6,978869.17
GSP208,19.505167,-154.821838,19.502077,-154.819134,3,978868.65
GSP209,19.494833,-154.829498,19.491744,-154.826794,8.5,978867.21
GSP210,19.496334,-154.821671,19.493245,-154.818967,3.6,978865.35
GSP211,19.491501,-154.823334,19.488412,-154.82063,2,978864.61
GSP212,19.504999,-154.840836,19.501909,-154.838132,32,978863.2
GSP213,19.501833,-154.842834,19.498744,-154.84013,47.5,978859.42
GSP214,19.501499,-154.8405,19.49841,-154.837796,111.9,978840.41
FAT001,19.401167,-155.125336,19.398088,-155.12263,762.8,978739.42
FAT002,19.398001,-155.122833,19.394922,-155.120127,761.3,978741.07
FAT003,19.393499,-155.119171,19.39042,-155.116465,756.9,978740.89
FAT004,19.389999,-155.118668,19.38692,-155.115962,757.2,978740.94
FAT005,19.384834,-155.119171,19.381756,-155.116465,741.3,978745.19
FAT005,19.384834,-155.119171,19.381756,-155.116465,741.3,978745.17
FAT006,19.380667,-155.115997,19.377589,-155.113292,740.9,978743.52
FAT008,19.369499,-155.11084,19.366421,-155.108135,700.9,978740.67
FAT009,19.366501,-155.108994,19.363423,-155.106289,687.4,978740.28
GSP215,19.4375,-154.943832,19.434416,-154.941128,245.7,978824.24
GSP216,19.434999,-154.94017,19.431915,-154.937466,192.9,978832.87
GSP217,19.433834,-154.929169,19.43075,-154.926465,129.2,978842.33
GSP218,19.440666,-154.924164,19.437581,-154.92146,144.8,978840.87
GSP219,19.445168,-154.917664,19.442083,-154.91496,147.5,978840.51
GSP220,19.445333,-154.907501,19.442248,-154.904797,107.6,978846.4
GSP221,19.4415,-154.897659,19.438415,-154.894955,78.3,978848.99
GSP222,19.436001,-154.890167,19.432916,-154.887463,50.6,978851.24
GSP223,19.429832,-154.883667,19.426747,-154.880963,12.8,978853.17
GSP224,19.438999,-154.872833,19.435914,-154.870129,21,978852.04
GSP225,19.442833,-154.867172,19.439747,-154.864468,23.2,978851.13
GSP226,19.453667,-154.854004,19.450581,-154.8513,9.7,978855.14
GSP227,19.458,-154.850998,19.454913,-154.848294,8.8,978857.42
GSP228,19.425333,-154.889328,19.422249,-154.886624,12.5,978852
GSP229,19.417999,-154.895493,19.414915,-154.892789,21,978848.9
GSP230,19.412167,-154.907166,19.409084,-154.904462,8.8,978852.93
GSP231,19.405834,-154.917007,19.402751,-154.914303,15.5,978851.58
GSP232,19.401333,-154.92334,19.398251,-154.920636,19.2,978850.69
GSP233,19.394167,-154.935837,19.391085,-154.933133,25.9,978851.57
GSP234,19.382,-154.946671,19.378919,-154.943967,22.2,978849
GSP235,19.373833,-154.957336,19.370753,-154.954632,7.9,978851.86
GSP236,19.367167,-154.965836,19.364087,-154.963132,11,978851.95
GSP237,19.405001,-154.931,19.401919,-154.928296,50.9,978849.95
GSP238,19.410334,-154.925995,19.407251,-154.923291,60.7,978848.34
GSP239,19.414167,-154.933838,19.411084,-154.931134,87.2,978845.92
GSP240,19.418333,-154.927505,19.41525,-154.924801,84.4,978846.74
GSP241,19.459999,-154.933334,19.456913,-154.930629,273.7,978823.5
GSP242,19.459333,-154.925339,19.456247,-154.922634,256.6,978826.34
GSP243,19.458666,-154.917328,19.45558,-154.914623,248.7,978824.78
GSP244,19.458,-154.909836,19.454914,-154.907132,213.7,978829.48
GSP245,19.465666,-154.892502,19.462579,-154.889798,166.1,978836.83
GSP246,19.465834,-154.884506,19.462747,-154.881802,123.4,978845.41
GSP247,19.457167,-154.88266,19.454081,-154.879956,85.7,978850.95
GSP248,19.459167,-154.887161,19.456081,-154.884457,92.7,978850.12
GSP249,19.480833,-154.867661,19.477745,-154.864957,103.3,978850.96
GSP250,19.478001,-154.862671,19.474913,-154.859967,79.6,978854.35
GSP251,19.475,-154.857834,19.471912,-154.85513,70.7,978855.17
GSP252,19.488832,-154.866333,19.485744,-154.863629,96.3,978855.68
GSP253,19.487499,-154.859665,19.484411,-154.856961,66.8,978859.44
GSP254,19.487333,-154.848999,19.484245,-154.846295,35.1,978863.37
GSP255,19.498167,-154.850006,19.495078,-154.847302,43.3,978863.64
GSP256,19.497667,-154.886505,19.494579,-154.8838,143.3,978848.97
GSP257,19.504999,-154.893173,19.50191,-154.890468,142.7,978848.36
GSP258,19.509167,-154.888504,19.506078,-154.885799,122.8,978851.98
GSP259,19.457167,-154.914841,19.454081,-154.912136,243.8,978825.85
GSP260,19.462833,-154.914505,19.459747,-154.9118,228.6,978831.27
GSP261,19.472166,-154.914001,19.469079,-154.911296,209.1,978836.15
GSP262,19.477333,-154.913498,19.474246,-154.910793,205.7,978836.78
GSP263,19.473,-154.908661,19.469913,-154.905956,202.1,978837.33
GSP264,19.453667,-154.937332,19.450582,-154.934627,310,978815.62
GSP265,19.453333,-154.929672,19.450248,-154.926967,270.4,978823.04
GSP266,19.450001,-154.925171,19.446916,-154.922467,243.8,978824.9
GSP267,19.455667,-154.921494,19.452581,-154.918789,326.4,978803.3
GSP268,19.4515,-154.947327,19.448415,-154.944622,335,978811.97
GSP269,19.447666,-154.953171,19.444581,-154.950466,351.4,978809.39
GSP270,19.440332,-154.959335,19.437248,-154.95663,358.8,978807.84
GSP271,19.436333,-154.962997,19.433249,-154.960292,395.6,978798.57
GSP272,19.435333,-154.955338,19.432249,-154.952633,336.2,978807.08
GSP273,19.414167,-154.955002,19.411084,-154.952298,224.9,978820.29
GSP274,19.41,-154.96167,19.406918,-154.958966,237.4,978817.56
GSP275,19.415001,-154.969666,19.411919,-154.966962,299.3,978808.05
GSP276,19.416834,-154.975494,19.413752,-154.97279,348.7,978800.19
GSP277,19.419333,-154.978668,19.41625,-154.975963,369.1,978797.71
GSP278,19.379,-155.148666,19.375922,-155.14596,781,978740.35
GSP279,19.378166,-155.151672,19.375088,-155.148966,840.5,978724.8
GSP280,19.375166,-155.153168,19.372089,-155.150462,845.6,978719.89
GSP281,19.372999,-155.158005,19.369922,-155.155299,860.1,978717.4
GSP282,19.372168,-155.160828,19.369091,-155.158122,865.9,978716.16
GSP283,19.367332,-155.164505,19.364255,-155.161799,889.5,978707.02
GSP284,19.363167,-155.169998,19.360091,-155.167292,863.6,978709.78
GSP285,19.355499,-155.167664,19.352423,-155.164958,807,978714.75
GSP286,19.348833,-155.166504,19.345757,-155.163799,784.4,978714.94
GSP287,19.341499,-155.166336,19.338424,-155.163631,767.2,978712.48
GSP288,19.334,-155.166168,19.330925,-155.163463,726.8,978713.9
GSP289,19.325333,-155.167496,19.322259,-155.164791,676.3,978718.22
79-522,19.411333,-155.018005,19.408251,-155.0153,470.1,978788.19
TAG-42,19.4235,-155.027664,19.420418,-155.024959,504.2,978789.13
79-528,19.423,-155.027664,19.419918,-155.024959,502.8,978789.38
79-519,19.420834,-155.027496,19.417752,-155.024791,504.1,978788.38
79-526,19.417999,-155.026993,19.414917,-155.024288,503.3,978786.88
79-525,19.416334,-155.02533,19.413252,-155.022625,496.4,978787.44
79-524,19.414333,-155.023163,19.411251,-155.020458,486.1,978789.19
79-523,19.4125,-155.020828,19.409418,-155.018123,479.3,978789.13
79-520,19.410166,-155.015671,19.407085,-155.012966,445.9,978789.5
139YY,19.298166,-155.30983,19.295095,-155.307124,696,978707.19
JHF100,19.297667,-155.307327,19.294596,-155.304621,611.3,978725.19
JHF101,19.290833,-155.303162,19.287763,-155.300456,257.8,978800.06
JHF102,19.287167,-155.296661,19.284097,-155.293955,240.1,978801.88
JHF103,19.281666,-155.289841,19.278596,-155.287135,243.3,978797.31
JHF104,19.277834,-155.285507,19.274764,-155.282801,241.5,978794.44
JHF105,19.273666,-155.294006,19.270597,-155.2913,179.3,978806.75
JHF106,19.269167,-155.304672,19.266098,-155.301966,73.5,978827.69
JHF107,19.2665,-155.306839,19.263431,-155.304133,61.9,978829.56
JHF108,19.263,-155.302673,19.259931,-155.299968,0.5,978841.38
JHF109,19.304501,-155.162338,19.301428,-155.159633,202.9,978811.25
JHF110,19.301332,-155.175339,19.298259,-155.172634,161,978818.44
JHF111,19.292,-155.180328,19.288928,-155.177623,93.9,978828.13
JHF112,19.282333,-155.187836,19.279262,-155.185131,50.6,978833.44
JHF113,19.274834,-155.190674,19.271763,-155.18797,29,978833.75
JHF115,19.2605,-155.195663,19.25743,-155.192959,1.8,978831.94
JHF114,19.266834,-155.192337,19.263764,-155.189633,18.3,978833.06
NAPAU,19.376667,-155.146667,19.373589,-155.143961,779.9,978740.63
VNT1,19.393333,-155.109161,19.390254,-155.106455,873.8,978707.38
VNT2,19.393499,-155.108337,19.39042,-155.105631,865.8,978710.25
TRP4,19.398666,-155.108505,19.395587,-155.105799,778.7,978734.19
TRP5,19.413166,-155.105835,19.410086,-155.103129,723,978746.5
WTHR,19.388,-155.104996,19.384921,-155.102291,759.6,978735.94
MID2,19.364834,-155.088333,19.361756,-155.085628,622.2,978745.81
135YY,19.328833,-155.281326,19.32576,-155.27862,892,978687.25
JHF124,19.323833,-155.275665,19.32076,-155.272959,851.3,978690.69
JHF123,19.324667,-155.263672,19.321594,-155.260966,836.6,978693.25
JHF122,19.323999,-155.256165,19.320926,-155.253459,811.1,978697.75
JHF125,19.323668,-155.248505,19.320595,-155.245799,796.8,978700.38
GOAT,19.329666,-155.230667,19.326592,-155.227961,808.9,978698.44
JHF120,19.326666,-155.229172,19.323593,-155.226466,756.8,978707.31
JHF119,19.327499,-155.223495,19.324425,-155.220789,739.3,978710.75
JHF118,19.321667,-155.222336,19.318594,-155.21963,658.3,978723.38
JHF117,19.325834,-155.213837,19.32276,-155.211131,709.1,978714.25
JHF116,19.3305,-155.207504,19.327426,-155.204798,746.6,978709.63
77-4,19.340666,-155.207993,19.337591,-155.205287,824.8,978701.75
NP01,19.368,-155.21817,19.364924,-155.215464,978.4,978693
JHF126,19.3745,-155.212006,19.371424,-155.2093,990.4,978692
JHF128,19.377001,-155.200836,19.373924,-155.19813,985.8,978691.63
JHF129,19.371334,-155.195496,19.368257,-155.19279,997.2,978687.31
JHF130,19.369167,-155.191666,19.366091,-155.18896,975.1,978692.69
LPK05,19.364834,-155.192841,19.361758,-155.190135,969.1,978690.94
JHF131,19.369499,-155.183167,19.366422,-155.180461,925.8,978702.63
JHF132,19.375166,-155.182663,19.372089,-155.179957,934.4,978702.75
JHF133,19.380501,-155.176498,19.377424,-155.173792,920.6,978704.44
JHF134,19.382833,-155.17366,19.379755,-155.170954,922.7,978704.13
JHF135,19.386168,-155.179672,19.38309,-155.176966,914.4,978706.69
JHF136,19.382668,-155.183167,19.379591,-155.180461,926.5,978704.56
JHF137,19.379499,-155.186829,19.376422,-155.184123,932.3,978703.44
JHF138,19.381166,-155.192673,19.378089,-155.189967,953.9,978698.5
JHF139,19.380501,-155.200165,19.377424,-155.197459,979.4,978693.31
JEP01,19.402,-155.03566,19.398919,-155.032955,483.8,978781.38
JEP05,19.384834,-155.046494,19.381754,-155.043789,488.8,978774
JEP06A,19.379,-155.04184,19.375921,-155.039135,427.9,978783.5
JEP07,19.383167,-155.039169,19.380087,-155.036464,420.8,978786.25
JEP08,19.386168,-155.036331,19.383088,-155.033626,425.1,978785.81
JEP09,19.389334,-155.03566,19.386254,-155.032955,436.4,978784.75
JEP10,19.391167,-155.02916,19.388087,-155.026455,411.8,978787.63
K-24,19.397333,-154.999329,19.394252,-154.996625,317,978806.81
JEP02,19.395334,-155.040497,19.392254,-155.037792,479.5,978780.63
JEP03,19.3885,-155.045837,19.38542,-155.043132,482.6,978778.44
JEP11,19.394333,-155.033493,19.391253,-155.030788,455.1,978785.88
JHF140,19.401667,-155.041,19.398586,-155.038295,495.4,978781.19
JHF141,19.4055,-155.048996,19.402419,-155.046291,551.7,978775.63
JHF142,19.414333,-155.054337,19.411252,-155.051632,575.2,978775.5
JHF143,19.415167,-155.062164,19.412086,-155.059459,596.2,978772
JHF144,19.417166,-155.069,19.414085,-155.066294,617.3,978767.69
JHF147,19.405167,-155.077499,19.402087,-155.074794,696.4,978750.19
JHF148,19.400833,-155.072174,19.397753,-155.069469,653.2,978760.25
JHF149,19.395666,-155.065674,19.392586,-155.062969,616.5,978761.06
JHF150,19.398333,-155.061829,19.395253,-155.059124,603.9,978764.06
LT01,19.333166,-155.072327,19.33009,-155.069623,114.2,978836.13
LT02,19.334,-155.074493,19.330924,-155.071789,130.4,978833
LT03,19.335167,-155.078827,19.332091,-155.076123,159,978827.63
JP01,19.344166,-155.084839,19.341089,-155.082135,347.6,978792.38
LT05,19.339834,-155.084671,19.336758,-155.081967,275.6,978805.69
T3-1,19.327499,-155.070496,19.324423,-155.067792,82.2,978838.5
79-509,19.401667,-155.255829,19.39859,-155.253122,1106.8,978679.31
JHF159,19.397167,-155.150665,19.394088,-155.147959,842,978721.81
JHF160,19.397167,-155.145996,19.394088,-155.14329,825.8,978725.38
JHF161,19.399334,-155.148834,19.396255,-155.146128,834.3,978723.31
JHF158,19.395166,-155.157166,19.392088,-155.15446,859.9,978717.94
JHF156,19.394667,-155.162674,19.391589,-155.159968,870.5,978715.69
JHF162,19.391001,-155.15567,19.387923,-155.152964,858.6,978718.56
JHF157,19.389999,-155.166336,19.386921,-155.16363,884.4,978713.19
JHF155,19.390667,-155.174667,19.387589,-155.171961,901.1,978709.69
JHF135,19.386168,-155.179672,19.38309,-155.176966,914.4,978707
FC02,19.383833,-155.168167,19.380755,-155.165461,899.9,978709.06
FC03,19.385666,-155.164673,19.382588,-155.161967,889.6,978711.94
GNDZ,19.391666,-155.253006,19.388589,-155.250299,1092.3,978680.13
SE02,19.391333,-155.25267,19.388256,-155.249963,1091.3,978680.06
NW02,19.392166,-155.253326,19.389089,-155.250619,1092.6,978680.31
NW04,19.3925,-155.253494,19.389423,-155.250787,1093,978680.5
SW02,19.3915,-155.253494,19.388423,-155.250787,1092,978680.13
SW04,19.391333,-155.25383,19.388256,-155.251123,1089.9,978680.5
NE02,19.392,-155.25267,19.388923,-155.249963,1091.5,978680.31
NE04,19.392166,-155.252167,19.389089,-155.24946,1093.9,978679.75
NE06,19.3925,-155.251831,19.389423,-155.249124,1093.8,978680
HMM1,19.409,-155.287003,19.405923,-155.284295,1024.2,978705.69
HMM2,19.409334,-155.287994,19.406257,-155.285286,1025.4,978704.13
HMM3,19.4105,-155.287994,19.407423,-155.285286,1032,978703.19
HMM4,19.411501,-155.285995,19.408423,-155.283287,1038.2,978703.94
HMM5,19.408667,-155.283997,19.40559,-155.281289,1024.5,978705.31
HMM6,19.407167,-155.285995,19.40409,-155.283287,1024.4,978704.06
HVO49,19.414833,-155.281326,19.411755,-155.278618,1093.2,978690.81
KTD051,19.416666,-155.282333,19.413588,-155.279625,1098.7,978689.63
KTD052,19.419167,-155.279327,19.416089,-155.276619,1084.7,978694.69
KTD053,19.420334,-155.277832,19.417256,-155.275124,1084.5,978695.06
KTD054,19.421167,-155.275833,19.418089,-155.273125,1080.4,978696.19
KTD055,19.421,-155.273666,19.417922,-155.270958,1080.3,978696.31
KTD056,19.421833,-155.270996,19.418755,-155.268288,1074.4,978696.88
KTD057,19.423,-155.266998,19.419922,-155.26429,1075,978694.25
KTD058,19.426001,-155.269333,19.422922,-155.266625,1074.1,978694.88
KTD059,19.424334,-155.272507,19.421256,-155.269799,1077.4,978696
KTD060,19.423666,-155.274994,19.420588,-155.272286,1080.7,978695.06
KTD061,19.424168,-155.278,19.42109,-155.275292,1082,978692.94
KTD062,19.423,-155.280334,19.419922,-155.277626,1087,978691.81
KTD063,19.421499,-155.282333,19.418421,-155.279625,1087.8,978691.75
HVO49,19.414833,-155.281326,19.411755,-155.278618,1093.2,978690.81
KTD139,19.417,-155.285339,19.413922,-155.282631,1101.1,978687.44
KTD140,19.420666,-155.285004,19.417588,-155.282296,1095.5,978688.25
KTD141,19.423,-155.283173,19.419922,-155.280465,1091.1,978689.81
KTD142,19.427,-155.281006,19.423921,-155.278298,1086.1,978689.69
KTD143,19.429667,-155.278671,19.426588,-155.275963,1084.9,978689.25
KTD144,19.430334,-155.27533,19.427255,-155.272622,1083.3,978690.31
KTD145,19.429832,-155.272995,19.426753,-155.270287,1080.1,978691.63
KTD146,19.428833,-155.27034,19.425754,-155.267632,1077.9,978691.75
KTD147,19.427166,-155.268829,19.424087,-155.266121,1074.2,978693.25
KTD148,19.427166,-155.271164,19.424087,-155.268456,1076.8,978694.19
KTD149,19.426834,-155.27417,19.423755,-155.271462,1079.8,978693.94
KTD150,19.4265,-155.27684,19.423421,-155.274132,1079.9,978693.06
KTD151,19.425333,-155.279327,19.422255,-155.276619,1084.1,978691.13
KTD190,19.408833,-155.26767,19.405755,-155.264963,1075.8,978689.69
KTD191,19.41,-155.264999,19.406922,-155.262292,1074.5,978689.75
KTD192,19.4125,-155.263672,19.409422,-155.260964,1074.3,978690.13
KTD193,19.415167,-155.263168,19.412089,-155.26046,1074.2,978690.75
KTD194,19.418333,-155.262329,19.415255,-155.259621,1074.7,978690.94
KTD195,19.422333,-155.261673,19.419254,-155.258965,1075,978690.19
KTD196,19.423834,-155.26416,19.420755,-155.261452,1075.6,978691
KTD197,19.421333,-155.26416,19.418255,-155.261452,1075.2,978691.75
KTD198,19.419167,-155.265335,19.416089,-155.262627,1075,978692.19
KTD199,19.416666,-155.266006,19.413588,-155.263298,1076.7,978691.69
KTD200,19.4135,-155.266327,19.410422,-155.263619,1075.7,978691.38
KTD201,19.411667,-155.268661,19.408589,-155.265953,1081.8,978690.13
KTD202,19.4095,-155.27066,19.406422,-155.267952,1081.7,978689.75
KTD203,19.409166,-155.273163,19.406088,-155.270455,1078.8,978690.81
KTD204,19.408167,-155.276001,19.40509,-155.273293,1080.4,978690.44
KTD205,19.408667,-155.278671,19.40559,-155.275963,1091.3,978688.56
KTD206,19.406834,-155.276337,19.403757,-155.273629,1083.3,978688.75
KTD207,19.406334,-155.272507,19.403257,-155.269799,1077.9,978689.44
