longitude,latitude,AB (mGal)
55.42820395799871,-20.88542461633192,240.0
55.41959481766131,-20.88688304612045,240.0
55.410594429144815,-20.88756507393723,240.0
55.40259721991035,-20.893273709924895,240.0
55.39490409811118,-20.89956652214249,240.0
55.38590719635048,-20.903656427211125,240.0
55.376835389276145,-20.907628925859346,240.0
55.36970944803679,-20.914315954200216,240.0
55.36740032907296,-20.923826045996375,240.0
55.37288571561844,-20.931978526871795,240.0
55.37715963984219,-20.940919881566117,240.0
55.37622561929135,-20.950413773527394,240.0
55.36978606511533,-20.95801007630049,240.0
55.36447327666192,-20.965854336697948,240.0
55.36772935557764,-20.97526328448762,240.0
55.372394135168086,-20.984108124224214,240.0
55.37373070989036,-20.993493591549267,240.0
55.36583500135202,-20.99881695247244,240.0
55.35616132037432,-21.001187312070027,240.0
55.34637574165463,-21.00320565205166,240.0
55.33693067247882,-21.00649056731147,240.0
55.32811069999894,-21.010989635379314,240.0
55.32025820910313,-21.017155439813536,240.0
55.31252424539915,-21.023473308328075,240.0
55.304571516075654,-21.02952416519919,240.0
55.29573899492247,-21.03356979185885,240.0
55.2870460544297,-21.037749298938234,240.0
55.28241110651135,-21.046263544349024,240.0
55.27953060437276,-21.05583946700139,240.0
55.281574882973935,-21.06378180616051,240.0
55.278889835489714,-21.07341174466877,240.0
55.280240688189686,-21.0821051836363,240.0
55.28753083328709,-21.088559603101036,240.0
55.28993953823961,-21.098146921298564,240.0
55.291354103857074,-21.107712192662433,240.0
55.296053392113336,-21.116411379090046,240.0
55.29964768578818,-21.125737782219687,240.0
55.303318540293475,-21.134999809906752,240.0
55.310642100828716,-21.14166415771995,240.0
55.3171573604812,-21.149223943371855,240.0
55.32339148642743,-21.15704287384133,240.0
55.33040680497983,-21.164154799110623,240.0
55.33445562042489,-21.173241667080816,240.0
55.33617339076455,-21.18301709690065,240.0
55.33954766779966,-21.192352834681053,240.0
55.346448035503506,-21.199590577806617,240.0
55.35537322314154,-21.20404259700419,240.0
55.36393247455829,-21.209188509879734,240.0
55.35463858958699,-21.010947107560433,237.5
55.34470359747466,-21.01096823639969,237.5
55.33568584721531,-21.015222110847564,237.5
55.32702757515467,-21.02022099941898,237.5
55.319030369541416,-21.026178635702028,237.5
55.311720038286644,-21.033002055441344,237.5
55.3069961356086,-21.0414801538263,237.5
55.30453582088641,-21.051168705271028,237.5
55.302616559327994,-21.06096493653638,237.5
55.30210770844715,-21.070950965275582,237.5
55.30264945182815,-21.08091483951846,237.5
55.298274439489326,-21.08976966743733,237.5
55.29666227652738,-21.099564733042303,237.5
55.29818018047499,-21.10943933544798,237.5
55.30117376742266,-21.118980741905453,237.5
55.305241829802824,-21.128106562715736,237.5
55.31121256215959,-21.136039786505783,237.5
55.31774895467258,-21.143607849198183,237.5
55.324400811019615,-21.151062167878248,237.5
55.33148970840099,-21.158058630180083,237.5
55.337056048869925,-21.16633067337704,237.5
55.34094618421407,-21.17553955733399,237.5
55.343540447259784,-21.18518065998974,237.5
55.350735407566994,-21.191966568280733,237.5
55.35930972177928,-21.197018116393192,237.5
55.36908382926112,-21.19613925195603,237.5
55.37820149312512,-21.192060483303912,237.5
55.38717512770382,-21.187652483025293,237.5
55.395541383646766,-21.182393323832923,237.5
55.40183684487454,-21.175023714345542,237.5
55.40267225202589,-21.16510159173295,237.5
55.4011691736072,-21.155251119710325,237.5
55.39585985131912,-21.146890438832575,237.5
55.38960772211895,-21.139094940332036,237.5
55.38547332208531,-21.130150255886537,237.5
55.38376192491772,-21.120298677492972,237.5
55.38394455280158,-21.110341678246467,237.5
55.38561164030595,-21.10048599067519,237.5
55.38787083513503,-21.090747587483843,237.5
55.39296408134734,-21.08215450452145,237.5
55.39782493231038,-21.073478741581276,237.5
55.39876990187725,-21.06355680025586,237.5
55.39802241934022,-21.05359991406694,237.5
55.39607250084974,-21.04382046267326,237.5
55.39325394112804,-21.034227207014133,237.5
55.38951120576702,-21.02499367121958,237.5
55.38320494974531,-21.01739322192989,237.5
55.37388803644152,-21.013761085407594,237.5
55.36448899039523,-21.010368080009385,237.5
55.358200005257494,-21.18428061720387,235.0
55.36774113133834,-21.186771155582875,235.0
55.37743947452118,-21.184910527497568,235.0
55.387042575903514,-21.182132672277827,235.0
55.39545809942628,-21.17703801777334,235.0
55.39959526078238,-21.16812227725446,235.0
55.39905194039347,-21.158332774888198,235.0
55.39432165834524,-21.14967068445398,235.0
55.388019721111895,-21.141906693967822,235.0
55.38185451356538,-21.13408233618875,235.0
55.37929296244196,-21.124423542993274,235.0
55.378018823189585,-21.1146378838645,235.0
55.379657862374714,-21.10478147905683,235.0
55.3822461991013,-21.095122259989544,235.0
55.38608462882906,-21.08591639790773,235.0
55.39166994972704,-21.077710590290312,235.0
55.39563885718397,-21.068825920456604,235.0
55.3951096485297,-21.05896451886224,235.0
55.39261837631093,-21.049336683907065,235.0
55.389007172959175,-21.040011864343402,235.0
55.383053679312646,-21.03205325069857,235.0
55.37560361965224,-21.0254351410177,235.0
55.36665876649603,-21.02114823579101,235.0
55.356691066463476,-21.020370486499814,235.0
55.34677357450817,-21.01933684530389,235.0
55.338444479736175,-21.024669671908754,235.0
55.331667377859596,-21.03202241543933,235.0
55.32706205537743,-21.04055940140448,235.0
55.32843750941265,-21.05000755963959,235.0
55.333297998051854,-21.0586965836365,235.0
55.33307873960545,-21.06830699204435,235.0
55.326639279864466,-21.075930001870997,235.0
55.320011359891346,-21.083381892679967,235.0
55.31387795476269,-21.091149866234897,235.0
55.306383165711445,-21.097537171072776,235.0
55.303888416282405,-21.107060766756792,235.0
55.30627698090244,-21.116726624413406,235.0
55.310222088748034,-21.12588322742667,235.0
55.31566935051163,-21.134233293429713,235.0
55.32196655532798,-21.142001511468678,235.0
55.32931412018738,-21.14876786049374,235.0
55.336595460452266,-21.155568808119874,235.0
55.34296420122508,-21.16327294170692,235.0
55.34658384557197,-21.172560665693407,235.0
