longitude,latitude,Bouguer_mG
55.42496219547909,-21.108603846259026,295.0
55.425795858823676,-21.100689685344438,295.0
55.42214437104441,-21.118508479456658,292.5
55.42198937313218,-21.110513258629208,292.5
55.422538658641756,-21.102533274225365,292.5
55.423616217229814,-21.094631831409146,292.5
55.426065045199536,-21.08701584548645,292.5
55.428464869615624,-21.079384380436302,292.5
55.43142003984435,-21.07196444038427,292.5
55.43459310409213,-21.064624382090827,292.5
55.43751235741455,-21.05719975497775,292.5
55.44168271105381,-21.05037274853806,292.5
55.4457898808699,-21.043508143531945,292.5
55.450074709904854,-21.036762183869925,292.5
55.45508731098917,-21.030540902367814,292.5
55.460657683212446,-21.02482521731453,292.5
55.46681245818352,-21.019715955675967,292.5
55.47429596517153,-21.01740470562221,292.5
55.482285843764714,-21.017079108647515,292.5
55.49028375564807,-21.017011935726433,292.5
55.49828375564807,-21.017011935726433,292.5
55.50627571552076,-21.016727475752415,292.5
55.51420378577865,-21.017490908237384,292.5
55.52207324110104,-21.01865011250265,292.5
55.529606283652406,-21.021315230426538,292.5
55.53678734324055,-21.024824419413573,292.5
55.54316141016579,-21.02963824636731,292.5
55.54713172850752,-21.036498602574493,292.5
55.55042314775844,-21.0437891041956,292.5
55.55329795529478,-21.051233669268342,292.5
55.554500661182416,-21.05914178828622,292.5
55.55659952455376,-21.066858064911248,292.5
55.55850790199581,-21.074620787490854,292.5
55.563486924593015,-21.080517498852206,292.5
55.56917726223336,-21.085986029380095,292.5
55.57429585246199,-21.091908461980204,292.5
55.58004432415717,-21.097455464564362,292.5
55.583215821030514,-21.10469646443511,292.5
55.58260271634687,-21.112026618458668,292.5
55.57494203399511,-21.113606962294632,292.5
55.56715333178353,-21.113419021417176,292.5
55.561849905298004,-21.108191708501344,292.5
55.55882967485902,-21.100901899902478,292.5
55.55194113589832,-21.09720980901772,292.5
55.544461095710346,-21.09793768179941,292.5
55.5393486583967,-21.10388271843397,292.5
55.533385355848225,-21.10918722301492,292.5
55.5288560340828,-21.115361915291302,292.5
55.52525891093924,-21.12240649093603,292.5
55.519240676544946,-21.127676270259112,292.5
55.51275726346644,-21.132309615497306,292.5
55.50639143166602,-21.137146016217116,292.5
55.50018586589845,-21.142194858024208,292.5
55.49310305719289,-21.14585142993972,292.5
55.486025700290845,-21.1495634557643,292.5
55.47872800350167,-21.15282503185338,292.5
55.47112842838675,-21.155314477590245,292.5
55.46329116301895,-21.156784267602173,292.5
55.45532115392871,-21.15745211088713,292.5
55.44735183312143,-21.15698952331161,292.5
55.43996467267293,-21.153968527520256,292.5
55.43386785003596,-21.150703521395947,292.5
55.429761956621896,-21.143873215724604,292.5
55.42605305306544,-21.13682394170978,292.5
55.42396330611274,-21.12910460126862,292.5
55.42202388523325,-21.12134833177623,292.5
55.41894548544963,-21.114816838156305,290.0
55.41909995070472,-21.106822172842037,290.0
55.419804473100655,-21.098854421327367,290.0
55.42115069077416,-21.091017003410784,290.0
55.42353089033559,-21.083393838982435,290.0
55.42615871455199,-21.07584307914595,290.0
