longitude,latitude,A (mGal)
55.33610244773118,-21.23064490416406,252.5
55.33648596908505,-21.23156843617278,252.5
55.336869490438914,-21.232491968181495,252.5
55.33721253860559,-21.233429265089978,252.5
55.33747159844994,-21.23439512636213,252.5
55.33773065829429,-21.235360987634284,252.5
55.33798971813864,-21.236326848906437,252.5
55.33824877798298,-21.23729271017859,252.5
55.33850783782733,-21.238258571450743,252.5
55.33876689767168,-21.2392244327229,252.5
55.33902595751603,-21.240190293995052,252.5
55.339285017360375,-21.241156155267205,252.5
55.33954407720473,-21.24212201653936,252.5
55.33980179440778,-21.243088170915428,252.5
55.33996882314228,-21.244074122943598,252.5
55.34013585187678,-21.245060074971768,252.5
55.340302880611276,-21.246046026999938,252.5
55.34046990934578,-21.247031979028105,252.5
55.34063693808028,-21.248017931056275,252.5
55.34039904015554,-21.248948662995673,252.5
55.3399741103123,-21.249853889281372,252.5
55.339549180469064,-21.250759115567075,252.5
55.33912425062582,-21.251664341852774,252.5
55.33869932078258,-21.252569568138476,252.5
55.33813476122036,-21.253390803121576,252.5
55.33753420114018,-21.25419038275494,252.5
55.33693364105999,-21.2549899623883,252.5
55.336333080979806,-21.255789542021663,252.5
55.33573252089962,-21.256589121655026,252.5
55.33513196081944,-21.257388701288388,252.5
55.33453140073925,-21.25818828092175,252.5
55.24809290411131,-21.099715817314678,250.0
55.24909214940469,-21.099676973477926,250.0
55.250091394698075,-21.099638129641175,250.0
55.25109063999145,-21.099599285804427,250.0
55.25208988528484,-21.099560441967675,250.0
55.25308913057822,-21.099521598130924,250.0
55.2540883758716,-21.099482754294172,250.0
55.25508762116498,-21.099443910457424,250.0
55.25602992474441,-21.09975055786529,250.0
55.25696385409877,-21.100108015500627,250.0
55.25789778345313,-21.100465473135966,250.0
55.25883171280749,-21.100822930771304,250.0
55.25976564216185,-21.101180388406643,250.0
55.26069957151621,-21.101537846041982,250.0
55.26163350087058,-21.10189530367732,250.0
55.26256743022494,-21.10225276131266,250.0
55.2635013595793,-21.102610218947998,250.0
55.26443528893366,-21.102967676583336,250.0
55.26536921828802,-21.103325134218675,250.0
55.26630314764238,-21.103682591854014,250.0
55.26713140975173,-21.104204446318004,250.0
55.26784443744966,-21.104905582183566,250.0
55.2685574651476,-21.105606718049128,250.0
55.269270492845536,-21.10630785391469,250.0
55.26998352054347,-21.10700898978025,250.0
55.27069654824141,-21.10771012564581,250.0
55.271409575939344,-21.10841126151137,250.0
55.27212260363728,-21.109112397376933,250.0
55.27283563133521,-21.109813533242495,250.0
55.27354865903315,-21.110514669108056,250.0
55.27426168673109,-21.111215804973614,250.0
55.27497471442902,-21.111916940839176,250.0
55.27568774212696,-21.112618076704738,250.0
55.276400769824896,-21.1133192125703,250.0
55.27711379752283,-21.114020348435858,250.0
55.27781116533533,-21.114733775999635,250.0
55.27832284975691,-21.11559294947031,250.0
55.27883453417849,-21.116452122940988,250.0
55.27934621860007,-21.117311296411664,250.0
55.27985790302165,-21.11817046988234,250.0
55.280369587443225,-21.119029643353016,250.0
55.28088127186481,-21.119888816823693,250.0
55.28139295628638,-21.12074799029437,250.0
55.281904640707964,-21.121607163765045,250.0
55.28240150621168,-21.12247471600452,250.0
55.28287394063493,-21.123356081828526,250.0
